onset	duration	trial_type
4.033	15.532999999999998	animal
26.683000000000003	15.567	indoor
49.35	15.515999999999998	tool
71.983	15.467	outdoor
94.55	15.5	scrambled
113.05	6.0	rest
123.166	15.567000000000007	outdoor
145.85	15.483000000000004	animal
168.433	15.5	scrambled
191.033	15.5	tool
213.65	15.549000000000007	indoor
232.199	6.0	rest
242.299	15.484000000000007	scrambled
264.883	15.5	tool
287.483	15.533000000000017	indoor
310.116	15.5	animal
332.733	15.565999999999974	outdoor
351.29900000000004	6.0	rest
361.399	15.48399999999998	tool
383.983	15.466000000000006	scrambled
406.54900000000004	15.567000000000007	outdoor
429.233	15.5	indoor
451.833	15.482999999999947	animal
470.316	6.0	rest
