onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS+	tools/caulkinggun.jpg	New	foil		CR	CR	
11.1	3.0	CS+	tools/monkeywrench.jpg	Old	baseline	DN	M	M	1.266
18.166	3.0	CS-	animals/caterpillarpeacockmoth.jpg	Old	acquisition	DO	H	H	1.672
25.25	3.0	CS-	animals/seaslug.jpg	New	foil	DN	CR	CR	1.262
33.316	3.0	CS+	tools/whistle.jpg	New	foil	DO	FA	FA	1.328
40.383	3.0	CS-	animals/mouse.jpg	Old	extinction	DO	H	H	2.167
48.45	3.0	CS+	tools/sparkplug.jpg	Old	extinction	DO	H	H	1.879
56.516000000000005	3.0	CS-	animals/hermitcrab.jpg	New	foil	DN	CR	CR	1.222
64.6	3.0	CS+	tools/measuringtape.jpg	Old	baseline	DO	H	H	2.2640000000000002
71.65	3.0	CS-	animals/flamingo.jpg	Old	baseline	DO	H	H	1.041
79.75	3.0	CS-	animals/panda.jpg	New	foil	DN	CR	CR	1.476
86.85	3.0	CS+	tools/gardenhose.jpg	Old	acquisition	DO	H	H	1.375
93.95	3.0	CS+	tools/grapplinghook.jpg	New	foil	DN	CR	CR	0.93
101.016	3.0	CS-	animals/giraffe.jpg	Old	acquisition	DO	H	H	2.0669999999999997
109.1	3.0	CS+	tools/plow.jpg	Old	acquisition	DO	H	H	2.3569999999999998
117.2	3.0	CS+	tools/wateringcan.jpg	New	foil	DO	FA	FA	1.777
125.266	3.0	CS-	animals/sheep.jpg	Old	extinction	DN	M	M	1.111
133.333	3.0	CS+	tools/ruler.jpg	Old	extinction	DO	H	H	1.831
140.4	3.0	CS-	animals/cricket.jpg	Old	baseline	DO	H	H	0.929
148.467	3.0	CS-	animals/tortoise.jpg	New	foil	DN	CR	CR	1.018
155.567	3.0	CS+	tools/scissors.jpg	Old	acquisition	DO	H	H	1.251
163.667	3.0	CS-	animals/woodlouse.jpg	New	foil	DN	CR	CR	1.5930000000000002
171.767	3.0	CS+	tools/fan.jpg	Old	extinction	DO	H	H	1.2990000000000002
179.833	3.0	CS+	tools/magnet.jpg	New	foil	DN	CR	CR	0.872
186.917	3.0	CS+	tools/measuringcups.jpg	Old	extinction	DN	M	M	1.244
194.983	3.0	CS-	animals/goldfish.jpg	Old	baseline		M	M	
202.067	3.0	CS-	animals/mole.jpg	Old	acquisition	DN	M	M	2.7439999999999998
210.13299999999998	3.0	CS-	animals/horse.jpg	Old	baseline	DN	M	M	1.89
218.2	3.0	CS+	tools/dremel.jpg	New	foil	DO	FA	FA	2.2030000000000003
225.267	3.0	CS+	tools/ladder.jpg	Old	acquisition	DO	H	H	1.743
233.36700000000002	3.0	CS-	animals/highlandcow.jpg	New	foil	DO	FA	FA	2.439
240.45	3.0	CS+	tools/microscope.jpg	New	foil	DN	CR	CR	1.2329999999999999
248.5	3.0	CS-	animals/pigeon.jpg	Old	acquisition	DO	H	H	1.57
255.583	3.0	CS-	animals/camel.jpg	Old	extinction	DN	M	M	2.155
262.66700000000003	3.0	CS+	tools/jumpercables.jpg	Old	baseline	DN	M	M	1.79
269.767	3.0	CS+	tools/mellonballer.jpg	New	foil	DN	CR	CR	0.9840000000000001
277.817	3.0	CS-	animals/stickinsect.jpg	New	foil	DO	FA	FA	2.092
