onset	duration	trial_type
4.0169999999999995	15.333000000000002	animal
26.416999999999998	15.332999999999998	indoor
48.817	15.282999999999996	tool
71.15	15.283999999999994	outdoor
93.5	15.299999999999995	scrambled
111.8	6.0	rest
121.867	15.333999999999987	outdoor
144.267	15.317000000000007	animal
166.65099999999998	15.316000000000004	scrambled
189.03400000000002	15.300000000000011	tool
211.40099999999998	15.316000000000004	indoor
229.717	6.0	rest
239.767	15.266999999999996	scrambled
262.101	15.333000000000027	tool
284.501	15.333000000000027	indoor
306.901	15.283000000000017	animal
329.251	15.333000000000027	outdoor
347.584	6.0	rest
357.634	15.282999999999962	tool
379.968	15.25	scrambled
402.284	15.334000000000005	outdoor
424.684	15.283999999999994	indoor
447.01800000000003	15.300000000000011	animal
465.31800000000004	6.0	rest
