onset	duration	trial_type	stimulus	response
8.016	4.5	CS-	stims2/animals/sparrow.jpg	2
18.566	4.0	CS+	stims2/tools/circularsaw.jpg	1
29.6	5.0	CS+	stims2/tools/coathanger.jpg	2
41.65	4.5	CS+	stims2/tools/handdrill.jpg	1
51.183	4.0	CS-	stims2/animals/dolphin.jpg	2
62.233000000000004	4.5	CS-	stims2/animals/koi.jpg	2
71.783	4.5	CS+	stims2/tools/drill.jpg	1
82.316	5.0	CS-	stims2/animals/chicken.jpg	2
94.366	4.5	CS-	stims2/animals/dog.jpg	2
105.916	4.0	CS+	stims2/tools/trowel.jpg	2
114.96600000000001	4.5	CS+	stims2/tools/generator.jpg	1
125.5	4.0	CS-	stims2/animals/hippo.jpg	2
136.533	5.0	CS+	stims2/tools/computermouse.jpg	2
147.583	5.0	CS-	stims2/animals/moth.jpg	2
157.63299999999998	5.0	CS+	stims2/tools/loom.jpg	2
167.683	4.0	CS-	stims2/animals/peacock.jpg	2
177.733	4.0	CS-	stims2/animals/donkey.jpg	2
186.766	4.0	CS+	stims2/tools/ducttape.jpg	2
197.81599999999997	5.0	CS-	stims2/animals/springhare.jpg	2
208.85	4.0	CS+	stims2/tools/saw.jpg	1
219.9	4.5	CS-	stims2/animals/bluejay.jpg	2
230.45	5.0	CS+	stims2/tools/glove.jpg	2
240.483	4.5	CS+	stims2/tools/hoe.jpg	2
251.033	5.0	CS-	stims2/animals/rosechafer.jpg	1
