stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
animals/caterpillarpeacockmoth.jpg	2	2	CS+	baseline	DO	15
animals/zebra.jpg	2	4	CS+	extinction	DO	12
animals/herring.jpg	1	3	CS+	acquisition	MO	2
tools/transmissionwrench.jpg	3	2	CS-	baseline	MO	3
animals/waterbuffalo.jpg	2	3	CS+	baseline	MO	9
animals/hyena.jpg	1	1	CS+	extinction	MN	17
animals/mole.jpg	1	1	CS+	baseline	MO	16
animals/anteater.jpg	2	3	CS+	acquisition	DO	11
tools/faxmachine.jpg	3	3	CS-	baseline	MO	1
animals/mink.jpg	2	2	CS+	acquisition	DO	22
tools/sander.jpg	3	1	CS-	acquisition	MN	19
tools/jumpercables.jpg	3	3	CS-	extinction	DO	24
tools/ruler.jpg	3	4	CS-	acquisition	DN	16
animals/snapper.jpg	3	4	CS+	baseline	MO	12
tools/workbench.jpg	3	1	CS-	extinction	MN	12
tools/blower.jpg	3	5	CS-	extinction	MO	11
tools/electricbreaker.jpg	1	2	CS-	baseline	MN	23
tools/beaker.jpg	1	3	CS-	acquisition	MN	4
animals/salmon.jpg	1	3	CS+	extinction	MO	8
animals/cricket.jpg	2	5	CS+	extinction	DO	22
tools/vegetablepeeler.jpg	3	6	CS-	acquisition	MN	3
tools/padlock.jpg	3	3	CS-	extinction	DN	18
tools/gardenhose.jpg	2	4	CS-	baseline	DO	21
animals/goldfish.jpg	1	7	CS+	extinction	MO	11
tools/fan.jpg	3	5	CS-	acquisition	DO	18
tools/weedeater.jpg	1	5	CS-	acquisition	MO	6
tools/wheelbarrow.jpg	1	4	CS-	baseline	DO	20
animals/cat.jpg	3	6	CS+	extinction	MN	18
tools/duffelbag.jpg	2	7	CS-	extinction	MN	17
tools/ropeandpulley.jpg	2	5	CS-	baseline	DO	19
tools/paintbrush.jpg	1	4	CS-	extinction	MO	8
animals/assassinbug.jpg	1	4	CS+	acquisition	MO	19
animals/seal.jpg	2	3	CS+	acquisition	MO	21
tools/screwdriver.jpg	3	2	CS-	extinction	DO	23
animals/crow.jpg	1	7	CS+	baseline	MO	6
animals/baldeagle.jpg	2	5	CS+	acquisition	MO	23
tools/shoehorn.jpg	2	4	CS-	baseline	MO	18
animals/camel.jpg	2	3	CS+	acquisition	DO	13
animals/elephantafrican.jpg	2	2	CS+	extinction	DO	19
animals/carp.jpg	1	4	CS+	acquisition	MO	16
tools/eraser.jpg	3	4	CS-	acquisition	MN	24
animals/ostrich.jpg	2	3	CS+	baseline	DO	2
tools/levelmount.jpg	1	1	CS-	acquisition	MN	13
animals/dragonfly.jpg	2	3	CS+	baseline	DO	19
tools/plunger.jpg	2	7	CS-	baseline	DO	16
tools/treadmill.jpg	2	7	CS-	extinction	DO	3
animals/aardvark.jpg	1	2	CS+	extinction	DO	13
animals/flea.jpg	1	1	CS+	baseline	DO	21
animals/hummingbird.jpg	1	2	CS+	baseline	MN	20
animals/pelican.jpg	1	2	CS+	baseline	DO	3
animals/cow.jpg	1	3	CS+	baseline	DO	7
animals/prayingmantis.jpg	1	3	CS+	baseline	MO	22
animals/angelfish.jpg	1	2	CS+	baseline	DO	24
animals/leopard.jpg	1	2	CS+	baseline	MN	14
animals/pigeon.jpg	1	7	CS+	baseline	DO	8
animals/giraffe.jpg	1	3	CS+	baseline	MN	1
animals/duck.jpg	2	3	CS+	acquisition	MO	20
animals/turkey.jpg	1	2	CS+	acquisition	MO	1
animals/mahimahi.jpg	1	1	CS+	acquisition	MO	3
animals/shark.jpg	1	1	CS+	acquisition	DO	9
animals/firebug.jpg	1	1	CS+	acquisition	DO	10
animals/brown_bear.jpg	2	2	CS+	acquisition	MO	4
animals/sheep.jpg	2	2	CS+	acquisition	MN	18
animals/catfish.jpg	2	1	CS+	acquisition	MO	15
animals/llama.jpg	2	2	CS+	extinction	DO	2
animals/perch.jpg	3	1	CS+	extinction	MN	21
animals/reindeer.jpg	1	2	CS+	extinction	MO	5
animals/horse.jpg	2	4	CS+	extinction	MO	23
animals/halibut.jpg	1	1	CS+	extinction	MO	14
animals/finch.jpg	1	3	CS+	extinction	MO	4
animals/skunk.jpg	3	3	CS+	extinction	MO	16
animals/starfish.jpg	1	1	CS+	extinction	DO	9
tools/pliers.jpg	1	4	CS-	baseline	MO	7
tools/weldinghelmet.jpg	1	3	CS-	baseline	DO	24
