onset	duration	trial_type
4.033	15.317	animal
26.416	15.334000000000001	indoor
48.816	15.317000000000007	tool
71.2	15.332999999999998	outdoor
93.583	15.283	scrambled
111.866	6.0	rest
121.93299999999999	15.332999999999984	outdoor
144.333	15.317000000000007	animal
166.717	15.248999999999995	scrambled
189.033	15.333000000000027	tool
211.433	15.334000000000005	indoor
229.767	6.0	rest
239.81599999999997	15.317000000000007	scrambled
262.2	15.317000000000007	tool
284.58299999999997	15.31699999999995	indoor
306.967	15.300000000000011	animal
329.333	15.333999999999945	outdoor
347.667	6.0	rest
357.733	15.334000000000005	tool
380.13300000000004	15.266999999999996	scrambled
402.45	15.333000000000027	outdoor
424.85	15.332999999999972	indoor
447.25	15.334000000000005	animal
465.584	6.0	rest
