,subject,condition,encode_phase,response_phase,prop,mem_prop
326,102,CS+,baseline,extinction,0.75,0.7142857142857143
327,102,CS+,acquisition,baseline,0.08333333333333333,0.06666666666666668
328,102,CS+,acquisition,acquisition,0.08333333333333333,0.06666666666666668
329,102,CS+,acquisition,extinction,0.8333333333333334,0.8666666666666667
330,102,CS+,extinction,baseline,0.08333333333333333,0.0
331,102,CS+,extinction,acquisition,0.375,0.6
332,102,CS+,extinction,extinction,0.5416666666666666,0.4
333,102,CS-,baseline,baseline,0.04166666666666666,0.0
334,102,CS-,baseline,acquisition,0.25,0.3076923076923077
335,102,CS-,baseline,extinction,0.7083333333333334,0.6923076923076923
336,102,CS-,acquisition,baseline,0.3333333333333333,0.4666666666666667
337,102,CS-,acquisition,acquisition,0.25,0.26666666666666666
338,102,CS-,acquisition,extinction,0.4166666666666667,0.26666666666666666
339,102,CS-,extinction,baseline,0.08333333333333333,0.08333333333333333
340,102,CS-,extinction,acquisition,0.375,0.4166666666666667
341,102,CS-,extinction,extinction,0.5416666666666666,0.5
342,103,CS+,baseline,baseline,0.4583333333333333,0.5789473684210527
343,103,CS+,baseline,acquisition,0.3333333333333333,0.2631578947368421
344,103,CS+,baseline,extinction,0.20833333333333331,0.15789473684210525
345,103,CS+,acquisition,baseline,0.4583333333333333,0.5789473684210527
346,103,CS+,acquisition,acquisition,0.2916666666666667,0.3157894736842105
347,103,CS+,acquisition,extinction,0.25,0.10526315789473684
348,103,CS+,extinction,baseline,0.20833333333333331,0.3333333333333333
349,103,CS+,extinction,acquisition,0.375,0.4166666666666667
350,103,CS+,extinction,extinction,0.4166666666666667,0.25
351,103,CS-,baseline,baseline,0.625,0.5789473684210527
352,103,CS-,baseline,acquisition,0.16666666666666666,0.21052631578947367
353,103,CS-,baseline,extinction,0.20833333333333331,0.21052631578947367
354,103,CS-,acquisition,baseline,0.4583333333333333,0.5625
355,103,CS-,acquisition,acquisition,0.2916666666666667,0.25
356,103,CS-,acquisition,extinction,0.25,0.1875
357,103,CS-,extinction,baseline,0.375,0.42105263157894735
358,103,CS-,extinction,acquisition,0.375,0.3157894736842105
359,103,CS-,extinction,extinction,0.25,0.2631578947368421
360,104,CS+,baseline,baseline,0.2916666666666667,0.2727272727272727
361,104,CS+,baseline,acquisition,0.5833333333333334,0.7272727272727273
362,104,CS+,baseline,extinction,0.125,0.0
363,104,CS+,acquisition,baseline,0.3333333333333333,0.3333333333333333
364,104,CS+,acquisition,acquisition,0.3333333333333333,0.5
