subject,stimulus,source_memory,typicality,trial_type,encode_phase,recognition_memory,group,hc_acc
10,tools/reflexhammer.jpg,2,5,CS+,acquisition,DO,healthy,1
10,tools/rake.jpg,2,7,CS+,acquisition,DO,healthy,1
10,tools/rollingpin.jpg,2,7,CS+,acquisition,DO,healthy,1
10,tools/pliers.jpg,2,7,CS+,acquisition,DO,healthy,1
10,tools/shoehorn.jpg,2,2,CS+,acquisition,MO,healthy,0
10,tools/gong.jpg,2,1,CS+,acquisition,DO,healthy,1
10,tools/faxmachine.jpg,2,7,CS+,acquisition,DO,healthy,1
10,tools/tubeflaring.jpg,2,3,CS+,extinction,DO,healthy,1
10,tools/eraser.jpg,2,7,CS+,extinction,DO,healthy,1
10,tools/wrench.jpg,2,7,CS+,extinction,DO,healthy,1
10,tools/mallet.jpg,2,2,CS+,extinction,DO,healthy,1
10,tools/weedeater.jpg,2,1,CS+,extinction,DO,healthy,1
10,tools/fan.jpg,2,6,CS+,extinction,DO,healthy,1
10,tools/levelmount.jpg,2,2,CS+,extinction,DO,healthy,1
10,tools/broom.jpg,2,7,CS+,extinction,DO,healthy,1
10,tools/jumpercables.jpg,3,6,CS+,baseline,,healthy,0
10,tools/campingstove.jpg,2,1,CS+,baseline,DO,healthy,1
10,tools/extensioncord.jpg,3,7,CS+,baseline,DO,healthy,1
10,tools/chainsaw.jpg,3,6,CS+,baseline,DO,healthy,1
10,tools/hammer.jpg,3,7,CS+,baseline,DO,healthy,1
10,tools/camera.jpg,1,3,CS+,baseline,DO,healthy,1
10,tools/workbench.jpg,1,3,CS+,baseline,MN,healthy,0
10,tools/microwave.jpg,1,7,CS+,baseline,DO,healthy,1
12,tools/extensioncord.jpg,2,5,CS-,baseline,DO,healthy,1
12,animals/aardvark.jpg,3,2,CS+,baseline,MO,healthy,0
12,tools/mallet.jpg,1,4,CS-,extinction,MN,healthy,0
12,tools/monkeywrench.jpg,3,6,CS-,baseline,MO,healthy,0
12,tools/fan.jpg,2,3,CS-,extinction,MO,healthy,0
12,tools/spoon.jpg,1,4,CS-,extinction,MO,healthy,0
12,animals/shark.jpg,2,5,CS+,extinction,MO,healthy,0
12,animals/dramaderry.jpg,1,4,CS+,extinction,MO,healthy,0
12,animals/ant.jpg,2,3,CS+,extinction,DO,healthy,1
12,tools/hammer.jpg,3,7,CS-,baseline,MO,healthy,0
12,animals/pelican.jpg,2,3,CS+,acquisition,MO,healthy,0
12,animals/porcupine.jpg,1,2,CS+,acquisition,DO,healthy,1
12,animals/goldfish.jpg,1,5,CS+,baseline,MO,healthy,0
12,animals/elephantafrican.jpg,2,6,CS+,baseline,DO,healthy,1
12,animals/snapper.jpg,3,3,CS+,acquisition,MN,healthy,0
12,tools/plow.jpg,3,3,CS-,acquisition,MN,healthy,0
12,tools/sparkplug.jpg,2,4,CS-,extinction,MO,healthy,0
12,animals/giraffe.jpg,2,6,CS+,acquisition,DO,healthy,1
12,tools/wheelbarrow.jpg,1,5,CS-,acquisition,MO,healthy,0
12,tools/workbench.jpg,3,2,CS-,baseline,MN,healthy,0
12,animals/gerbil.jpg,3,6,CS+,acquisition,DO,healthy,1
12,animals/waterbuffalo.jpg,3,3,CS+,acquisition,DO,healthy,1
12,tools/plunger.jpg,1,5,CS-,acquisition,MO,healthy,0
12,tools/chainsaw.jpg,2,6,CS-,baseline,DO,healthy,1
12,animals/mouse.jpg,3,6,CS+,extinction,MO,healthy,0
12,animals/ostrich.jpg,2,4,CS+,acquisition,DO,healthy,1
12,animals/baldeagle.jpg,2,5,CS+,extinction,MO,healthy,0
12,tools/electricbreaker.jpg,1,1,CS-,acquisition,MO,healthy,0
12,tools/ropeandpulley.jpg,1,1,CS-,acquisition,MO,healthy,0
12,tools/cheesegrater.jpg,3,3,CS-,acquisition,MO,healthy,0
12,tools/campingstove.jpg,1,1,CS-,baseline,MO,healthy,0
12,animals/anteater.jpg,3,3,CS+,extinction,MO,healthy,0
12,animals/salmon.jpg,3,3,CS+,baseline,MO,healthy,0
12,tools/toaster.jpg,3,5,CS-,baseline,MN,healthy,0
12,animals/perch.jpg,1,3,CS+,baseline,MO,healthy,0
12,animals/shrimp.jpg,1,2,CS+,baseline,DO,healthy,1
12,animals/tiger.jpg,2,7,CS+,acquisition,DO,healthy,1
12,tools/lawnmower.jpg,3,5,CS-,extinction,MO,healthy,0
12,animals/duck.jpg,3,4,CS+,extinction,MN,healthy,0
12,tools/gong.jpg,1,2,CS-,acquisition,MN,healthy,0
12,tools/pruner.jpg,2,4,CS-,extinction,MN,healthy,0
12,animals/llama.jpg,3,4,CS+,baseline,MO,healthy,0
12,animals/finch.jpg,2,2,CS+,baseline,MO,healthy,0
12,tools/ladder.jpg,2,6,CS-,acquisition,DO,healthy,1
12,tools/thermometer.jpg,1,3,CS-,extinction,DO,healthy,1
12,tools/squeegee.jpg,1,3,CS-,baseline,DO,healthy,1
12,animals/camel.jpg,1,5,CS+,extinction,MO,healthy,0
12,tools/benchdogs.jpg,1,1,CS-,extinction,MN,healthy,0
12,animals/hummingbird.jpg,2,3,CS+,acquisition,MO,healthy,0
12,animals/quail.jpg,3,2,CS+,acquisition,MN,healthy,0
12,animals/angelfish.jpg,2,4,CS+,acquisition,MO,healthy,0
12,animals/crow.jpg,1,6,CS+,acquisition,MO,healthy,0
12,animals/leopard.jpg,3,7,CS+,acquisition,DO,healthy,1
12,animals/pigeon.jpg,2,6,CS+,acquisition,MO,healthy,0
12,animals/baboon.jpg,2,3,CS+,acquisition,DO,healthy,1
12,animals/dragonfly.jpg,1,3,CS+,acquisition,MO,healthy,0
12,animals/turkey.jpg,3,3,CS+,extinction,MO,healthy,0
12,animals/brown_bear.jpg,1,6,CS+,extinction,MO,healthy,0
12,animals/seal.jpg,1,5,CS+,extinction,MO,healthy,0
12,animals/assassinbug.jpg,3,2,CS+,extinction,MN,healthy,0
12,animals/mink.jpg,2,5,CS+,extinction,MN,healthy,0
12,animals/carp.jpg,1,6,CS+,extinction,MN,healthy,0
12,animals/chipmunk.jpg,3,6,CS+,extinction,MO,healthy,0
12,animals/catfish.jpg,3,3,CS+,extinction,MO,healthy,0
12,animals/zebra.jpg,1,7,CS+,baseline,DO,healthy,1
12,animals/cricket.jpg,1,6,CS+,baseline,DO,healthy,1
12,animals/cranebug.jpg,2,3,CS+,baseline,DO,healthy,1
12,animals/racoon.jpg,3,6,CS+,baseline,MO,healthy,0
12,animals/starfish.jpg,1,4,CS+,baseline,MO,healthy,0
12,animals/halibut.jpg,3,3,CS+,baseline,MO,healthy,0
12,animals/hyena.jpg,1,4,CS+,baseline,DO,healthy,1
12,animals/marmot.jpg,3,6,CS+,baseline,DO,healthy,1
12,tools/rollingpin.jpg,1,5,CS-,acquisition,MN,healthy,0
12,tools/shoehorn.jpg,3,2,CS-,acquisition,MN,healthy,0
12,tools/transmissionwrench.jpg,3,5,CS-,acquisition,MN,healthy,0
12,tools/faxmachine.jpg,2,6,CS-,acquisition,MN,healthy,0
12,tools/weldinghelmet.jpg,1,2,CS-,acquisition,DN,healthy,0
12,tools/gardenhose.jpg,3,5,CS-,acquisition,MN,healthy,0
12,tools/drillbit.jpg,2,4,CS-,acquisition,MO,healthy,0
12,tools/stove.jpg,1,2,CS-,acquisition,MN,healthy,0
12,tools/blackboard.jpg,2,4,CS-,extinction,MN,healthy,0
12,tools/wrench.jpg,3,7,CS-,extinction,MO,healthy,0
12,tools/vegetablepeeler.jpg,3,4,CS-,extinction,MN,healthy,0
12,tools/routerplane.jpg,1,1,CS-,extinction,MO,healthy,0
12,tools/sander.jpg,2,1,CS-,extinction,MN,healthy,0
12,tools/ruler.jpg,2,6,CS-,extinction,DO,healthy,1
12,tools/measuringdevice.jpg,3,3,CS-,extinction,MN,healthy,0
12,tools/viceclamp.jpg,3,2,CS-,extinction,MN,healthy,0
12,tools/solderingtorch.jpg,1,4,CS-,baseline,MO,healthy,0
12,tools/jumpercables.jpg,1,6,CS-,baseline,DO,healthy,1
12,tools/camera.jpg,1,1,CS-,baseline,DO,healthy,1
12,tools/screwdriver.jpg,3,6,CS-,baseline,MO,healthy,0
12,tools/measuringtape.jpg,3,6,CS-,baseline,MO,healthy,0
12,tools/microwave.jpg,3,6,CS-,baseline,DO,healthy,1
12,tools/treadmill.jpg,3,4,CS-,baseline,DO,healthy,1
12,tools/duffelbag.jpg,1,3,CS-,baseline,DO,healthy,1
12,animals/flea.jpg,2,1,CS+,acquisition,DO,healthy,1
12,animals/boar.jpg,2,5,CS+,acquisition,DO,healthy,1
12,animals/mole.jpg,2,3,CS+,acquisition,MO,healthy,0
12,animals/pike.jpg,1,3,CS+,acquisition,MO,healthy,0
12,animals/prayingmantis.jpg,2,4,CS+,acquisition,DO,healthy,1
12,animals/caterpillarpeacockmoth.jpg,2,1,CS+,acquisition,DO,healthy,1
12,animals/herculesbeetle.jpg,3,3,CS+,acquisition,DO,healthy,1
12,animals/cow.jpg,1,7,CS+,acquisition,MO,healthy,0
12,animals/rabbit.jpg,1,6,CS+,extinction,MO,healthy,0
12,animals/sheep.jpg,3,5,CS+,extinction,MN,healthy,0
12,animals/partridge.jpg,1,1,CS+,extinction,MN,healthy,0
12,animals/herring.jpg,3,5,CS+,extinction,DO,healthy,1
12,animals/palmcockatoo.jpg,1,1,CS+,extinction,MO,healthy,0
12,animals/mahimahi.jpg,3,1,CS+,extinction,DO,healthy,1
12,animals/snail.jpg,3,5,CS+,extinction,MO,healthy,0
12,animals/firebug.jpg,3,3,CS+,extinction,MO,healthy,0
12,animals/cat.jpg,3,7,CS+,baseline,DO,healthy,1
12,animals/horse.jpg,2,7,CS+,baseline,MN,healthy,0
12,animals/flamingo.jpg,3,4,CS+,baseline,DO,healthy,1
12,animals/canary.jpg,1,4,CS+,baseline,DO,healthy,1
12,animals/reindeer.jpg,3,3,CS+,baseline,MO,healthy,0
12,animals/rhino.jpg,2,5,CS+,baseline,DO,healthy,1
12,animals/caterpillarhawkmoth.jpg,2,1,CS+,baseline,DO,healthy,1
12,animals/skunk.jpg,1,5,CS+,baseline,DO,healthy,1
12,tools/scissors.jpg,1,7,CS-,acquisition,DO,healthy,1
12,tools/pliers.jpg,3,6,CS-,acquisition,MO,healthy,0
12,tools/reflexhammer.jpg,1,1,CS-,acquisition,MO,healthy,0
12,tools/paintroller.jpg,1,4,CS-,acquisition,MN,healthy,0
12,tools/rake.jpg,1,5,CS-,acquisition,DO,healthy,1
12,tools/hairdryer.jpg,3,4,CS-,acquisition,MN,healthy,0
12,tools/beadingtool.jpg,1,1,CS-,acquisition,MO,healthy,0
12,tools/chisel.jpg,3,2,CS-,acquisition,MO,healthy,0
12,tools/weedeater.jpg,1,3,CS-,extinction,MN,healthy,0
12,tools/tubeflaring.jpg,2,1,CS-,extinction,MN,healthy,0
12,tools/woodchipper.jpg,2,1,CS-,extinction,MN,healthy,0
12,tools/broom.jpg,3,5,CS-,extinction,MO,healthy,0
12,tools/eraser.jpg,1,5,CS-,extinction,MO,healthy,0
12,tools/measuringcups.jpg,3,4,CS-,extinction,DN,healthy,0
12,tools/beaker.jpg,3,5,CS-,extinction,MO,healthy,0
12,tools/levelmount.jpg,2,1,CS-,extinction,MN,healthy,0
12,tools/carpetblower.jpg,2,2,CS-,baseline,MO,healthy,0
12,tools/padlock.jpg,1,6,CS-,baseline,DO,healthy,1
12,tools/blower.jpg,1,5,CS-,baseline,DO,healthy,1
12,tools/paintbrush.jpg,3,5,CS-,baseline,MO,healthy,0
12,tools/videogamecontroller.jpg,1,3,CS-,baseline,DO,healthy,1
12,tools/edger.jpg,2,2,CS-,baseline,MN,healthy,0
12,tools/bucket.jpg,3,7,CS-,baseline,MO,healthy,0
12,tools/airpump.jpg,2,4,CS-,baseline,MO,healthy,0
13,animals/perch.jpg,1,5,CS-,baseline,MO,healthy,0
13,animals/hyena.jpg,3,3,CS-,baseline,MN,healthy,0
13,animals/anteater.jpg,2,4,CS-,extinction,DO,healthy,1
13,animals/seal.jpg,2,4,CS-,extinction,MN,healthy,0
13,animals/crow.jpg,2,5,CS-,acquisition,MO,healthy,0
13,tools/broom.jpg,1,5,CS+,extinction,MN,healthy,0
13,animals/camel.jpg,2,2,CS-,extinction,MN,healthy,0
13,animals/mouse.jpg,2,5,CS-,extinction,MO,healthy,0
13,tools/chainsaw.jpg,2,5,CS+,baseline,DO,healthy,1
13,tools/camera.jpg,1,3,CS+,baseline,DN,healthy,0
13,animals/mahimahi.jpg,3,2,CS-,extinction,MO,healthy,0
13,animals/skunk.jpg,1,2,CS-,baseline,MO,healthy,0
13,tools/ladder.jpg,2,5,CS+,acquisition,MO,healthy,0
13,animals/mink.jpg,3,4,CS-,extinction,DO,healthy,1
13,animals/quail.jpg,3,3,CS-,acquisition,MO,healthy,0
13,animals/flea.jpg,2,2,CS-,acquisition,MO,healthy,0
13,tools/squeegee.jpg,2,4,CS+,baseline,MO,healthy,0
13,tools/pliers.jpg,3,4,CS+,acquisition,MO,healthy,0
13,tools/fan.jpg,2,5,CS+,extinction,MO,healthy,0
13,animals/turkey.jpg,1,5,CS-,extinction,MO,healthy,0
13,tools/extensioncord.jpg,2,3,CS+,baseline,DO,healthy,1
13,tools/scissors.jpg,3,6,CS+,acquisition,MO,healthy,0
13,animals/finch.jpg,1,6,CS-,baseline,MO,healthy,0
13,animals/canary.jpg,1,5,CS-,baseline,MN,healthy,0
13,tools/monkeywrench.jpg,3,5,CS+,baseline,,healthy,0
13,animals/gerbil.jpg,3,6,CS-,acquisition,DO,healthy,1
13,tools/paintroller.jpg,1,4,CS+,acquisition,MO,healthy,0
13,tools/paintbrush.jpg,2,3,CS+,baseline,MO,healthy,0
13,animals/pigeon.jpg,2,6,CS-,acquisition,MO,healthy,0
13,animals/aardvark.jpg,1,3,CS-,baseline,MN,healthy,0
13,tools/eraser.jpg,1,2,CS+,extinction,MN,healthy,0
13,tools/stove.jpg,2,2,CS+,acquisition,MO,healthy,0
13,animals/dramaderry.jpg,3,4,CS-,extinction,DN,healthy,0
13,animals/waterbuffalo.jpg,3,3,CS-,acquisition,MN,healthy,0
13,tools/workbench.jpg,2,4,CS+,baseline,MO,healthy,0
13,animals/tiger.jpg,1,5,CS-,acquisition,MO,healthy,0
13,tools/sander.jpg,2,2,CS+,extinction,MN,healthy,0
13,tools/shoehorn.jpg,3,3,CS+,acquisition,DN,healthy,0
13,tools/woodchipper.jpg,2,4,CS+,extinction,MN,healthy,0
13,tools/ropeandpulley.jpg,2,4,CS+,acquisition,DO,healthy,1
13,animals/cat.jpg,1,7,CS-,baseline,MN,healthy,0
13,tools/hammer.jpg,1,6,CS+,baseline,MN,healthy,0
13,animals/ostrich.jpg,3,4,CS-,acquisition,MO,healthy,0
13,tools/vegetablepeeler.jpg,2,5,CS+,extinction,MO,healthy,0
13,tools/weedeater.jpg,2,5,CS+,extinction,MO,healthy,0
13,tools/wrench.jpg,1,6,CS+,extinction,MO,healthy,0
13,animals/shrimp.jpg,1,4,CS-,baseline,DO,healthy,1
13,tools/chisel.jpg,1,4,CS+,acquisition,MN,healthy,0
13,animals/baboon.jpg,2,4,CS-,acquisition,DO,healthy,1
13,animals/leopard.jpg,1,5,CS-,acquisition,MN,healthy,0
13,animals/caterpillarpeacockmoth.jpg,3,1,CS-,acquisition,MO,healthy,0
13,animals/giraffe.jpg,3,4,CS-,acquisition,DN,healthy,0
13,animals/boar.jpg,3,3,CS-,acquisition,DO,healthy,1
13,animals/dragonfly.jpg,3,3,CS-,acquisition,MO,healthy,0
13,animals/porcupine.jpg,2,4,CS-,acquisition,MN,healthy,0
13,animals/pike.jpg,1,4,CS-,acquisition,MN,healthy,0
13,animals/assassinbug.jpg,3,2,CS-,extinction,MN,healthy,0
13,animals/shark.jpg,3,6,CS-,extinction,MO,healthy,0
13,animals/catfish.jpg,2,4,CS-,extinction,MO,healthy,0
13,animals/ant.jpg,2,4,CS-,extinction,MO,healthy,0
13,animals/baldeagle.jpg,3,5,CS-,extinction,DO,healthy,1
13,animals/brown_bear.jpg,1,4,CS-,extinction,MN,healthy,0
13,animals/herring.jpg,2,4,CS-,extinction,DO,healthy,1
13,animals/carp.jpg,1,4,CS-,extinction,MN,healthy,0
13,animals/rhino.jpg,1,4,CS-,baseline,MO,healthy,0
13,animals/cranebug.jpg,1,2,CS-,baseline,MO,healthy,0
13,animals/cricket.jpg,1,4,CS-,baseline,MO,healthy,0
13,animals/goldfish.jpg,1,5,CS-,baseline,MO,healthy,0
13,animals/marmot.jpg,3,4,CS-,baseline,DO,healthy,1
13,animals/salmon.jpg,1,4,CS-,baseline,MN,healthy,0
13,animals/racoon.jpg,3,5,CS-,baseline,MO,healthy,0
13,animals/elephantafrican.jpg,3,5,CS-,baseline,MO,healthy,0
13,tools/plunger.jpg,3,5,CS+,acquisition,MO,healthy,0
13,tools/electricbreaker.jpg,2,3,CS+,acquisition,MO,healthy,0
13,tools/gardenhose.jpg,3,5,CS+,acquisition,MN,healthy,0
13,tools/beadingtool.jpg,1,2,CS+,acquisition,MN,healthy,0
13,tools/plow.jpg,2,3,CS+,acquisition,DO,healthy,1
13,tools/wheelbarrow.jpg,1,4,CS+,acquisition,MO,healthy,0
13,tools/weldinghelmet.jpg,1,4,CS+,acquisition,MN,healthy,0
13,tools/gong.jpg,2,2,CS+,acquisition,MO,healthy,0
13,tools/measuringcups.jpg,1,5,CS+,extinction,MO,healthy,0
13,tools/viceclamp.jpg,3,3,CS+,extinction,MN,healthy,0
13,tools/pruner.jpg,2,4,CS+,extinction,MN,healthy,0
13,tools/spoon.jpg,1,4,CS+,extinction,MN,healthy,0
13,tools/levelmount.jpg,1,4,CS+,extinction,MN,healthy,0
13,tools/lawnmower.jpg,1,5,CS+,extinction,MO,healthy,0
13,tools/measuringdevice.jpg,3,3,CS+,extinction,MO,healthy,0
13,tools/beaker.jpg,3,3,CS+,extinction,MO,healthy,0
13,tools/jumpercables.jpg,2,3,CS+,baseline,MO,healthy,0
13,tools/solderingtorch.jpg,2,2,CS+,baseline,MO,healthy,0
13,tools/videogamecontroller.jpg,1,4,CS+,baseline,MO,healthy,0
13,tools/edger.jpg,1,3,CS+,baseline,DO,healthy,1
13,tools/carpetblower.jpg,1,3,CS+,baseline,DO,healthy,1
13,tools/screwdriver.jpg,3,5,CS+,baseline,MO,healthy,0
13,tools/treadmill.jpg,3,4,CS+,baseline,MN,healthy,0
13,tools/measuringtape.jpg,1,4,CS+,baseline,DN,healthy,0
13,animals/snapper.jpg,1,3,CS-,acquisition,MO,healthy,0
13,animals/hummingbird.jpg,3,4,CS-,acquisition,MN,healthy,0
13,animals/mole.jpg,1,4,CS-,acquisition,DN,healthy,0
13,animals/angelfish.jpg,1,3,CS-,acquisition,MN,healthy,0
13,animals/herculesbeetle.jpg,2,3,CS-,acquisition,DO,healthy,1
13,animals/prayingmantis.jpg,3,4,CS-,acquisition,MN,healthy,0
13,animals/pelican.jpg,1,4,CS-,acquisition,MN,healthy,0
13,animals/cow.jpg,1,4,CS-,acquisition,MO,healthy,0
13,animals/rabbit.jpg,3,5,CS-,extinction,DO,healthy,1
13,animals/sheep.jpg,3,4,CS-,extinction,DN,healthy,0
13,animals/duck.jpg,3,5,CS-,extinction,MO,healthy,0
13,animals/snail.jpg,1,2,CS-,extinction,MN,healthy,0
13,animals/firebug.jpg,2,4,CS-,extinction,MO,healthy,0
13,animals/partridge.jpg,3,3,CS-,extinction,MN,healthy,0
13,animals/palmcockatoo.jpg,3,2,CS-,extinction,MN,healthy,0
13,animals/chipmunk.jpg,3,3,CS-,extinction,MO,healthy,0
13,animals/halibut.jpg,1,2,CS-,baseline,MO,healthy,0
13,animals/zebra.jpg,1,4,CS-,baseline,MO,healthy,0
13,animals/llama.jpg,1,4,CS-,baseline,MN,healthy,0
13,animals/horse.jpg,3,4,CS-,baseline,DN,healthy,0
13,animals/starfish.jpg,2,1,CS-,baseline,MO,healthy,0
13,animals/flamingo.jpg,1,4,CS-,baseline,DO,healthy,1
13,animals/reindeer.jpg,1,4,CS-,baseline,MO,healthy,0
13,animals/caterpillarhawkmoth.jpg,1,3,CS-,baseline,MO,healthy,0
13,tools/drillbit.jpg,1,4,CS+,acquisition,MO,healthy,0
13,tools/rollingpin.jpg,1,5,CS+,acquisition,DO,healthy,1
13,tools/rake.jpg,3,4,CS+,acquisition,MO,healthy,0
13,tools/reflexhammer.jpg,3,5,CS+,acquisition,MN,healthy,0
13,tools/transmissionwrench.jpg,2,2,CS+,acquisition,MN,healthy,0
13,tools/cheesegrater.jpg,2,4,CS+,acquisition,DO,healthy,1
13,tools/faxmachine.jpg,1,3,CS+,acquisition,MO,healthy,0
13,tools/hairdryer.jpg,2,4,CS+,acquisition,MN,healthy,0
13,tools/thermometer.jpg,3,4,CS+,extinction,MN,healthy,0
13,tools/blackboard.jpg,2,5,CS+,extinction,DO,healthy,1
13,tools/sparkplug.jpg,1,3,CS+,extinction,MO,healthy,0
13,tools/mallet.jpg,3,2,CS+,extinction,MN,healthy,0
13,tools/ruler.jpg,1,6,CS+,extinction,MN,healthy,0
13,tools/tubeflaring.jpg,1,6,CS+,extinction,MN,healthy,0
13,tools/routerplane.jpg,1,2,CS+,extinction,MN,healthy,0
13,tools/benchdogs.jpg,1,2,CS+,extinction,MN,healthy,0
13,tools/duffelbag.jpg,2,3,CS+,baseline,MN,healthy,0
13,tools/microwave.jpg,3,5,CS+,baseline,DN,healthy,0
13,tools/airpump.jpg,1,3,CS+,baseline,MO,healthy,0
13,tools/campingstove.jpg,1,4,CS+,baseline,DN,healthy,0
13,tools/blower.jpg,2,4,CS+,baseline,MN,healthy,0
13,tools/bucket.jpg,2,4,CS+,baseline,MN,healthy,0
13,tools/toaster.jpg,1,4,CS+,baseline,DO,healthy,1
13,tools/padlock.jpg,2,1,CS+,baseline,DO,healthy,1
14,tools/chisel.jpg,1,2,CS-,baseline,MN,healthy,0
14,tools/camera.jpg,2,2,CS-,extinction,DN,healthy,0
14,tools/reflexhammer.jpg,3,5,CS-,baseline,DO,healthy,1
14,tools/hammer.jpg,3,7,CS-,extinction,MN,healthy,0
14,animals/chipmunk.jpg,3,4,CS+,acquisition,MO,healthy,0
14,animals/racoon.jpg,2,6,CS+,extinction,MO,healthy,0
14,tools/lawnmower.jpg,3,5,CS-,acquisition,MO,healthy,0
14,animals/flea.jpg,2,2,CS+,baseline,DO,healthy,1
14,tools/campingstove.jpg,2,3,CS-,extinction,MO,healthy,0
14,animals/hummingbird.jpg,3,5,CS+,baseline,MO,healthy,0
14,tools/shoehorn.jpg,2,3,CS-,baseline,DO,healthy,1
14,tools/woodchipper.jpg,3,1,CS-,acquisition,MN,healthy,0
14,animals/caterpillarhawkmoth.jpg,2,4,CS+,extinction,MO,healthy,0
14,tools/gong.jpg,2,5,CS-,baseline,DO,healthy,1
14,tools/treadmill.jpg,1,6,CS-,extinction,DN,healthy,0
14,tools/duffelbag.jpg,3,5,CS-,extinction,MN,healthy,0
14,animals/rhino.jpg,1,6,CS+,extinction,MO,healthy,0
14,animals/catfish.jpg,3,5,CS+,acquisition,MN,healthy,0
14,animals/rabbit.jpg,1,5,CS+,acquisition,MO,healthy,0
14,animals/dramaderry.jpg,2,5,CS+,acquisition,MO,healthy,0
14,tools/solderingtorch.jpg,1,4,CS-,extinction,MO,healthy,0
14,animals/perch.jpg,1,5,CS+,extinction,MN,healthy,0
14,animals/crow.jpg,2,5,CS+,baseline,DO,healthy,1
14,animals/cat.jpg,2,6,CS+,extinction,MO,healthy,0
14,tools/transmissionwrench.jpg,1,5,CS-,baseline,MN,healthy,0
14,tools/jumpercables.jpg,1,6,CS-,extinction,MO,healthy,0
14,animals/ant.jpg,2,5,CS+,acquisition,MO,healthy,0
14,animals/mink.jpg,2,5,CS+,acquisition,DO,healthy,1
14,animals/prayingmantis.jpg,2,4,CS+,baseline,DO,healthy,1
14,tools/mallet.jpg,3,5,CS-,acquisition,MO,healthy,0
14,animals/angelfish.jpg,3,6,CS+,baseline,MO,healthy,0
14,animals/leopard.jpg,2,5,CS+,baseline,DO,healthy,1
14,tools/fan.jpg,2,6,CS-,acquisition,DO,healthy,1
14,animals/starfish.jpg,1,2,CS+,extinction,MN,healthy,0
14,animals/waterbuffalo.jpg,1,4,CS+,baseline,MN,healthy,0
14,tools/wheelbarrow.jpg,1,6,CS-,baseline,MO,healthy,0
14,tools/plunger.jpg,2,6,CS-,baseline,DO,healthy,1
14,tools/rake.jpg,2,5,CS-,baseline,MO,healthy,0
14,tools/measuringcups.jpg,1,5,CS-,acquisition,MO,healthy,0
14,animals/cranebug.jpg,1,3,CS+,extinction,MO,healthy,0
14,tools/measuringdevice.jpg,2,3,CS-,acquisition,MN,healthy,0
14,tools/weedeater.jpg,3,3,CS-,acquisition,MN,healthy,0
14,animals/cricket.jpg,1,3,CS+,extinction,MO,healthy,0
14,tools/chainsaw.jpg,2,6,CS-,extinction,MO,healthy,0
14,animals/caterpillarpeacockmoth.jpg,2,5,CS+,baseline,DO,healthy,1
14,animals/baldeagle.jpg,2,6,CS+,acquisition,DO,healthy,1
14,tools/benchdogs.jpg,3,2,CS-,acquisition,MN,healthy,0
14,animals/anteater.jpg,3,5,CS+,acquisition,DO,healthy,1
14,animals/porcupine.jpg,2,6,CS+,baseline,DO,healthy,1
14,animals/tiger.jpg,2,5,CS+,baseline,MO,healthy,0
14,animals/cow.jpg,2,5,CS+,baseline,DO,healthy,1
14,animals/quail.jpg,1,3,CS+,baseline,MN,healthy,0
14,animals/pike.jpg,2,5,CS+,baseline,MO,healthy,0
14,animals/baboon.jpg,3,5,CS+,baseline,MO,healthy,0
14,animals/mole.jpg,2,6,CS+,baseline,DO,healthy,1
14,animals/snapper.jpg,1,3,CS+,baseline,MN,healthy,0
14,animals/brown_bear.jpg,2,6,CS+,acquisition,DO,healthy,1
14,animals/assassinbug.jpg,2,5,CS+,acquisition,MO,healthy,0
14,animals/firebug.jpg,2,4,CS+,acquisition,MO,healthy,0
14,animals/camel.jpg,3,5,CS+,acquisition,MN,healthy,0
14,animals/mahimahi.jpg,1,4,CS+,acquisition,MO,healthy,0
14,animals/sheep.jpg,2,6,CS+,acquisition,MO,healthy,0
14,animals/mouse.jpg,2,5,CS+,acquisition,DO,healthy,1
14,animals/palmcockatoo.jpg,2,4,CS+,acquisition,DO,healthy,1
14,animals/marmot.jpg,1,5,CS+,extinction,MN,healthy,0
14,animals/goldfish.jpg,1,4,CS+,extinction,MN,healthy,0
14,animals/skunk.jpg,2,5,CS+,extinction,MO,healthy,0
14,animals/aardvark.jpg,3,2,CS+,extinction,MO,healthy,0
14,animals/reindeer.jpg,1,4,CS+,extinction,DN,healthy,0
14,animals/salmon.jpg,1,5,CS+,extinction,MN,healthy,0
14,animals/horse.jpg,3,5,CS+,extinction,MN,healthy,0
14,animals/llama.jpg,2,5,CS+,extinction,MO,healthy,0
14,tools/cheesegrater.jpg,2,5,CS-,baseline,DO,healthy,1
14,tools/gardenhose.jpg,2,5,CS-,baseline,DO,healthy,1
14,tools/pliers.jpg,1,4,CS-,baseline,MN,healthy,0
14,tools/faxmachine.jpg,1,5,CS-,baseline,DN,healthy,0
14,tools/electricbreaker.jpg,1,3,CS-,baseline,MN,healthy,0
14,tools/drillbit.jpg,2,3,CS-,baseline,DO,healthy,1
14,tools/stove.jpg,2,3,CS-,baseline,MO,healthy,0
14,tools/scissors.jpg,1,6,CS-,baseline,MN,healthy,0
14,tools/wrench.jpg,1,7,CS-,acquisition,MO,healthy,0
14,tools/ruler.jpg,2,6,CS-,acquisition,DO,healthy,1
14,tools/spoon.jpg,1,7,CS-,acquisition,MN,healthy,0
14,tools/eraser.jpg,2,5,CS-,acquisition,MN,healthy,0
14,tools/thermometer.jpg,2,5,CS-,acquisition,MO,healthy,0
