subject,stimulus,source_memory,typicality,trial_type,encode_phase,recognition_memory,group,hc_acc
21,tools/paintroller.jpg,2,6,CS+,acquisition,DO,healthy,1
21,animals/quail.jpg,2,6,CS-,acquisition,DO,healthy,1
21,animals/baboon.jpg,1,5,CS-,acquisition,DO,healthy,1
21,animals/rhino.jpg,2,5,CS-,baseline,MO,healthy,0
21,animals/giraffe.jpg,2,3,CS-,acquisition,DO,healthy,1
21,animals/cow.jpg,2,4,CS-,acquisition,MN,healthy,0
21,animals/chipmunk.jpg,2,6,CS-,extinction,MN,healthy,0
21,tools/spoon.jpg,3,3,CS+,extinction,MN,healthy,0
21,animals/ostrich.jpg,2,2,CS-,acquisition,DO,healthy,1
21,animals/catfish.jpg,1,3,CS-,extinction,MN,healthy,0
21,tools/weedeater.jpg,2,2,CS+,extinction,MN,healthy,0
21,tools/padlock.jpg,2,3,CS+,baseline,MO,healthy,0
21,tools/eraser.jpg,3,2,CS+,extinction,DN,healthy,0
21,tools/thermometer.jpg,3,4,CS+,extinction,DN,healthy,0
21,tools/hairdryer.jpg,2,3,CS+,acquisition,DN,healthy,0
21,animals/goldfish.jpg,1,7,CS-,baseline,DO,healthy,1
21,animals/shrimp.jpg,3,3,CS-,baseline,DO,healthy,1
21,animals/boar.jpg,2,2,CS-,acquisition,DO,healthy,1
21,tools/stove.jpg,2,3,CS+,acquisition,MO,healthy,0
21,animals/brown_bear.jpg,1,6,CS-,extinction,DO,healthy,1
21,tools/microwave.jpg,1,5,CS+,baseline,MO,healthy,0
21,tools/blackboard.jpg,3,5,CS+,extinction,DN,healthy,0
21,animals/rabbit.jpg,2,3,CS-,extinction,DO,healthy,1
21,animals/anteater.jpg,3,2,CS-,extinction,MO,healthy,0
21,animals/hyena.jpg,2,4,CS-,baseline,DO,healthy,1
21,tools/vegetablepeeler.jpg,3,2,CS+,extinction,DN,healthy,0
21,tools/workbench.jpg,3,4,CS+,baseline,DO,healthy,1
21,animals/caterpillarhawkmoth.jpg,3,3,CS-,baseline,DO,healthy,1
21,animals/firebug.jpg,1,2,CS-,extinction,MO,healthy,0
21,animals/starfish.jpg,3,5,CS-,baseline,DO,healthy,1
21,tools/squeegee.jpg,2,3,CS+,baseline,MO,healthy,0
21,tools/toaster.jpg,2,4,CS+,baseline,DO,healthy,1
21,tools/rake.jpg,1,5,CS+,acquisition,MN,healthy,0
21,animals/cat.jpg,1,4,CS-,baseline,MN,healthy,0
21,tools/benchdogs.jpg,2,5,CS+,extinction,DN,healthy,0
21,animals/prayingmantis.jpg,1,4,CS-,acquisition,DO,healthy,1
21,tools/rollingpin.jpg,2,4,CS+,acquisition,MO,healthy,0
21,tools/chainsaw.jpg,2,4,CS+,baseline,DO,healthy,1
21,tools/beadingtool.jpg,2,4,CS+,acquisition,DO,healthy,1
21,tools/drillbit.jpg,2,4,CS+,acquisition,MO,healthy,0
21,animals/dragonfly.jpg,1,3,CS-,acquisition,DO,healthy,1
21,animals/tiger.jpg,2,4,CS-,acquisition,DO,healthy,1
21,animals/porcupine.jpg,2,3,CS-,acquisition,DO,healthy,1
21,animals/gerbil.jpg,1,3,CS-,acquisition,DO,healthy,1
21,animals/snapper.jpg,3,1,CS-,acquisition,MO,healthy,0
21,animals/pigeon.jpg,2,7,CS-,acquisition,DO,healthy,1
21,animals/angelfish.jpg,3,2,CS-,acquisition,MO,healthy,0
21,animals/mole.jpg,3,2,CS-,acquisition,DO,healthy,1
21,animals/palmcockatoo.jpg,3,2,CS-,extinction,MN,healthy,0
21,animals/duck.jpg,1,5,CS-,extinction,MN,healthy,0
21,animals/assassinbug.jpg,1,2,CS-,extinction,MN,healthy,0
21,animals/mahimahi.jpg,3,2,CS-,extinction,MO,healthy,0
21,animals/seal.jpg,1,5,CS-,extinction,DO,healthy,1
21,animals/mink.jpg,1,4,CS-,extinction,DO,healthy,1
21,animals/snail.jpg,3,3,CS-,extinction,MN,healthy,0
21,animals/carp.jpg,1,5,CS-,extinction,MN,healthy,0
21,animals/canary.jpg,1,6,CS-,baseline,MO,healthy,0
21,animals/horse.jpg,2,7,CS-,baseline,DO,healthy,1
21,animals/marmot.jpg,3,4,CS-,baseline,MN,healthy,0
21,animals/aardvark.jpg,3,2,CS-,baseline,MO,healthy,0
21,animals/llama.jpg,1,3,CS-,baseline,DO,healthy,1
21,animals/racoon.jpg,2,6,CS-,baseline,DO,healthy,1
21,animals/skunk.jpg,2,6,CS-,baseline,DO,healthy,1
21,animals/cranebug.jpg,3,4,CS-,baseline,DO,healthy,1
21,tools/chisel.jpg,2,2,CS+,acquisition,DO,healthy,1
21,tools/gardenhose.jpg,2,4,CS+,acquisition,MO,healthy,0
21,tools/weldinghelmet.jpg,2,2,CS+,acquisition,DO,healthy,1
21,tools/gong.jpg,2,3,CS+,acquisition,DO,healthy,1
21,tools/wheelbarrow.jpg,2,2,CS+,acquisition,DO,healthy,1
21,tools/shoehorn.jpg,2,1,CS+,acquisition,DO,healthy,1
21,tools/plow.jpg,2,4,CS+,acquisition,DO,healthy,1
21,tools/transmissionwrench.jpg,1,2,CS+,acquisition,MN,healthy,0
21,tools/levelmount.jpg,2,1,CS+,extinction,DO,healthy,1
21,tools/sander.jpg,2,1,CS+,extinction,MO,healthy,0
21,tools/wrench.jpg,1,7,CS+,extinction,DO,healthy,1
21,tools/pruner.jpg,3,7,CS+,extinction,MN,healthy,0
21,tools/broom.jpg,3,7,CS+,extinction,DO,healthy,1
21,tools/fan.jpg,2,3,CS+,extinction,MO,healthy,0
21,tools/sparkplug.jpg,3,5,CS+,extinction,DN,healthy,0
21,tools/tubeflaring.jpg,2,5,CS+,extinction,MN,healthy,0
21,tools/camera.jpg,1,3,CS+,baseline,DO,healthy,1
21,tools/edger.jpg,1,2,CS+,baseline,DN,healthy,0
21,tools/campingstove.jpg,3,3,CS+,baseline,DN,healthy,0
21,tools/monkeywrench.jpg,1,3,CS+,baseline,DO,healthy,1
21,tools/jumpercables.jpg,1,7,CS+,baseline,DO,healthy,1
21,tools/duffelbag.jpg,2,7,CS+,baseline,DO,healthy,1
21,tools/bucket.jpg,2,6,CS+,baseline,MO,healthy,0
21,tools/screwdriver.jpg,1,7,CS+,baseline,DO,healthy,1
21,animals/waterbuffalo.jpg,2,7,CS-,acquisition,DO,healthy,1
21,animals/crow.jpg,3,6,CS-,acquisition,DN,healthy,0
21,animals/hummingbird.jpg,3,7,CS-,acquisition,DO,healthy,1
21,animals/herculesbeetle.jpg,1,4,CS-,acquisition,DO,healthy,1
21,animals/flea.jpg,2,3,CS-,acquisition,DO,healthy,1
21,animals/caterpillarpeacockmoth.jpg,1,3,CS-,acquisition,DO,healthy,1
21,animals/pelican.jpg,3,5,CS-,acquisition,DO,healthy,1
21,animals/leopard.jpg,3,5,CS-,acquisition,DO,healthy,1
21,animals/camel.jpg,3,3,CS-,extinction,MN,healthy,0
21,animals/partridge.jpg,1,1,CS-,extinction,MN,healthy,0
21,animals/mouse.jpg,2,7,CS-,extinction,DO,healthy,1
21,animals/sheep.jpg,1,4,CS-,extinction,MN,healthy,0
21,animals/herring.jpg,3,5,CS-,extinction,MO,healthy,0
21,animals/baldeagle.jpg,2,6,CS-,extinction,DO,healthy,1
21,animals/shark.jpg,3,5,CS-,extinction,DO,healthy,1
21,animals/dramaderry.jpg,1,3,CS-,extinction,MN,healthy,0
21,animals/cricket.jpg,1,5,CS-,baseline,MO,healthy,0
21,animals/perch.jpg,3,3,CS-,baseline,MN,healthy,0
21,animals/finch.jpg,1,4,CS-,baseline,MO,healthy,0
21,animals/flamingo.jpg,1,5,CS-,baseline,DO,healthy,1
21,animals/elephantafrican.jpg,1,5,CS-,baseline,DO,healthy,1
21,animals/reindeer.jpg,1,3,CS-,baseline,DO,healthy,1
21,animals/salmon.jpg,3,2,CS-,baseline,MO,healthy,0
21,animals/halibut.jpg,2,2,CS-,baseline,DO,healthy,1
21,tools/faxmachine.jpg,2,6,CS+,acquisition,DO,healthy,1
21,tools/scissors.jpg,2,4,CS+,acquisition,MO,healthy,0
21,tools/reflexhammer.jpg,1,4,CS+,acquisition,DO,healthy,1
21,tools/electricbreaker.jpg,2,4,CS+,acquisition,DO,healthy,1
21,tools/cheesegrater.jpg,2,6,CS+,acquisition,MN,healthy,0
21,tools/ropeandpulley.jpg,1,4,CS+,acquisition,DO,healthy,1
21,tools/ladder.jpg,2,4,CS+,acquisition,DO,healthy,1
21,tools/plunger.jpg,3,6,CS+,acquisition,DO,healthy,1
21,tools/measuringcups.jpg,3,4,CS+,extinction,MN,healthy,0
21,tools/viceclamp.jpg,2,4,CS+,extinction,DN,healthy,0
21,tools/ruler.jpg,2,4,CS+,extinction,MN,healthy,0
21,tools/measuringdevice.jpg,3,3,CS+,extinction,MN,healthy,0
21,tools/woodchipper.jpg,3,2,CS+,extinction,DO,healthy,1
21,tools/beaker.jpg,1,3,CS+,extinction,DO,healthy,1
21,tools/routerplane.jpg,2,3,CS+,extinction,MN,healthy,0
21,tools/lawnmower.jpg,2,7,CS+,extinction,DO,healthy,1
21,tools/airpump.jpg,2,6,CS+,baseline,MO,healthy,0
21,tools/paintbrush.jpg,2,6,CS+,baseline,DO,healthy,1
21,tools/treadmill.jpg,1,6,CS+,baseline,DO,healthy,1
21,tools/carpetblower.jpg,3,4,CS+,baseline,DO,healthy,1
21,tools/solderingtorch.jpg,2,5,CS+,baseline,MO,healthy,0
21,tools/blower.jpg,3,4,CS+,baseline,DO,healthy,1
21,tools/videogamecontroller.jpg,1,6,CS+,baseline,DO,healthy,1
21,tools/extensioncord.jpg,2,5,CS+,baseline,MN,healthy,0
101,tools/sander.jpg,3,2,CS-,acquisition,MN,ptsd,0
101,animals/cricket.jpg,1,4,CS+,extinction,MO,ptsd,0
101,animals/dragonfly.jpg,3,4,CS+,baseline,MN,ptsd,0
101,animals/cranebug.jpg,3,4,CS+,extinction,MN,ptsd,0
101,animals/ostrich.jpg,3,5,CS+,baseline,MN,ptsd,0
101,tools/measuringdevice.jpg,3,2,CS-,acquisition,MN,ptsd,0
101,tools/hammer.jpg,3,6,CS-,extinction,MO,ptsd,0
101,tools/extensioncord.jpg,1,3,CS-,extinction,MN,ptsd,0
101,animals/flamingo.jpg,2,4,CS+,extinction,MN,ptsd,0
101,animals/prayingmantis.jpg,3,4,CS+,baseline,DO,ptsd,1
101,animals/halibut.jpg,3,2,CS+,extinction,DN,ptsd,0
101,animals/quail.jpg,3,4,CS+,baseline,DN,ptsd,0
101,animals/rabbit.jpg,3,7,CS+,acquisition,MN,ptsd,0
101,tools/viceclamp.jpg,3,2,CS-,acquisition,MN,ptsd,0
101,tools/stove.jpg,2,3,CS-,baseline,MO,ptsd,0
101,animals/sheep.jpg,1,7,CS+,acquisition,MN,ptsd,0
101,animals/porcupine.jpg,3,6,CS+,baseline,DO,ptsd,1
101,animals/shark.jpg,2,6,CS+,acquisition,DO,ptsd,1
101,tools/bucket.jpg,3,3,CS-,extinction,DN,ptsd,0
101,tools/shoehorn.jpg,3,1,CS-,baseline,MN,ptsd,0
101,animals/zebra.jpg,2,7,CS+,extinction,MN,ptsd,0
101,tools/routerplane.jpg,3,1,CS-,acquisition,MN,ptsd,0
101,animals/dramaderry.jpg,2,4,CS+,acquisition,DO,ptsd,1
101,animals/pike.jpg,3,4,CS+,baseline,MN,ptsd,0
101,tools/jumpercables.jpg,2,5,CS-,extinction,DO,ptsd,1
101,animals/assassinbug.jpg,3,4,CS+,acquisition,DO,ptsd,1
101,animals/herring.jpg,2,6,CS+,acquisition,DO,ptsd,1
101,tools/beaker.jpg,3,5,CS-,acquisition,MN,ptsd,0
101,tools/carpetblower.jpg,3,3,CS-,extinction,MN,ptsd,0
101,tools/weldinghelmet.jpg,3,4,CS-,baseline,DN,ptsd,0
101,tools/fan.jpg,3,5,CS-,acquisition,MO,ptsd,0
101,tools/gardenhose.jpg,1,3,CS-,baseline,MN,ptsd,0
101,tools/reflexhammer.jpg,3,3,CS-,baseline,DN,ptsd,0
101,animals/catfish.jpg,2,4,CS+,acquisition,DO,ptsd,1
101,tools/wheelbarrow.jpg,3,4,CS-,baseline,MN,ptsd,0
101,tools/padlock.jpg,3,4,CS-,extinction,MN,ptsd,0
101,tools/pliers.jpg,2,7,CS-,baseline,MN,ptsd,0
101,animals/turkey.jpg,2,4,CS+,acquisition,MO,ptsd,0
101,animals/flea.jpg,2,2,CS+,baseline,DO,ptsd,1
101,tools/broom.jpg,2,6,CS-,acquisition,DO,ptsd,1
101,animals/herculesbeetle.jpg,2,4,CS+,baseline,MO,ptsd,0
101,animals/perch.jpg,3,4,CS+,extinction,MN,ptsd,0
101,tools/squeegee.jpg,3,2,CS-,extinction,MN,ptsd,0
101,animals/elephantafrican.jpg,2,7,CS+,extinction,DO,ptsd,1
101,tools/chisel.jpg,3,4,CS-,baseline,MN,ptsd,0
101,tools/solderingtorch.jpg,1,2,CS-,extinction,MN,ptsd,0
101,tools/benchdogs.jpg,3,1,CS-,acquisition,DN,ptsd,0
101,animals/reindeer.jpg,2,6,CS+,extinction,DO,ptsd,1
101,animals/caterpillarpeacockmoth.jpg,2,4,CS+,baseline,DO,ptsd,1
101,animals/snapper.jpg,1,2,CS+,baseline,MN,ptsd,0
101,animals/leopard.jpg,2,7,CS+,baseline,MO,ptsd,0
101,animals/angelfish.jpg,3,4,CS+,baseline,MN,ptsd,0
101,animals/tiger.jpg,1,7,CS+,baseline,MN,ptsd,0
101,animals/boar.jpg,2,4,CS+,baseline,DO,ptsd,1
101,animals/gerbil.jpg,3,6,CS+,baseline,MN,ptsd,0
101,animals/cow.jpg,2,7,CS+,baseline,DO,ptsd,1
101,animals/mink.jpg,2,4,CS+,acquisition,DO,ptsd,1
101,animals/partridge.jpg,3,3,CS+,acquisition,DN,ptsd,0
101,animals/palmcockatoo.jpg,2,3,CS+,acquisition,DO,ptsd,1
101,animals/seal.jpg,2,5,CS+,acquisition,DO,ptsd,1
101,animals/firebug.jpg,2,2,CS+,acquisition,DO,ptsd,1
101,animals/snail.jpg,3,4,CS+,acquisition,MO,ptsd,0
101,animals/mouse.jpg,2,5,CS+,acquisition,DO,ptsd,1
101,animals/anteater.jpg,2,5,CS+,acquisition,DO,ptsd,1
101,animals/racoon.jpg,3,7,CS+,extinction,MN,ptsd,0
101,animals/aardvark.jpg,2,3,CS+,extinction,DO,ptsd,1
101,animals/caterpillarhawkmoth.jpg,3,3,CS+,extinction,MO,ptsd,0
101,animals/goldfish.jpg,1,4,CS+,extinction,MN,ptsd,0
101,animals/shrimp.jpg,2,4,CS+,extinction,DO,ptsd,1
101,animals/salmon.jpg,3,4,CS+,extinction,MN,ptsd,0
101,animals/skunk.jpg,2,4,CS+,extinction,DO,ptsd,1
101,animals/canary.jpg,3,6,CS+,extinction,DN,ptsd,0
101,tools/ropeandpulley.jpg,3,2,CS-,baseline,MN,ptsd,0
101,tools/rake.jpg,1,4,CS-,baseline,MN,ptsd,0
101,tools/plunger.jpg,1,6,CS-,baseline,MO,ptsd,0
101,tools/plow.jpg,3,3,CS-,baseline,MN,ptsd,0
101,tools/paintroller.jpg,3,4,CS-,baseline,MO,ptsd,0
101,tools/transmissionwrench.jpg,1,4,CS-,baseline,MN,ptsd,0
101,tools/drillbit.jpg,1,6,CS-,baseline,DO,ptsd,1
101,tools/beadingtool.jpg,3,1,CS-,baseline,MN,ptsd,0
101,tools/weedeater.jpg,3,4,CS-,acquisition,MN,ptsd,0
101,tools/eraser.jpg,2,2,CS-,acquisition,MO,ptsd,0
101,tools/pruner.jpg,3,6,CS-,acquisition,MO,ptsd,0
101,tools/ruler.jpg,3,7,CS-,acquisition,MN,ptsd,0
101,tools/spoon.jpg,3,2,CS-,acquisition,MN,ptsd,0
101,tools/tubeflaring.jpg,3,2,CS-,acquisition,MO,ptsd,0
101,tools/woodchipper.jpg,3,2,CS-,acquisition,MN,ptsd,0
101,tools/vegetablepeeler.jpg,2,2,CS-,acquisition,DO,ptsd,1
101,tools/screwdriver.jpg,1,7,CS-,extinction,MN,ptsd,0
101,tools/treadmill.jpg,3,1,CS-,extinction,DN,ptsd,0
101,tools/chainsaw.jpg,2,7,CS-,extinction,DO,ptsd,1
101,tools/blower.jpg,3,7,CS-,extinction,MO,ptsd,0
101,tools/microwave.jpg,3,3,CS-,extinction,MN,ptsd,0
101,tools/monkeywrench.jpg,2,7,CS-,extinction,MN,ptsd,0
101,tools/paintbrush.jpg,1,4,CS-,extinction,MO,ptsd,0
101,tools/campingstove.jpg,3,2,CS-,extinction,DN,ptsd,0
101,animals/pigeon.jpg,2,6,CS+,baseline,DO,ptsd,1
101,animals/baboon.jpg,3,5,CS+,baseline,MO,ptsd,0
101,animals/hummingbird.jpg,3,6,CS+,baseline,DN,ptsd,0
101,animals/waterbuffalo.jpg,2,2,CS+,baseline,DN,ptsd,0
101,animals/giraffe.jpg,3,7,CS+,baseline,MO,ptsd,0
101,animals/crow.jpg,1,4,CS+,baseline,MO,ptsd,0
101,animals/mole.jpg,2,3,CS+,baseline,DO,ptsd,1
101,animals/pelican.jpg,2,3,CS+,baseline,MN,ptsd,0
101,animals/baldeagle.jpg,1,7,CS+,acquisition,DO,ptsd,1
101,animals/camel.jpg,2,7,CS+,acquisition,DO,ptsd,1
101,animals/duck.jpg,2,5,CS+,acquisition,DO,ptsd,1
101,animals/brown_bear.jpg,3,7,CS+,acquisition,DN,ptsd,0
101,animals/chipmunk.jpg,1,7,CS+,acquisition,DN,ptsd,0
101,animals/carp.jpg,3,5,CS+,acquisition,MO,ptsd,0
101,animals/ant.jpg,2,4,CS+,acquisition,DO,ptsd,1
101,animals/mahimahi.jpg,2,3,CS+,acquisition,DO,ptsd,1
101,animals/marmot.jpg,3,4,CS+,extinction,MN,ptsd,0
101,animals/hyena.jpg,2,5,CS+,extinction,DO,ptsd,1
101,animals/starfish.jpg,2,2,CS+,extinction,DO,ptsd,1
101,animals/finch.jpg,1,3,CS+,extinction,DO,ptsd,1
101,animals/horse.jpg,1,7,CS+,extinction,DO,ptsd,1
101,animals/llama.jpg,2,5,CS+,extinction,DO,ptsd,1
101,animals/rhino.jpg,1,6,CS+,extinction,DO,ptsd,1
101,animals/cat.jpg,3,7,CS+,extinction,DN,ptsd,0
101,tools/scissors.jpg,1,7,CS-,baseline,MN,ptsd,0
101,tools/ladder.jpg,1,5,CS-,baseline,DN,ptsd,0
101,tools/faxmachine.jpg,3,2,CS-,baseline,MN,ptsd,0
101,tools/gong.jpg,3,2,CS-,baseline,DN,ptsd,0
101,tools/cheesegrater.jpg,2,2,CS-,baseline,MN,ptsd,0
101,tools/hairdryer.jpg,3,2,CS-,baseline,DN,ptsd,0
101,tools/electricbreaker.jpg,1,2,CS-,baseline,MN,ptsd,0
101,tools/rollingpin.jpg,3,2,CS-,baseline,MN,ptsd,0
101,tools/levelmount.jpg,3,1,CS-,acquisition,MN,ptsd,0
101,tools/mallet.jpg,3,3,CS-,acquisition,DN,ptsd,0
101,tools/wrench.jpg,1,3,CS-,acquisition,MN,ptsd,0
101,tools/lawnmower.jpg,2,6,CS-,acquisition,MN,ptsd,0
101,tools/sparkplug.jpg,1,5,CS-,acquisition,MN,ptsd,0
101,tools/blackboard.jpg,3,2,CS-,acquisition,MN,ptsd,0
101,tools/thermometer.jpg,2,2,CS-,acquisition,DO,ptsd,1
101,tools/measuringcups.jpg,2,2,CS-,acquisition,DO,ptsd,1
101,tools/measuringtape.jpg,1,3,CS-,extinction,MN,ptsd,0
101,tools/videogamecontroller.jpg,2,2,CS-,extinction,DO,ptsd,1
101,tools/workbench.jpg,1,1,CS-,extinction,DN,ptsd,0
101,tools/airpump.jpg,2,3,CS-,extinction,MO,ptsd,0
101,tools/duffelbag.jpg,2,2,CS-,extinction,DO,ptsd,1
101,tools/edger.jpg,2,2,CS-,extinction,MN,ptsd,0
101,tools/toaster.jpg,3,4,CS-,extinction,MN,ptsd,0
101,tools/camera.jpg,2,1,CS-,extinction,DO,ptsd,1
102,tools/faxmachine.jpg,3,5,CS-,baseline,DO,ptsd,1
102,tools/screwdriver.jpg,1,7,CS-,extinction,MO,ptsd,0
102,tools/beaker.jpg,2,7,CS-,acquisition,DO,ptsd,1
102,tools/monkeywrench.jpg,3,4,CS-,extinction,DO,ptsd,1
102,tools/chisel.jpg,3,4,CS-,baseline,MO,ptsd,0
102,tools/padlock.jpg,3,5,CS-,extinction,MO,ptsd,0
102,animals/flea.jpg,1,4,CS+,baseline,DO,ptsd,1
102,animals/duck.jpg,3,6,CS+,acquisition,DN,ptsd,0
102,tools/transmissionwrench.jpg,3,4,CS-,baseline,DN,ptsd,0
102,tools/edger.jpg,1,6,CS-,extinction,DO,ptsd,1
102,animals/baldeagle.jpg,2,6,CS+,acquisition,DN,ptsd,0
102,animals/reindeer.jpg,1,7,CS+,extinction,DN,ptsd,0
102,tools/vegetablepeeler.jpg,3,4,CS-,acquisition,DO,ptsd,1
102,animals/flamingo.jpg,3,2,CS+,extinction,MO,ptsd,0
102,animals/pigeon.jpg,1,7,CS+,baseline,DO,ptsd,1
102,tools/pliers.jpg,3,2,CS-,baseline,MO,ptsd,0
102,tools/reflexhammer.jpg,3,2,CS-,baseline,DN,ptsd,0
102,animals/prayingmantis.jpg,3,5,CS+,baseline,DN,ptsd,0
102,animals/skunk.jpg,3,4,CS+,extinction,DN,ptsd,0
102,tools/hairdryer.jpg,3,1,CS-,baseline,DO,ptsd,1
102,animals/herculesbeetle.jpg,3,5,CS+,baseline,DN,ptsd,0
102,animals/mouse.jpg,3,6,CS+,acquisition,DO,ptsd,1
102,animals/snail.jpg,3,3,CS+,acquisition,DO,ptsd,1
102,tools/squeegee.jpg,3,5,CS-,extinction,MO,ptsd,0
102,animals/porcupine.jpg,3,5,CS+,baseline,DO,ptsd,1
102,tools/treadmill.jpg,3,1,CS-,extinction,DN,ptsd,0
102,animals/mole.jpg,3,1,CS+,baseline,DO,ptsd,1
102,animals/mahimahi.jpg,3,7,CS+,acquisition,DO,ptsd,1
102,tools/blower.jpg,3,6,CS-,extinction,MO,ptsd,0
102,tools/fan.jpg,3,1,CS-,acquisition,DN,ptsd,0
102,animals/rabbit.jpg,1,7,CS+,acquisition,MO,ptsd,0
102,animals/catfish.jpg,3,4,CS+,acquisition,DO,ptsd,1
102,animals/waterbuffalo.jpg,3,1,CS+,baseline,MO,ptsd,0
102,tools/eraser.jpg,3,5,CS-,acquisition,DO,ptsd,1
102,animals/caterpillarpeacockmoth.jpg,3,5,CS+,baseline,DO,ptsd,1
102,tools/duffelbag.jpg,3,7,CS-,extinction,DO,ptsd,1
102,animals/goldfish.jpg,3,1,CS+,extinction,DO,ptsd,1
102,animals/camel.jpg,1,7,CS+,acquisition,DO,ptsd,1
102,tools/shoehorn.jpg,3,4,CS-,baseline,DO,ptsd,1
102,animals/caterpillarhawkmoth.jpg,3,5,CS+,extinction,MO,ptsd,0
102,tools/sparkplug.jpg,3,4,CS-,acquisition,MO,ptsd,0
102,tools/plunger.jpg,2,7,CS-,baseline,DO,ptsd,1
102,tools/levelmount.jpg,3,5,CS-,acquisition,DN,ptsd,0
102,animals/cricket.jpg,3,4,CS+,extinction,MO,ptsd,0
102,tools/mallet.jpg,1,5,CS-,acquisition,DO,ptsd,1
102,tools/wrench.jpg,3,5,CS-,acquisition,MO,ptsd,0
102,animals/shrimp.jpg,2,6,CS+,extinction,DO,ptsd,1
102,animals/hyena.jpg,1,3,CS+,extinction,MO,ptsd,0
102,animals/leopard.jpg,2,7,CS+,baseline,MO,ptsd,0
102,animals/dragonfly.jpg,3,5,CS+,baseline,DO,ptsd,1
102,animals/hummingbird.jpg,2,7,CS+,baseline,DO,ptsd,1
102,animals/boar.jpg,2,3,CS+,baseline,MO,ptsd,0
102,animals/snapper.jpg,2,5,CS+,baseline,DO,ptsd,1
102,animals/cow.jpg,3,2,CS+,baseline,DO,ptsd,1
102,animals/ostrich.jpg,3,7,CS+,baseline,DO,ptsd,1
102,animals/angelfish.jpg,3,7,CS+,baseline,DN,ptsd,0
102,animals/seal.jpg,3,7,CS+,acquisition,DO,ptsd,1
102,animals/chipmunk.jpg,3,4,CS+,acquisition,MO,ptsd,0
102,animals/shark.jpg,3,1,CS+,acquisition,DO,ptsd,1
102,animals/assassinbug.jpg,3,1,CS+,acquisition,MN,ptsd,0
102,animals/turkey.jpg,3,7,CS+,acquisition,DO,ptsd,1
102,animals/anteater.jpg,3,6,CS+,acquisition,DO,ptsd,1
102,animals/dramaderry.jpg,3,5,CS+,acquisition,MO,ptsd,0
102,animals/palmcockatoo.jpg,3,5,CS+,acquisition,DO,ptsd,1
102,animals/salmon.jpg,3,5,CS+,extinction,MO,ptsd,0
102,animals/finch.jpg,3,5,CS+,extinction,DN,ptsd,0
102,animals/zebra.jpg,3,5,CS+,extinction,DO,ptsd,1
102,animals/llama.jpg,3,2,CS+,extinction,MO,ptsd,0
102,animals/elephantafrican.jpg,3,7,CS+,extinction,DO,ptsd,1
102,animals/aardvark.jpg,2,4,CS+,extinction,DN,ptsd,0
102,animals/perch.jpg,2,5,CS+,extinction,MO,ptsd,0
102,animals/halibut.jpg,2,4,CS+,extinction,DO,ptsd,1
102,tools/scissors.jpg,3,5,CS-,baseline,DN,ptsd,0
102,tools/ladder.jpg,2,2,CS-,baseline,MN,ptsd,0
102,tools/ropeandpulley.jpg,1,5,CS-,baseline,MN,ptsd,0
102,tools/electricbreaker.jpg,3,5,CS-,baseline,DO,ptsd,1
102,tools/rollingpin.jpg,3,3,CS-,baseline,MN,ptsd,0
102,tools/drillbit.jpg,2,1,CS-,baseline,DO,ptsd,1
102,tools/stove.jpg,2,1,CS-,baseline,DO,ptsd,1
102,tools/cheesegrater.jpg,3,1,CS-,baseline,DO,ptsd,1
102,tools/lawnmower.jpg,2,1,CS-,acquisition,MO,ptsd,0
102,tools/tubeflaring.jpg,2,1,CS-,acquisition,DO,ptsd,1
102,tools/weedeater.jpg,2,1,CS-,acquisition,MO,ptsd,0
102,tools/benchdogs.jpg,2,1,CS-,acquisition,DO,ptsd,1
102,tools/spoon.jpg,1,1,CS-,acquisition,DO,ptsd,1
102,tools/measuringcups.jpg,3,1,CS-,acquisition,DN,ptsd,0
102,tools/viceclamp.jpg,3,1,CS-,acquisition,DO,ptsd,1
102,tools/thermometer.jpg,1,1,CS-,acquisition,DO,ptsd,1
102,tools/chainsaw.jpg,3,1,CS-,extinction,DN,ptsd,0
102,tools/workbench.jpg,2,1,CS-,extinction,MN,ptsd,0
102,tools/airpump.jpg,3,1,CS-,extinction,DO,ptsd,1
102,tools/paintbrush.jpg,3,1,CS-,extinction,DO,ptsd,1
102,tools/extensioncord.jpg,2,1,CS-,extinction,MN,ptsd,0
102,tools/jumpercables.jpg,2,6,CS-,extinction,DO,ptsd,1
102,tools/toaster.jpg,3,1,CS-,extinction,DO,ptsd,1
102,tools/measuringtape.jpg,2,1,CS-,extinction,DO,ptsd,1
102,animals/pelican.jpg,3,7,CS+,baseline,DO,ptsd,1
102,animals/giraffe.jpg,3,7,CS+,baseline,DO,ptsd,1
102,animals/crow.jpg,3,7,CS+,baseline,DO,ptsd,1
102,animals/pike.jpg,3,7,CS+,baseline,DO,ptsd,1
102,animals/tiger.jpg,3,7,CS+,baseline,MN,ptsd,0
102,animals/baboon.jpg,3,7,CS+,baseline,MO,ptsd,0
102,animals/quail.jpg,3,7,CS+,baseline,DN,ptsd,0
102,animals/gerbil.jpg,3,7,CS+,baseline,MO,ptsd,0
102,animals/mink.jpg,3,7,CS+,acquisition,MO,ptsd,0
102,animals/firebug.jpg,3,7,CS+,acquisition,DO,ptsd,1
102,animals/carp.jpg,2,6,CS+,acquisition,DO,ptsd,1
102,animals/ant.jpg,3,5,CS+,acquisition,MN,ptsd,0
