subject,stimulus,source_memory,typicality,trial_type,encode_phase,recognition_memory,trial_number,group,hc_acc
s102,tools/stove.jpg,acquisition,1,CS-,baseline,DO,13,ptsd,1
s102,tools/cheesegrater.jpg,extinction,1,CS-,baseline,DO,4,ptsd,1
s102,tools/lawnmower.jpg,acquisition,1,CS-,acquisition,MO,24,ptsd,0
s102,tools/tubeflaring.jpg,acquisition,1,CS-,acquisition,DO,19,ptsd,1
s102,tools/weedeater.jpg,acquisition,1,CS-,acquisition,MO,21,ptsd,0
s102,tools/benchdogs.jpg,acquisition,1,CS-,acquisition,DO,5,ptsd,1
s102,tools/spoon.jpg,baseline,1,CS-,acquisition,DO,18,ptsd,1
s102,tools/measuringcups.jpg,extinction,1,CS-,acquisition,DN,17,ptsd,0
s102,tools/viceclamp.jpg,extinction,1,CS-,acquisition,DO,2,ptsd,1
s102,tools/thermometer.jpg,baseline,1,CS-,acquisition,DO,9,ptsd,1
s102,tools/chainsaw.jpg,extinction,1,CS-,extinction,DN,24,ptsd,0
s102,tools/workbench.jpg,acquisition,1,CS-,extinction,MN,22,ptsd,0
s102,tools/airpump.jpg,extinction,1,CS-,extinction,DO,5,ptsd,1
s102,tools/paintbrush.jpg,extinction,1,CS-,extinction,DO,13,ptsd,1
s102,tools/extensioncord.jpg,acquisition,1,CS-,extinction,MN,19,ptsd,0
s102,tools/jumpercables.jpg,acquisition,6,CS-,extinction,DO,16,ptsd,1
s102,tools/toaster.jpg,extinction,1,CS-,extinction,DO,10,ptsd,1
s102,tools/measuringtape.jpg,acquisition,1,CS-,extinction,DO,23,ptsd,1
s102,animals/pelican.jpg,extinction,7,CS+,baseline,DO,9,ptsd,1
s102,animals/giraffe.jpg,extinction,7,CS+,baseline,DO,5,ptsd,1
s102,animals/crow.jpg,extinction,7,CS+,baseline,DO,3,ptsd,1
s102,animals/pike.jpg,extinction,7,CS+,baseline,DO,18,ptsd,1
s102,animals/tiger.jpg,extinction,7,CS+,baseline,MN,4,ptsd,0
s102,animals/baboon.jpg,extinction,7,CS+,baseline,MO,24,ptsd,0
s102,animals/quail.jpg,extinction,7,CS+,baseline,DN,17,ptsd,0
s102,animals/gerbil.jpg,extinction,7,CS+,baseline,MO,13,ptsd,0
s102,animals/mink.jpg,extinction,7,CS+,acquisition,MO,23,ptsd,0
s102,animals/firebug.jpg,extinction,7,CS+,acquisition,DO,1,ptsd,1
s102,animals/carp.jpg,acquisition,6,CS+,acquisition,DO,15,ptsd,1
s102,animals/ant.jpg,extinction,5,CS+,acquisition,MN,9,ptsd,0
s102,animals/partridge.jpg,extinction,5,CS+,acquisition,DO,6,ptsd,1
s102,animals/sheep.jpg,extinction,6,CS+,acquisition,DO,8,ptsd,1
s102,animals/brown_bear.jpg,extinction,5,CS+,acquisition,DO,20,ptsd,1
s102,animals/herring.jpg,extinction,4,CS+,acquisition,MO,18,ptsd,0
s102,animals/cat.jpg,acquisition,4,CS+,extinction,DO,21,ptsd,1
s102,animals/rhino.jpg,acquisition,4,CS+,extinction,DO,5,ptsd,1
s102,animals/marmot.jpg,acquisition,5,CS+,extinction,DO,1,ptsd,1
s102,animals/horse.jpg,acquisition,4,CS+,extinction,,10,ptsd,0
s102,animals/racoon.jpg,acquisition,4,CS+,extinction,DO,24,ptsd,1
s102,animals/starfish.jpg,extinction,7,CS+,extinction,DN,18,ptsd,0
s102,animals/cranebug.jpg,extinction,7,CS+,extinction,DO,19,ptsd,1
s102,animals/canary.jpg,extinction,7,CS+,extinction,MO,8,ptsd,0
s102,tools/gardenhose.jpg,extinction,6,CS-,baseline,DO,3,ptsd,1
s102,tools/paintroller.jpg,extinction,6,CS-,baseline,DN,15,ptsd,0
s102,tools/rake.jpg,acquisition,5,CS-,baseline,MO,23,ptsd,0
s102,tools/wheelbarrow.jpg,acquisition,4,CS-,baseline,DO,24,ptsd,1
s102,tools/weldinghelmet.jpg,extinction,1,CS-,baseline,DO,2,ptsd,1
s102,tools/plow.jpg,extinction,1,CS-,baseline,MN,8,ptsd,0
s102,tools/gong.jpg,extinction,1,CS-,baseline,DO,5,ptsd,1
s102,tools/beadingtool.jpg,extinction,1,CS-,baseline,DO,14,ptsd,1
s102,tools/measuringdevice.jpg,extinction,1,CS-,acquisition,DO,3,ptsd,1
s102,tools/blackboard.jpg,extinction,1,CS-,acquisition,MO,13,ptsd,0
s102,tools/broom.jpg,acquisition,5,CS-,acquisition,DO,14,ptsd,1
s102,tools/ruler.jpg,baseline,4,CS-,acquisition,DO,7,ptsd,1
s102,tools/sander.jpg,baseline,4,CS-,acquisition,DN,15,ptsd,0
s102,tools/routerplane.jpg,baseline,6,CS-,acquisition,DO,8,ptsd,1
s102,tools/woodchipper.jpg,baseline,6,CS-,acquisition,DO,4,ptsd,1
s102,tools/pruner.jpg,baseline,6,CS-,acquisition,DO,12,ptsd,1
s102,tools/camera.jpg,acquisition,1,CS-,extinction,DO,14,ptsd,1
s102,tools/videogamecontroller.jpg,acquisition,1,CS-,extinction,DN,3,ptsd,0
s102,tools/solderingtorch.jpg,acquisition,6,CS-,extinction,DO,11,ptsd,1
s102,tools/hammer.jpg,acquisition,2,CS-,extinction,DN,21,ptsd,0
s102,tools/campingstove.jpg,extinction,6,CS-,extinction,DO,20,ptsd,1
s102,tools/microwave.jpg,acquisition,3,CS-,extinction,DO,7,ptsd,1
s102,tools/bucket.jpg,extinction,3,CS-,extinction,MN,8,ptsd,0
s102,tools/carpetblower.jpg,extinction,2,CS-,extinction,MN,4,ptsd,0
s103,animals/mahimahi.jpg,baseline,5,CS-,acquisition,DO,24,ptsd,1
s103,animals/brown_bear.jpg,acquisition,5,CS-,acquisition,DO,22,ptsd,1
s103,animals/shark.jpg,baseline,5,CS-,acquisition,DO,10,ptsd,1
s103,animals/herculesbeetle.jpg,acquisition,4,CS-,baseline,DO,4,ptsd,1
s103,animals/zebra.jpg,acquisition,4,CS-,extinction,DO,7,ptsd,1
s103,tools/paintbrush.jpg,acquisition,7,CS+,extinction,MO,14,ptsd,0
s103,animals/elephantafrican.jpg,baseline,7,CS-,extinction,DO,15,ptsd,1
s103,tools/sparkplug.jpg,baseline,6,CS+,acquisition,DO,9,ptsd,1
s103,tools/gardenhose.jpg,acquisition,5,CS+,baseline,MN,11,ptsd,0
s103,animals/anteater.jpg,acquisition,5,CS-,acquisition,DO,7,ptsd,1
s103,animals/assassinbug.jpg,acquisition,5,CS-,acquisition,MN,17,ptsd,0
s103,tools/padlock.jpg,extinction,5,CS+,extinction,MN,24,ptsd,0
s103,animals/cranebug.jpg,extinction,5,CS-,extinction,DO,9,ptsd,1
s103,tools/screwdriver.jpg,extinction,6,CS+,extinction,MO,6,ptsd,0
s103,animals/dragonfly.jpg,baseline,5,CS-,baseline,DO,5,ptsd,1
s103,tools/camera.jpg,acquisition,6,CS+,extinction,DO,4,ptsd,1
s103,animals/flea.jpg,baseline,6,CS-,baseline,DO,2,ptsd,1
s103,tools/mallet.jpg,acquisition,6,CS+,acquisition,DN,3,ptsd,0
s103,tools/viceclamp.jpg,baseline,5,CS+,acquisition,DO,2,ptsd,1
s103,tools/electricbreaker.jpg,acquisition,6,CS+,baseline,DO,20,ptsd,1
s103,animals/chipmunk.jpg,baseline,6,CS-,acquisition,DN,3,ptsd,0
s103,tools/campingstove.jpg,acquisition,6,CS+,extinction,DN,20,ptsd,0
s103,tools/transmissionwrench.jpg,baseline,5,CS+,baseline,DO,24,ptsd,1
s103,tools/paintroller.jpg,baseline,4,CS+,baseline,DO,3,ptsd,1
s103,animals/marmot.jpg,baseline,6,CS-,extinction,DO,10,ptsd,1
s103,tools/thermometer.jpg,baseline,3,CS+,acquisition,DO,4,ptsd,1
s103,tools/solderingtorch.jpg,acquisition,1,CS+,extinction,DN,17,ptsd,0
s103,tools/benchdogs.jpg,extinction,1,CS+,acquisition,DN,5,ptsd,0
s103,tools/beadingtool.jpg,acquisition,1,CS+,baseline,DO,21,ptsd,1
s103,tools/squeegee.jpg,baseline,4,CS+,extinction,DO,18,ptsd,1
s103,animals/camel.jpg,baseline,5,CS-,acquisition,DO,4,ptsd,1
s103,tools/pliers.jpg,baseline,5,CS+,baseline,DO,23,ptsd,1
s103,animals/horse.jpg,baseline,4,CS-,extinction,DO,3,ptsd,1
s103,animals/prayingmantis.jpg,acquisition,5,CS-,baseline,DO,1,ptsd,1
s103,tools/sander.jpg,baseline,2,CS+,acquisition,DO,8,ptsd,1
s103,animals/tiger.jpg,baseline,1,CS-,baseline,MO,17,ptsd,0
s103,tools/toaster.jpg,baseline,6,CS+,extinction,DO,15,ptsd,1
s103,animals/goldfish.jpg,baseline,7,CS-,extinction,DO,24,ptsd,1
s103,animals/giraffe.jpg,baseline,7,CS-,baseline,DO,11,ptsd,1
s103,animals/racoon.jpg,baseline,7,CS-,extinction,DO,8,ptsd,1
s103,tools/lawnmower.jpg,baseline,6,CS+,acquisition,DO,6,ptsd,1
s103,tools/measuringcups.jpg,baseline,6,CS+,acquisition,DO,13,ptsd,1
s103,animals/snapper.jpg,baseline,5,CS-,baseline,DO,10,ptsd,1
s103,animals/duck.jpg,acquisition,4,CS-,acquisition,MN,18,ptsd,0
s103,tools/faxmachine.jpg,baseline,1,CS+,baseline,DO,14,ptsd,1
s103,animals/quail.jpg,baseline,1,CS-,baseline,DN,8,ptsd,0
s103,tools/plow.jpg,baseline,1,CS+,baseline,DO,5,ptsd,1
s103,animals/flamingo.jpg,baseline,5,CS-,extinction,MO,14,ptsd,0
s103,animals/boar.jpg,baseline,3,CS-,baseline,MO,12,ptsd,0
s103,animals/ostrich.jpg,baseline,6,CS-,baseline,DO,9,ptsd,1
s103,animals/porcupine.jpg,baseline,5,CS-,baseline,DO,22,ptsd,1
s103,animals/angelfish.jpg,baseline,1,CS-,baseline,DO,3,ptsd,1
s103,animals/pigeon.jpg,baseline,1,CS-,baseline,DO,13,ptsd,1
s103,animals/baboon.jpg,baseline,1,CS-,baseline,DO,21,ptsd,1
s103,animals/gerbil.jpg,baseline,7,CS-,baseline,MO,24,ptsd,0
s103,animals/caterpillarpeacockmoth.jpg,baseline,7,CS-,baseline,DO,14,ptsd,1
s103,animals/sheep.jpg,baseline,5,CS-,acquisition,DO,1,ptsd,1
s103,animals/carp.jpg,baseline,5,CS-,acquisition,DO,13,ptsd,1
s103,animals/snail.jpg,acquisition,5,CS-,acquisition,DO,21,ptsd,1
s103,animals/catfish.jpg,baseline,5,CS-,acquisition,DO,23,ptsd,1
s103,animals/herring.jpg,baseline,5,CS-,acquisition,MO,2,ptsd,0
s103,animals/dramaderry.jpg,extinction,2,CS-,acquisition,DN,12,ptsd,0
s103,animals/palmcockatoo.jpg,baseline,4,CS-,acquisition,DO,5,ptsd,1
s103,animals/mink.jpg,baseline,1,CS-,acquisition,DO,6,ptsd,1
s103,animals/starfish.jpg,acquisition,1,CS-,extinction,DO,6,ptsd,1
s103,animals/halibut.jpg,acquisition,1,CS-,extinction,DN,11,ptsd,0
s103,animals/cricket.jpg,extinction,2,CS-,extinction,DO,17,ptsd,1
s103,animals/cat.jpg,extinction,1,CS-,extinction,DO,18,ptsd,1
s103,animals/perch.jpg,acquisition,1,CS-,extinction,DO,20,ptsd,1
s103,animals/skunk.jpg,acquisition,1,CS-,extinction,MO,22,ptsd,0
s103,animals/shrimp.jpg,baseline,1,CS-,extinction,DO,2,ptsd,1
s103,animals/hyena.jpg,acquisition,1,CS-,extinction,DO,16,ptsd,1
s103,tools/cheesegrater.jpg,extinction,1,CS+,baseline,DN,7,ptsd,0
s103,tools/shoehorn.jpg,acquisition,1,CS+,baseline,DN,9,ptsd,0
s103,tools/rollingpin.jpg,baseline,4,CS+,baseline,DO,15,ptsd,1
s103,tools/stove.jpg,extinction,1,CS+,baseline,DO,8,ptsd,1
s103,tools/drillbit.jpg,extinction,1,CS+,baseline,MN,6,ptsd,0
s103,tools/wheelbarrow.jpg,acquisition,1,CS+,baseline,DO,17,ptsd,1
s103,tools/rake.jpg,baseline,3,CS+,baseline,DO,10,ptsd,1
s103,tools/reflexhammer.jpg,baseline,4,CS+,baseline,DO,13,ptsd,1
s103,tools/routerplane.jpg,baseline,4,CS+,acquisition,DO,11,ptsd,1
s103,tools/measuringdevice.jpg,extinction,4,CS+,acquisition,DN,1,ptsd,0
s103,tools/ruler.jpg,extinction,2,CS+,acquisition,DO,15,ptsd,1
s103,tools/vegetablepeeler.jpg,baseline,4,CS+,acquisition,DO,18,ptsd,1
s103,tools/beaker.jpg,extinction,1,CS+,acquisition,MO,19,ptsd,0
s103,tools/levelmount.jpg,acquisition,3,CS+,acquisition,DO,20,ptsd,1
s103,tools/blackboard.jpg,baseline,4,CS+,acquisition,DO,21,ptsd,1
s103,tools/wrench.jpg,acquisition,3,CS+,acquisition,DO,22,ptsd,1
s103,tools/carpetblower.jpg,baseline,4,CS+,extinction,MO,16,ptsd,0
s103,tools/jumpercables.jpg,extinction,4,CS+,extinction,MO,22,ptsd,0
s103,tools/microwave.jpg,acquisition,3,CS+,extinction,DO,3,ptsd,1
s103,tools/hammer.jpg,baseline,2,CS+,extinction,DO,21,ptsd,1
s103,tools/bucket.jpg,extinction,2,CS+,extinction,DN,9,ptsd,0
s103,tools/treadmill.jpg,extinction,2,CS+,extinction,DN,10,ptsd,0
s103,tools/videogamecontroller.jpg,extinction,2,CS+,extinction,DO,7,ptsd,1
s103,tools/chainsaw.jpg,extinction,2,CS+,extinction,DO,2,ptsd,1
s103,animals/pike.jpg,extinction,1,CS-,baseline,DO,6,ptsd,1
s103,animals/pelican.jpg,acquisition,1,CS-,baseline,DO,18,ptsd,1
s103,animals/mole.jpg,extinction,1,CS-,baseline,DO,15,ptsd,1
s103,animals/leopard.jpg,extinction,2,CS-,baseline,DN,19,ptsd,0
s103,animals/hummingbird.jpg,baseline,7,CS-,baseline,DO,16,ptsd,1
s103,animals/waterbuffalo.jpg,extinction,2,CS-,baseline,DO,7,ptsd,1
s103,animals/cow.jpg,acquisition,1,CS-,baseline,DO,23,ptsd,1
s103,animals/crow.jpg,extinction,6,CS-,baseline,DO,20,ptsd,1
s103,animals/rabbit.jpg,acquisition,1,CS-,acquisition,DO,14,ptsd,1
s103,animals/partridge.jpg,extinction,2,CS-,acquisition,DN,16,ptsd,0
s103,animals/seal.jpg,baseline,7,CS-,acquisition,DO,11,ptsd,1
s103,animals/ant.jpg,extinction,2,CS-,acquisition,MO,19,ptsd,0
s103,animals/mouse.jpg,extinction,1,CS-,acquisition,DO,9,ptsd,1
s103,animals/baldeagle.jpg,extinction,1,CS-,acquisition,DO,8,ptsd,1
s103,animals/turkey.jpg,acquisition,1,CS-,acquisition,DN,20,ptsd,0
s103,animals/firebug.jpg,extinction,4,CS-,acquisition,DO,15,ptsd,1
s103,animals/canary.jpg,acquisition,1,CS-,extinction,DO,4,ptsd,1
s103,animals/llama.jpg,extinction,1,CS-,extinction,DO,1,ptsd,1
s103,animals/caterpillarhawkmoth.jpg,acquisition,1,CS-,extinction,DN,13,ptsd,0
s103,animals/rhino.jpg,baseline,2,CS-,extinction,DO,5,ptsd,1
s103,animals/aardvark.jpg,extinction,1,CS-,extinction,MO,12,ptsd,0
s103,animals/salmon.jpg,acquisition,1,CS-,extinction,DO,19,ptsd,1
s103,animals/reindeer.jpg,extinction,6,CS-,extinction,DO,23,ptsd,1
s103,animals/finch.jpg,baseline,5,CS-,extinction,DO,21,ptsd,1
s103,tools/ropeandpulley.jpg,baseline,5,CS+,baseline,DO,16,ptsd,1
s103,tools/plunger.jpg,acquisition,5,CS+,baseline,MO,12,ptsd,0
s103,tools/gong.jpg,baseline,6,CS+,baseline,DO,18,ptsd,1
s103,tools/hairdryer.jpg,baseline,2,CS+,baseline,DO,22,ptsd,1
s103,tools/ladder.jpg,acquisition,3,CS+,baseline,DO,1,ptsd,1
s103,tools/chisel.jpg,extinction,4,CS+,baseline,DO,2,ptsd,1
s103,tools/weldinghelmet.jpg,acquisition,1,CS+,baseline,DO,19,ptsd,1
s103,tools/scissors.jpg,extinction,1,CS+,baseline,DO,4,ptsd,1
s103,tools/eraser.jpg,extinction,4,CS+,acquisition,DO,17,ptsd,1
s103,tools/tubeflaring.jpg,acquisition,4,CS+,acquisition,DO,10,ptsd,1
s103,tools/spoon.jpg,extinction,7,CS+,acquisition,DN,24,ptsd,0
s103,tools/pruner.jpg,acquisition,7,CS+,acquisition,DO,23,ptsd,1
s103,tools/broom.jpg,baseline,5,CS+,acquisition,DO,14,ptsd,1
s103,tools/weedeater.jpg,acquisition,5,CS+,acquisition,DO,16,ptsd,1
s103,tools/fan.jpg,baseline,5,CS+,acquisition,DO,7,ptsd,1
s103,tools/woodchipper.jpg,acquisition,6,CS+,acquisition,DO,12,ptsd,1
s103,tools/extensioncord.jpg,acquisition,6,CS+,extinction,DO,13,ptsd,1
s103,tools/blower.jpg,extinction,3,CS+,extinction,DO,19,ptsd,1
s103,tools/duffelbag.jpg,acquisition,4,CS+,extinction,DO,12,ptsd,1
s103,tools/workbench.jpg,extinction,4,CS+,extinction,DN,8,ptsd,0
s103,tools/airpump.jpg,extinction,4,CS+,extinction,DN,1,ptsd,0
s103,tools/measuringtape.jpg,acquisition,5,CS+,extinction,DO,23,ptsd,1
s103,tools/edger.jpg,acquisition,1,CS+,extinction,DN,5,ptsd,0
s103,tools/monkeywrench.jpg,baseline,7,CS+,extinction,DO,11,ptsd,1
s104,animals/mink.jpg,extinction,3,CS+,acquisition,MO,18,ptsd,0
s104,tools/drillbit.jpg,acquisition,4,CS-,baseline,MO,15,ptsd,0
s104,tools/toaster.jpg,acquisition,4,CS-,extinction,MO,13,ptsd,0
s104,tools/gong.jpg,baseline,1,CS-,baseline,MO,12,ptsd,0
s104,animals/leopard.jpg,acquisition,3,CS+,baseline,MN,18,ptsd,0
s104,animals/pelican.jpg,extinction,3,CS+,baseline,MO,17,ptsd,0
s104,animals/goldfish.jpg,extinction,5,CS+,extinction,MO,12,ptsd,0
s104,tools/wrench.jpg,acquisition,6,CS-,acquisition,,18,ptsd,0
s104,tools/gardenhose.jpg,baseline,6,CS-,baseline,DO,6,ptsd,1
s104,animals/snapper.jpg,acquisition,1,CS+,baseline,MN,12,ptsd,0
s104,tools/woodchipper.jpg,extinction,1,CS-,acquisition,MN,8,ptsd,0
s104,tools/extensioncord.jpg,acquisition,6,CS-,extinction,MO,9,ptsd,0
s104,tools/solderingtorch.jpg,acquisition,3,CS-,extinction,MO,10,ptsd,0
s104,tools/pruner.jpg,extinction,3,CS-,acquisition,MO,17,ptsd,0
s104,tools/bucket.jpg,extinction,4,CS-,extinction,MO,11,ptsd,0
s104,tools/videogamecontroller.jpg,acquisition,5,CS-,extinction,MO,5,ptsd,0
s104,animals/porcupine.jpg,acquisition,2,CS+,baseline,DO,6,ptsd,1
s104,tools/cheesegrater.jpg,acquisition,5,CS-,baseline,DO,23,ptsd,1
s104,tools/blackboard.jpg,extinction,4,CS-,acquisition,MN,4,ptsd,0
s104,tools/broom.jpg,baseline,7,CS-,acquisition,MN,24,ptsd,0
s104,animals/boar.jpg,baseline,2,CS+,baseline,MO,14,ptsd,0
s104,tools/measuringcups.jpg,acquisition,5,CS-,acquisition,DO,12,ptsd,1
s104,animals/seal.jpg,extinction,3,CS+,acquisition,MN,9,ptsd,0
s104,animals/cranebug.jpg,baseline,4,CS+,extinction,DO,18,ptsd,1
s104,tools/eraser.jpg,acquisition,3,CS-,acquisition,DO,9,ptsd,1
s104,animals/giraffe.jpg,acquisition,3,CS+,baseline,DO,8,ptsd,1
s104,animals/salmon.jpg,baseline,3,CS+,extinction,DO,7,ptsd,1
s104,animals/hyena.jpg,extinction,1,CS+,extinction,MO,2,ptsd,0
s104,animals/aardvark.jpg,baseline,1,CS+,extinction,MO,20,ptsd,0
s104,tools/hairdryer.jpg,extinction,4,CS-,baseline,MN,16,ptsd,0
s104,animals/catfish.jpg,acquisition,1,CS+,acquisition,MO,21,ptsd,0
s104,animals/snail.jpg,baseline,1,CS+,acquisition,MO,14,ptsd,0
s104,animals/rhino.jpg,acquisition,2,CS+,extinction,DO,24,ptsd,1
s104,animals/dragonfly.jpg,baseline,4,CS+,baseline,DO,2,ptsd,1
s104,animals/flamingo.jpg,extinction,3,CS+,extinction,MO,14,ptsd,0
s104,tools/beadingtool.jpg,extinction,1,CS-,baseline,DN,18,ptsd,0
s104,animals/dramaderry.jpg,extinction,1,CS+,acquisition,MO,23,ptsd,0
s104,tools/treadmill.jpg,acquisition,4,CS-,extinction,MO,23,ptsd,0
s104,tools/carpetblower.jpg,acquisition,2,CS-,extinction,DO,6,ptsd,1
s104,animals/firebug.jpg,baseline,1,CS+,acquisition,DO,16,ptsd,1
s104,tools/faxmachine.jpg,acquisition,3,CS-,baseline,MN,8,ptsd,0
s104,animals/turkey.jpg,acquisition,2,CS+,acquisition,MO,6,ptsd,0
s104,animals/flea.jpg,acquisition,1,CS+,baseline,DO,4,ptsd,1
s104,tools/weedeater.jpg,baseline,6,CS-,acquisition,MO,5,ptsd,0
s104,animals/shrimp.jpg,extinction,1,CS+,extinction,MN,17,ptsd,0
s104,tools/wheelbarrow.jpg,acquisition,4,CS-,baseline,DO,9,ptsd,1
s104,animals/mahimahi.jpg,extinction,1,CS+,acquisition,MO,11,ptsd,0
s104,tools/screwdriver.jpg,acquisition,7,CS-,extinction,DO,3,ptsd,1
s104,animals/cow.jpg,acquisition,6,CS+,baseline,,5,ptsd,0
s104,animals/pigeon.jpg,baseline,3,CS+,baseline,MN,23,ptsd,0
s104,animals/gerbil.jpg,baseline,5,CS+,baseline,DO,24,ptsd,1
s104,animals/mole.jpg,acquisition,1,CS+,baseline,DO,9,ptsd,1
s104,animals/caterpillarpeacockmoth.jpg,acquisition,1,CS+,baseline,DO,21,ptsd,1
s104,animals/tiger.jpg,acquisition,5,CS+,baseline,MN,3,ptsd,0
s104,animals/prayingmantis.jpg,acquisition,5,CS+,baseline,DO,1,ptsd,1
s104,animals/herculesbeetle.jpg,extinction,1,CS+,baseline,MO,10,ptsd,0
s104,animals/duck.jpg,baseline,6,CS+,acquisition,DO,1,ptsd,1
s104,animals/brown_bear.jpg,baseline,7,CS+,acquisition,MN,10,ptsd,0
s104,animals/camel.jpg,acquisition,4,CS+,acquisition,DO,17,ptsd,1
s104,animals/assassinbug.jpg,extinction,1,CS+,acquisition,DO,8,ptsd,1
s104,animals/shark.jpg,extinction,4,CS+,acquisition,DN,24,ptsd,0
s104,animals/palmcockatoo.jpg,extinction,2,CS+,acquisition,MN,19,ptsd,0
s104,animals/rabbit.jpg,acquisition,7,CS+,acquisition,MO,2,ptsd,0
s104,animals/partridge.jpg,baseline,1,CS+,acquisition,MN,15,ptsd,0
s104,animals/racoon.jpg,acquisition,5,CS+,extinction,MO,16,ptsd,0
s104,animals/canary.jpg,acquisition,2,CS+,extinction,MN,13,ptsd,0
s104,animals/cat.jpg,extinction,7,CS+,extinction,MN,3,ptsd,0
s104,animals/zebra.jpg,acquisition,4,CS+,extinction,MO,11,ptsd,0
s104,animals/reindeer.jpg,baseline,3,CS+,extinction,MO,8,ptsd,0
s104,animals/cricket.jpg,baseline,6,CS+,extinction,MO,22,ptsd,0
s104,animals/starfish.jpg,extinction,1,CS+,extinction,MO,1,ptsd,0
s104,animals/perch.jpg,acquisition,1,CS+,extinction,MN,6,ptsd,0
s104,tools/transmissionwrench.jpg,baseline,2,CS-,baseline,MN,2,ptsd,0
s104,tools/pliers.jpg,extinction,4,CS-,baseline,MN,20,ptsd,0
s104,tools/rollingpin.jpg,acquisition,5,CS-,baseline,MO,10,ptsd,0
s104,tools/plunger.jpg,acquisition,6,CS-,baseline,DO,7,ptsd,1
s104,tools/paintroller.jpg,baseline,4,CS-,baseline,MO,17,ptsd,0
s104,tools/electricbreaker.jpg,baseline,1,CS-,baseline,DO,5,ptsd,1
s104,tools/rake.jpg,acquisition,5,CS-,baseline,MO,22,ptsd,0
s104,tools/stove.jpg,extinction,1,CS-,baseline,DN,24,ptsd,0
s104,tools/tubeflaring.jpg,baseline,1,CS-,acquisition,DN,20,ptsd,0
s104,tools/thermometer.jpg,baseline,5,CS-,acquisition,,16,ptsd,0
s104,tools/sparkplug.jpg,extinction,1,CS-,acquisition,MN,1,ptsd,0
s104,tools/routerplane.jpg,acquisition,1,CS-,acquisition,DN,2,ptsd,0
s104,tools/sander.jpg,baseline,1,CS-,acquisition,MN,21,ptsd,0
s104,tools/levelmount.jpg,extinction,1,CS-,acquisition,MN,6,ptsd,0
s104,tools/spoon.jpg,acquisition,5,CS-,acquisition,MO,14,ptsd,0
s104,tools/measuringdevice.jpg,acquisition,4,CS-,acquisition,MO,13,ptsd,0
s104,tools/camera.jpg,baseline,3,CS-,extinction,MO,14,ptsd,0
s104,tools/squeegee.jpg,extinction,2,CS-,extinction,MN,1,ptsd,0
s104,tools/airpump.jpg,extinction,1,CS-,extinction,MN,18,ptsd,0
s104,tools/campingstove.jpg,baseline,1,CS-,extinction,MO,17,ptsd,0
s104,tools/workbench.jpg,extinction,1,CS-,extinction,MN,15,ptsd,0
s104,tools/measuringtape.jpg,acquisition,3,CS-,extinction,MO,7,ptsd,0
s104,tools/chainsaw.jpg,acquisition,6,CS-,extinction,MO,19,ptsd,0
s104,tools/blower.jpg,acquisition,5,CS-,extinction,MO,22,ptsd,0
s104,animals/baboon.jpg,acquisition,4,CS+,baseline,MO,11,ptsd,0
s104,animals/hummingbird.jpg,baseline,3,CS+,baseline,MO,15,ptsd,0
s104,animals/quail.jpg,baseline,5,CS+,baseline,DO,7,ptsd,1
s104,animals/pike.jpg,acquisition,2,CS+,baseline,DO,19,ptsd,1
s104,animals/crow.jpg,acquisition,3,CS+,baseline,MO,16,ptsd,0
s104,animals/angelfish.jpg,baseline,3,CS+,baseline,MO,20,ptsd,0
s104,animals/waterbuffalo.jpg,extinction,4,CS+,baseline,MN,22,ptsd,0
s104,animals/ostrich.jpg,acquisition,2,CS+,baseline,DO,13,ptsd,1
s104,animals/carp.jpg,baseline,3,CS+,acquisition,MN,7,ptsd,0
s104,animals/mouse.jpg,acquisition,3,CS+,acquisition,MO,20,ptsd,0
s104,animals/chipmunk.jpg,baseline,2,CS+,acquisition,MN,22,ptsd,0
s104,animals/ant.jpg,acquisition,1,CS+,acquisition,MO,5,ptsd,0
s104,animals/herring.jpg,acquisition,1,CS+,acquisition,DO,3,ptsd,1
s104,animals/anteater.jpg,baseline,1,CS+,acquisition,MO,12,ptsd,0
s104,animals/baldeagle.jpg,acquisition,3,CS+,acquisition,DO,13,ptsd,1
s104,animals/sheep.jpg,extinction,2,CS+,acquisition,MO,4,ptsd,0
s104,animals/skunk.jpg,acquisition,3,CS+,extinction,MO,19,ptsd,0
s104,animals/finch.jpg,baseline,1,CS+,extinction,MO,10,ptsd,0
s104,animals/halibut.jpg,extinction,1,CS+,extinction,MN,9,ptsd,0
s104,animals/elephantafrican.jpg,acquisition,4,CS+,extinction,DO,5,ptsd,1
s104,animals/llama.jpg,baseline,2,CS+,extinction,MN,4,ptsd,0
s104,animals/caterpillarhawkmoth.jpg,acquisition,1,CS+,extinction,MO,15,ptsd,0
s104,animals/horse.jpg,extinction,5,CS+,extinction,,23,ptsd,0
s104,animals/marmot.jpg,baseline,2,CS+,extinction,MN,21,ptsd,0
s104,tools/plow.jpg,baseline,1,CS-,baseline,MN,13,ptsd,0
s104,tools/ropeandpulley.jpg,extinction,1,CS-,baseline,MN,4,ptsd,0
s104,tools/ladder.jpg,acquisition,3,CS-,baseline,MO,21,ptsd,0
s104,tools/shoehorn.jpg,baseline,2,CS-,baseline,DO,3,ptsd,1
s104,tools/scissors.jpg,acquisition,7,CS-,baseline,MO,19,ptsd,0
s104,tools/chisel.jpg,extinction,1,CS-,baseline,MN,1,ptsd,0
