subject,stimulus,source_memory,typicality,trial_type,encode_phase,recognition_memory,trial_number,group,hc_acc
s8,tools/treadmill.jpg,extinction,6,CS-,baseline,MO,16,healthy,0
s8,tools/airpump.jpg,extinction,3,CS-,baseline,MO,17,healthy,0
s8,animals/leopard.jpg,acquisition,7,CS+,acquisition,DO,3,healthy,1
s8,animals/baboon.jpg,acquisition,6,CS+,acquisition,MO,23,healthy,0
s8,animals/angelfish.jpg,acquisition,6,CS+,acquisition,DO,7,healthy,1
s8,animals/pike.jpg,acquisition,4,CS+,acquisition,DO,19,healthy,1
s8,animals/quail.jpg,acquisition,3,CS+,acquisition,DO,20,healthy,1
s8,animals/giraffe.jpg,acquisition,7,CS+,acquisition,DO,17,healthy,1
s8,animals/snapper.jpg,extinction,3,CS+,acquisition,DO,21,healthy,1
s8,animals/pigeon.jpg,acquisition,7,CS+,acquisition,DO,5,healthy,1
s8,animals/mouse.jpg,acquisition,7,CS+,extinction,MO,2,healthy,0
s8,animals/baldeagle.jpg,extinction,6,CS+,extinction,DO,21,healthy,1
s8,animals/mink.jpg,extinction,1,CS+,extinction,DO,6,healthy,1
s8,animals/seal.jpg,extinction,5,CS+,extinction,MO,12,healthy,0
s8,animals/ant.jpg,baseline,4,CS+,extinction,DO,4,healthy,1
s8,animals/catfish.jpg,extinction,2,CS+,extinction,DO,9,healthy,1
s8,animals/rabbit.jpg,acquisition,6,CS+,extinction,DO,16,healthy,1
s8,animals/shark.jpg,extinction,6,CS+,extinction,MO,3,healthy,0
s8,animals/goldfish.jpg,acquisition,7,CS+,baseline,DO,15,healthy,1
s8,animals/aardvark.jpg,acquisition,1,CS+,baseline,DO,21,healthy,1
s8,animals/canary.jpg,baseline,6,CS+,baseline,MO,5,healthy,0
s8,animals/horse.jpg,acquisition,7,CS+,baseline,DO,18,healthy,1
s8,animals/caterpillarhawkmoth.jpg,extinction,1,CS+,baseline,DO,4,healthy,1
s8,animals/finch.jpg,baseline,4,CS+,baseline,DO,22,healthy,1
s8,animals/hyena.jpg,baseline,1,CS+,baseline,DO,7,healthy,1
s8,animals/llama.jpg,extinction,1,CS+,baseline,MO,24,healthy,0
s8,tools/gong.jpg,acquisition,2,CS-,acquisition,DO,17,healthy,1
s8,tools/hairdryer.jpg,extinction,5,CS-,acquisition,MO,18,healthy,0
s8,tools/reflexhammer.jpg,acquisition,5,CS-,acquisition,DO,4,healthy,1
s8,tools/cheesegrater.jpg,baseline,4,CS-,acquisition,MO,3,healthy,0
s8,tools/paintroller.jpg,acquisition,4,CS-,acquisition,MO,12,healthy,0
s8,tools/drillbit.jpg,extinction,4,CS-,acquisition,DO,19,healthy,1
s8,tools/wheelbarrow.jpg,acquisition,5,CS-,acquisition,DO,23,healthy,1
s8,tools/pliers.jpg,extinction,6,CS-,acquisition,MO,15,healthy,0
s8,tools/blackboard.jpg,acquisition,4,CS-,extinction,DO,3,healthy,1
s8,tools/sander.jpg,acquisition,1,CS-,extinction,MO,6,healthy,0
s8,tools/measuringdevice.jpg,extinction,2,CS-,extinction,MN,20,healthy,0
s8,tools/woodchipper.jpg,baseline,1,CS-,extinction,MO,15,healthy,0
s8,tools/fan.jpg,acquisition,7,CS-,extinction,MO,17,healthy,0
s8,tools/vegetablepeeler.jpg,extinction,6,CS-,extinction,MO,10,healthy,0
s8,tools/spoon.jpg,baseline,7,CS-,extinction,MN,13,healthy,0
s8,tools/weedeater.jpg,acquisition,4,CS-,extinction,MN,4,healthy,0
s8,tools/paintbrush.jpg,baseline,6,CS-,baseline,MO,2,healthy,0
s8,tools/camera.jpg,acquisition,3,CS-,baseline,MO,19,healthy,0
s8,tools/monkeywrench.jpg,acquisition,4,CS-,baseline,DO,20,healthy,1
s8,tools/chainsaw.jpg,extinction,5,CS-,baseline,MO,4,healthy,0
s8,tools/jumpercables.jpg,baseline,4,CS-,baseline,DO,14,healthy,1
s8,tools/squeegee.jpg,acquisition,5,CS-,baseline,MO,13,healthy,0
s8,tools/extensioncord.jpg,acquisition,1,CS-,baseline,DO,24,healthy,1
s8,tools/hammer.jpg,extinction,7,CS-,baseline,DO,11,healthy,1
s9,tools/wheelbarrow.jpg,acquisition,4,CS+,acquisition,DO,19,healthy,1
s9,animals/prayingmantis.jpg,acquisition,5,CS-,acquisition,DO,18,healthy,1
s9,tools/benchdogs.jpg,acquisition,3,CS+,extinction,MO,10,healthy,0
s9,animals/assassinbug.jpg,baseline,4,CS-,extinction,DN,23,healthy,0
s9,animals/mahimahi.jpg,acquisition,6,CS-,extinction,DO,6,healthy,1
s9,tools/tubeflaring.jpg,baseline,4,CS+,extinction,DN,24,healthy,0
s9,tools/squeegee.jpg,acquisition,7,CS+,baseline,MN,6,healthy,0
s9,tools/microwave.jpg,acquisition,4,CS+,baseline,MN,19,healthy,0
s9,animals/caterpillarhawkmoth.jpg,acquisition,5,CS-,baseline,DO,24,healthy,1
s9,animals/porcupine.jpg,acquisition,6,CS-,acquisition,DO,23,healthy,1
s9,animals/pigeon.jpg,extinction,6,CS-,acquisition,DO,22,healthy,1
s9,animals/mole.jpg,extinction,5,CS-,acquisition,MN,14,healthy,0
s9,animals/pike.jpg,baseline,5,CS-,acquisition,MN,15,healthy,0
s9,animals/hyena.jpg,extinction,6,CS-,baseline,DO,6,healthy,1
s9,tools/sander.jpg,baseline,3,CS+,extinction,MN,14,healthy,0
s9,animals/leopard.jpg,acquisition,7,CS-,acquisition,DO,7,healthy,1
s9,tools/chainsaw.jpg,acquisition,1,CS+,baseline,DO,17,healthy,1
s9,tools/wrench.jpg,baseline,5,CS+,extinction,MO,16,healthy,0
s9,animals/dramaderry.jpg,extinction,6,CS-,extinction,DO,24,healthy,1
s9,tools/workbench.jpg,acquisition,5,CS+,baseline,DO,5,healthy,1
s9,animals/rabbit.jpg,baseline,5,CS-,extinction,DO,17,healthy,1
s9,tools/beadingtool.jpg,baseline,2,CS+,acquisition,MO,7,healthy,0
s9,tools/carpetblower.jpg,baseline,6,CS+,baseline,DO,10,healthy,1
s9,tools/pliers.jpg,baseline,4,CS+,acquisition,MN,22,healthy,0
s9,animals/caterpillarpeacockmoth.jpg,acquisition,4,CS-,acquisition,DO,1,healthy,1
s9,animals/carp.jpg,baseline,3,CS-,extinction,DO,10,healthy,1
s9,tools/plunger.jpg,baseline,5,CS+,acquisition,DO,11,healthy,1
s9,tools/fan.jpg,acquisition,4,CS+,extinction,MN,6,healthy,0
s9,tools/scissors.jpg,extinction,4,CS+,acquisition,MO,12,healthy,0
s9,tools/paintbrush.jpg,extinction,4,CS+,baseline,MN,20,healthy,0
s9,animals/skunk.jpg,extinction,5,CS-,baseline,DO,22,healthy,1
s9,tools/pruner.jpg,acquisition,5,CS+,extinction,MO,8,healthy,0
s9,tools/measuringtape.jpg,baseline,7,CS+,baseline,MO,4,healthy,0
s9,animals/quail.jpg,extinction,5,CS-,acquisition,DO,24,healthy,1
s9,tools/routerplane.jpg,acquisition,5,CS+,extinction,MO,3,healthy,0
s9,animals/shrimp.jpg,acquisition,4,CS-,baseline,MO,20,healthy,0
s9,animals/cranebug.jpg,extinction,5,CS-,baseline,DO,7,healthy,1
s9,tools/measuringcups.jpg,extinction,4,CS+,extinction,DN,18,healthy,0
s9,tools/videogamecontroller.jpg,baseline,3,CS+,baseline,DO,3,healthy,1
s9,animals/seal.jpg,acquisition,4,CS-,extinction,MO,15,healthy,0
s9,animals/elephantafrican.jpg,baseline,2,CS-,baseline,MN,16,healthy,0
s9,animals/ant.jpg,acquisition,5,CS-,extinction,DO,18,healthy,1
s9,tools/rollingpin.jpg,acquisition,5,CS+,acquisition,DO,6,healthy,1
s9,animals/chipmunk.jpg,acquisition,2,CS-,extinction,MN,22,healthy,0
s9,animals/reindeer.jpg,extinction,6,CS-,baseline,DO,18,healthy,1
s9,animals/cricket.jpg,acquisition,5,CS-,baseline,DO,14,healthy,1
s9,tools/faxmachine.jpg,acquisition,5,CS+,acquisition,DO,3,healthy,1
s9,tools/ladder.jpg,acquisition,6,CS+,acquisition,DO,13,healthy,1
s9,animals/baboon.jpg,acquisition,3,CS-,acquisition,MO,9,healthy,0
s9,animals/snapper.jpg,acquisition,4,CS-,acquisition,MO,20,healthy,0
s9,animals/crow.jpg,extinction,5,CS-,acquisition,DO,13,healthy,1
s9,animals/pelican.jpg,acquisition,4,CS-,acquisition,DO,17,healthy,1
s9,animals/giraffe.jpg,acquisition,4,CS-,acquisition,DO,10,healthy,1
s9,animals/boar.jpg,acquisition,6,CS-,acquisition,MO,19,healthy,0
s9,animals/gerbil.jpg,extinction,5,CS-,acquisition,DO,11,healthy,1
s9,animals/dragonfly.jpg,extinction,6,CS-,acquisition,DO,16,healthy,1
s9,animals/anteater.jpg,acquisition,5,CS-,extinction,MN,1,healthy,0
s9,animals/duck.jpg,baseline,7,CS-,extinction,MN,20,healthy,0
s9,animals/sheep.jpg,baseline,6,CS-,extinction,DN,16,healthy,0
s9,animals/catfish.jpg,acquisition,6,CS-,extinction,DO,5,healthy,1
s9,animals/shark.jpg,acquisition,7,CS-,extinction,DO,14,healthy,1
s9,animals/mink.jpg,extinction,5,CS-,extinction,DO,9,healthy,1
s9,animals/brown_bear.jpg,extinction,7,CS-,extinction,MO,3,healthy,0
s9,animals/snail.jpg,acquisition,6,CS-,extinction,DO,4,healthy,1
s9,animals/cat.jpg,baseline,7,CS-,baseline,MO,1,healthy,0
s9,animals/rhino.jpg,extinction,6,CS-,baseline,DO,11,healthy,1
s9,animals/flamingo.jpg,extinction,2,CS-,baseline,DO,3,healthy,1
s9,animals/horse.jpg,extinction,6,CS-,baseline,MN,12,healthy,0
s9,animals/perch.jpg,acquisition,4,CS-,baseline,MN,10,healthy,0
s9,animals/goldfish.jpg,acquisition,4,CS-,baseline,DO,15,healthy,1
s9,animals/salmon.jpg,baseline,4,CS-,baseline,MO,4,healthy,0
s9,animals/aardvark.jpg,baseline,6,CS-,baseline,MO,21,healthy,0
s9,tools/weldinghelmet.jpg,baseline,6,CS+,acquisition,DO,8,healthy,1
s9,tools/plow.jpg,baseline,5,CS+,acquisition,DO,20,healthy,1
s9,tools/stove.jpg,baseline,5,CS+,acquisition,DO,21,healthy,1
s9,tools/cheesegrater.jpg,acquisition,6,CS+,acquisition,DO,1,healthy,1
s9,tools/gardenhose.jpg,acquisition,7,CS+,acquisition,DO,2,healthy,1
s9,tools/rake.jpg,acquisition,7,CS+,acquisition,DO,14,healthy,1
s9,tools/hairdryer.jpg,acquisition,4,CS+,acquisition,MO,15,healthy,0
s9,tools/gong.jpg,acquisition,3,CS+,acquisition,MN,17,healthy,0
s9,tools/beaker.jpg,baseline,5,CS+,extinction,MN,1,healthy,0
s9,tools/vegetablepeeler.jpg,baseline,4,CS+,extinction,MN,13,healthy,0
s9,tools/broom.jpg,acquisition,6,CS+,extinction,MO,17,healthy,0
s9,tools/lawnmower.jpg,acquisition,4,CS+,extinction,MO,7,healthy,0
s9,tools/spoon.jpg,extinction,4,CS+,extinction,MN,11,healthy,0
s9,tools/woodchipper.jpg,extinction,3,CS+,extinction,DO,2,healthy,1
s9,tools/sparkplug.jpg,acquisition,5,CS+,extinction,MO,20,healthy,0
s9,tools/mallet.jpg,acquisition,5,CS+,extinction,MO,4,healthy,0
s9,tools/solderingtorch.jpg,extinction,5,CS+,baseline,MN,21,healthy,0
s9,tools/edger.jpg,acquisition,4,CS+,baseline,MN,18,healthy,0
s9,tools/duffelbag.jpg,baseline,4,CS+,baseline,DN,13,healthy,0
s9,tools/hammer.jpg,extinction,7,CS+,baseline,MO,24,healthy,0
s9,tools/camera.jpg,baseline,2,CS+,baseline,DO,2,healthy,1
s9,tools/extensioncord.jpg,baseline,6,CS+,baseline,MN,7,healthy,0
s9,tools/toaster.jpg,acquisition,4,CS+,baseline,MN,9,healthy,0
s9,tools/treadmill.jpg,baseline,3,CS+,baseline,MN,14,healthy,0
s9,animals/waterbuffalo.jpg,acquisition,3,CS-,acquisition,MO,3,healthy,0
s9,animals/herculesbeetle.jpg,acquisition,6,CS-,acquisition,DO,8,healthy,1
s9,animals/tiger.jpg,acquisition,7,CS-,acquisition,DO,12,healthy,1
s9,animals/cow.jpg,extinction,6,CS-,acquisition,MO,5,healthy,0
s9,animals/flea.jpg,extinction,1,CS-,acquisition,DO,4,healthy,1
s9,animals/hummingbird.jpg,extinction,5,CS-,acquisition,DO,6,healthy,1
s9,animals/angelfish.jpg,acquisition,4,CS-,acquisition,DO,2,healthy,1
s9,animals/ostrich.jpg,extinction,5,CS-,acquisition,DO,21,healthy,1
s9,animals/mouse.jpg,acquisition,4,CS-,extinction,MO,21,healthy,0
s9,animals/partridge.jpg,extinction,5,CS-,extinction,DN,12,healthy,0
s9,animals/turkey.jpg,extinction,5,CS-,extinction,MO,13,healthy,0
s9,animals/camel.jpg,extinction,5,CS-,extinction,DO,19,healthy,1
s9,animals/firebug.jpg,baseline,4,CS-,extinction,MO,8,healthy,0
s9,animals/baldeagle.jpg,extinction,7,CS-,extinction,DO,7,healthy,1
s9,animals/palmcockatoo.jpg,acquisition,4,CS-,extinction,DN,11,healthy,0
s9,animals/herring.jpg,acquisition,4,CS-,extinction,MO,2,healthy,0
s9,animals/halibut.jpg,baseline,4,CS-,baseline,MN,8,healthy,0
s9,animals/llama.jpg,extinction,3,CS-,baseline,MN,17,healthy,0
s9,animals/finch.jpg,extinction,1,CS-,baseline,DN,19,healthy,0
s9,animals/marmot.jpg,extinction,6,CS-,baseline,DO,13,healthy,1
s9,animals/racoon.jpg,acquisition,4,CS-,baseline,MN,23,healthy,0
s9,animals/canary.jpg,acquisition,4,CS-,baseline,MO,9,healthy,0
s9,animals/zebra.jpg,baseline,5,CS-,baseline,DO,2,healthy,1
s9,animals/starfish.jpg,baseline,6,CS-,baseline,DO,5,healthy,1
s9,tools/chisel.jpg,baseline,4,CS+,acquisition,MO,24,healthy,0
s9,tools/electricbreaker.jpg,acquisition,4,CS+,acquisition,DO,5,healthy,1
s9,tools/ropeandpulley.jpg,acquisition,5,CS+,acquisition,DO,9,healthy,1
s9,tools/drillbit.jpg,baseline,4,CS+,acquisition,DO,4,healthy,1
s9,tools/transmissionwrench.jpg,baseline,2,CS+,acquisition,MN,18,healthy,0
s9,tools/shoehorn.jpg,baseline,5,CS+,acquisition,DO,16,healthy,1
s9,tools/paintroller.jpg,baseline,5,CS+,acquisition,DO,10,healthy,1
s9,tools/reflexhammer.jpg,acquisition,6,CS+,acquisition,DO,23,healthy,1
s9,tools/eraser.jpg,extinction,5,CS+,extinction,DO,15,healthy,1
s9,tools/viceclamp.jpg,acquisition,4,CS+,extinction,MN,12,healthy,0
s9,tools/blackboard.jpg,acquisition,5,CS+,extinction,DO,5,healthy,1
s9,tools/measuringdevice.jpg,acquisition,3,CS+,extinction,MN,22,healthy,0
s9,tools/weedeater.jpg,acquisition,3,CS+,extinction,MN,23,healthy,0
s9,tools/ruler.jpg,baseline,7,CS+,extinction,DO,21,healthy,1
s9,tools/thermometer.jpg,baseline,7,CS+,extinction,DO,19,healthy,1
s9,tools/levelmount.jpg,baseline,4,CS+,extinction,MN,9,healthy,0
s9,tools/bucket.jpg,extinction,4,CS+,baseline,DN,11,healthy,0
s9,tools/campingstove.jpg,baseline,4,CS+,baseline,MO,23,healthy,0
s9,tools/screwdriver.jpg,acquisition,6,CS+,baseline,DN,1,healthy,0
s9,tools/monkeywrench.jpg,baseline,4,CS+,baseline,DO,8,healthy,1
s9,tools/airpump.jpg,extinction,4,CS+,baseline,MN,15,healthy,0
s9,tools/blower.jpg,extinction,5,CS+,baseline,MO,16,healthy,0
s9,tools/padlock.jpg,extinction,2,CS+,baseline,MO,12,healthy,0
s9,tools/jumpercables.jpg,extinction,5,CS+,baseline,MN,22,healthy,0
s10,tools/paintroller.jpg,acquisition,5,CS+,acquisition,DO,4,healthy,1
s10,tools/wheelbarrow.jpg,acquisition,6,CS+,acquisition,DO,21,healthy,1
s10,tools/woodchipper.jpg,acquisition,2,CS+,extinction,DO,16,healthy,1
s10,animals/firebug.jpg,acquisition,7,CS-,extinction,DO,9,healthy,1
s10,tools/beaker.jpg,acquisition,7,CS+,extinction,DO,4,healthy,1
s10,animals/ostrich.jpg,baseline,6,CS-,acquisition,DO,10,healthy,1
s10,tools/plunger.jpg,acquisition,7,CS+,acquisition,DO,10,healthy,1
s10,animals/snapper.jpg,acquisition,4,CS-,acquisition,MO,8,healthy,0
s10,tools/duffelbag.jpg,baseline,7,CS+,baseline,DO,8,healthy,1
s10,animals/cat.jpg,extinction,7,CS-,baseline,DO,11,healthy,1
s10,tools/blackboard.jpg,extinction,7,CS+,extinction,DN,2,healthy,0
s10,tools/padlock.jpg,extinction,7,CS+,baseline,DO,17,healthy,1
s10,animals/zebra.jpg,baseline,7,CS-,baseline,DO,17,healthy,1
s10,tools/plow.jpg,acquisition,1,CS+,acquisition,DO,3,healthy,1
s10,animals/flea.jpg,extinction,4,CS-,acquisition,DO,15,healthy,1
s10,tools/squeegee.jpg,baseline,6,CS+,baseline,MN,4,healthy,0
s10,tools/drillbit.jpg,extinction,3,CS+,acquisition,DO,17,healthy,1
s10,animals/skunk.jpg,extinction,7,CS-,baseline,DO,16,healthy,1
s10,animals/pigeon.jpg,baseline,7,CS-,acquisition,MO,7,healthy,0
s10,animals/shrimp.jpg,extinction,3,CS-,baseline,DO,5,healthy,1
s10,animals/baldeagle.jpg,extinction,7,CS-,extinction,DO,21,healthy,1
s10,tools/measuringdevice.jpg,acquisition,4,CS+,extinction,DO,9,healthy,1
s10,tools/airpump.jpg,extinction,3,CS+,baseline,MN,14,healthy,0
s10,tools/blower.jpg,acquisition,6,CS+,baseline,DO,23,healthy,1
s10,animals/baboon.jpg,extinction,5,CS-,acquisition,MO,3,healthy,0
s10,tools/treadmill.jpg,extinction,7,CS+,baseline,DO,20,healthy,1
s10,tools/lawnmower.jpg,acquisition,7,CS+,extinction,DO,17,healthy,1
s10,animals/caterpillarhawkmoth.jpg,baseline,6,CS-,baseline,DO,12,healthy,1
s10,animals/flamingo.jpg,extinction,6,CS-,baseline,DO,20,healthy,1
s10,tools/paintbrush.jpg,baseline,7,CS+,baseline,MO,12,healthy,0
s10,tools/benchdogs.jpg,extinction,2,CS+,extinction,DN,19,healthy,0
s10,tools/scissors.jpg,acquisition,7,CS+,acquisition,DO,7,healthy,1
s10,tools/screwdriver.jpg,acquisition,6,CS+,baseline,MO,13,healthy,0
s10,animals/anteater.jpg,extinction,2,CS-,extinction,DO,19,healthy,1
s10,animals/herring.jpg,acquisition,5,CS-,extinction,MO,2,healthy,0
s10,animals/catfish.jpg,extinction,3,CS-,extinction,DN,12,healthy,0
s10,animals/cow.jpg,extinction,6,CS-,acquisition,MO,24,healthy,0
s10,animals/cranebug.jpg,extinction,6,CS-,baseline,MO,24,healthy,0
s10,animals/giraffe.jpg,baseline,6,CS-,acquisition,MO,23,healthy,0
s10,animals/mouse.jpg,extinction,7,CS-,extinction,DO,6,healthy,1
s10,tools/thermometer.jpg,acquisition,5,CS+,extinction,DO,15,healthy,1
s10,animals/shark.jpg,extinction,5,CS-,extinction,DO,8,healthy,1
s10,animals/finch.jpg,acquisition,5,CS-,baseline,DO,21,healthy,1
s10,tools/ladder.jpg,acquisition,7,CS+,acquisition,DO,23,healthy,1
s10,tools/ruler.jpg,acquisition,7,CS+,extinction,DO,18,healthy,1
s10,tools/weldinghelmet.jpg,acquisition,3,CS+,acquisition,DO,5,healthy,1
s10,animals/snail.jpg,extinction,6,CS-,extinction,MN,11,healthy,0
s10,animals/pelican.jpg,baseline,5,CS-,acquisition,MO,6,healthy,0
s10,animals/herculesbeetle.jpg,extinction,2,CS-,acquisition,MN,22,healthy,0
s10,animals/crow.jpg,extinction,7,CS-,acquisition,MN,4,healthy,0
s10,animals/porcupine.jpg,extinction,5,CS-,acquisition,DO,1,healthy,1
s10,animals/boar.jpg,extinction,3,CS-,acquisition,DO,18,healthy,1
s10,animals/prayingmantis.jpg,extinction,3,CS-,acquisition,DO,20,healthy,1
s10,animals/angelfish.jpg,extinction,2,CS-,acquisition,MO,14,healthy,0
s10,animals/tiger.jpg,baseline,6,CS-,acquisition,DO,2,healthy,1
s10,animals/gerbil.jpg,extinction,5,CS-,acquisition,DO,19,healthy,1
s10,animals/duck.jpg,extinction,4,CS-,extinction,MN,10,healthy,0
s10,animals/palmcockatoo.jpg,extinction,1,CS-,extinction,MN,17,healthy,0
s10,animals/seal.jpg,extinction,6,CS-,extinction,DO,7,healthy,1
s10,animals/mink.jpg,extinction,5,CS-,extinction,DO,23,healthy,1
s10,animals/chipmunk.jpg,extinction,3,CS-,extinction,MN,1,healthy,0
s10,animals/camel.jpg,baseline,5,CS-,extinction,MN,4,healthy,0
s10,animals/mahimahi.jpg,acquisition,1,CS-,extinction,DO,16,healthy,1
s10,animals/ant.jpg,acquisition,7,CS-,extinction,DO,20,healthy,1
s10,animals/marmot.jpg,baseline,6,CS-,baseline,DO,4,healthy,1
s10,animals/perch.jpg,extinction,2,CS-,baseline,MN,7,healthy,0
s10,animals/salmon.jpg,extinction,3,CS-,baseline,DN,2,healthy,0
s10,animals/aardvark.jpg,extinction,1,CS-,baseline,MO,13,healthy,0
s10,animals/reindeer.jpg,baseline,3,CS-,baseline,DO,8,healthy,1
s10,animals/goldfish.jpg,baseline,6,CS-,baseline,MO,23,healthy,0
s10,animals/canary.jpg,acquisition,4,CS-,baseline,DO,22,healthy,1
s10,animals/racoon.jpg,baseline,7,CS-,baseline,MO,15,healthy,0
s10,tools/hairdryer.jpg,acquisition,7,CS+,acquisition,DO,14,healthy,1
s10,tools/chisel.jpg,acquisition,3,CS+,acquisition,DO,16,healthy,1
s10,tools/cheesegrater.jpg,extinction,7,CS+,acquisition,DO,18,healthy,1
s10,tools/stove.jpg,extinction,2,CS+,acquisition,DO,19,healthy,1
s10,tools/electricbreaker.jpg,acquisition,2,CS+,acquisition,DO,9,healthy,1
s10,tools/beadingtool.jpg,acquisition,1,CS+,acquisition,DO,20,healthy,1
s10,tools/ropeandpulley.jpg,extinction,5,CS+,acquisition,DO,8,healthy,1
s10,tools/gardenhose.jpg,acquisition,7,CS+,acquisition,DO,13,healthy,1
s10,tools/sander.jpg,extinction,1,CS+,extinction,MO,1,healthy,0
s10,tools/viceclamp.jpg,acquisition,4,CS+,extinction,DO,24,healthy,1
s10,tools/sparkplug.jpg,acquisition,1,CS+,extinction,MO,11,healthy,0
s10,tools/spoon.jpg,extinction,7,CS+,extinction,DO,13,healthy,1
s10,tools/pruner.jpg,extinction,5,CS+,extinction,DO,20,healthy,1
s10,tools/routerplane.jpg,extinction,1,CS+,extinction,DO,21,healthy,1
s10,tools/vegetablepeeler.jpg,extinction,7,CS+,extinction,DO,8,healthy,1
s10,tools/measuringcups.jpg,acquisition,7,CS+,extinction,DO,23,healthy,1
s10,tools/solderingtorch.jpg,extinction,2,CS+,baseline,DO,24,healthy,1
s10,tools/bucket.jpg,baseline,7,CS+,baseline,MO,16,healthy,0
s10,tools/carpetblower.jpg,acquisition,5,CS+,baseline,MO,3,healthy,0
s10,tools/toaster.jpg,extinction,7,CS+,baseline,DO,10,healthy,1
s10,tools/measuringtape.jpg,extinction,6,CS+,baseline,MO,2,healthy,0
s10,tools/edger.jpg,acquisition,2,CS+,baseline,DO,9,healthy,1
s10,tools/videogamecontroller.jpg,extinction,7,CS+,baseline,DO,18,healthy,1
s10,tools/monkeywrench.jpg,extinction,6,CS+,baseline,DO,15,healthy,1
s10,animals/hummingbird.jpg,extinction,6,CS-,acquisition,MO,9,healthy,0
s10,animals/leopard.jpg,extinction,5,CS-,acquisition,,13,healthy,0
s10,animals/pike.jpg,extinction,2,CS-,acquisition,MO,21,healthy,0
s10,animals/mole.jpg,extinction,3,CS-,acquisition,MO,12,healthy,0
s10,animals/caterpillarpeacockmoth.jpg,extinction,2,CS-,acquisition,DO,16,healthy,1
s10,animals/dragonfly.jpg,extinction,4,CS-,acquisition,MN,17,healthy,0
s10,animals/waterbuffalo.jpg,baseline,2,CS-,acquisition,MN,11,healthy,0
s10,animals/quail.jpg,extinction,2,CS-,acquisition,DO,5,healthy,1
s10,animals/assassinbug.jpg,acquisition,4,CS-,extinction,DO,22,healthy,1
s10,animals/rabbit.jpg,baseline,7,CS-,extinction,MO,24,healthy,0
s10,animals/partridge.jpg,baseline,1,CS-,extinction,MO,14,healthy,0
s10,animals/brown_bear.jpg,baseline,7,CS-,extinction,DO,13,healthy,1
s10,animals/turkey.jpg,baseline,7,CS-,extinction,DN,3,healthy,0
s10,animals/carp.jpg,acquisition,7,CS-,extinction,DO,5,healthy,1
s10,animals/sheep.jpg,extinction,7,CS-,extinction,MN,18,healthy,0
s10,animals/dramaderry.jpg,baseline,5,CS-,extinction,DO,15,healthy,1
s10,animals/elephantafrican.jpg,extinction,7,CS-,baseline,DO,10,healthy,1
s10,animals/horse.jpg,baseline,7,CS-,baseline,MN,19,healthy,0
s10,animals/hyena.jpg,extinction,3,CS-,baseline,DO,1,healthy,1
s10,animals/rhino.jpg,extinction,2,CS-,baseline,MO,18,healthy,0
s10,animals/cricket.jpg,acquisition,5,CS-,baseline,DO,14,healthy,1
s10,animals/llama.jpg,extinction,2,CS-,baseline,MO,3,healthy,0
s10,animals/starfish.jpg,extinction,2,CS-,baseline,DO,9,healthy,1
s10,animals/halibut.jpg,baseline,2,CS-,baseline,DO,6,healthy,1
s10,tools/transmissionwrench.jpg,acquisition,5,CS+,acquisition,DO,24,healthy,1
s10,tools/reflexhammer.jpg,acquisition,5,CS+,acquisition,DO,6,healthy,1
s10,tools/rake.jpg,acquisition,7,CS+,acquisition,DO,2,healthy,1
s10,tools/rollingpin.jpg,acquisition,7,CS+,acquisition,DO,22,healthy,1
s10,tools/pliers.jpg,acquisition,7,CS+,acquisition,DO,11,healthy,1
s10,tools/shoehorn.jpg,acquisition,2,CS+,acquisition,MO,15,healthy,0
s10,tools/gong.jpg,acquisition,1,CS+,acquisition,DO,1,healthy,1
s10,tools/faxmachine.jpg,acquisition,7,CS+,acquisition,DO,12,healthy,1
s10,tools/tubeflaring.jpg,acquisition,3,CS+,extinction,DO,10,healthy,1
s10,tools/eraser.jpg,acquisition,7,CS+,extinction,DO,22,healthy,1
s10,tools/wrench.jpg,acquisition,7,CS+,extinction,DO,6,healthy,1
s10,tools/mallet.jpg,acquisition,2,CS+,extinction,DO,5,healthy,1
s10,tools/weedeater.jpg,acquisition,1,CS+,extinction,DO,14,healthy,1
s10,tools/fan.jpg,acquisition,6,CS+,extinction,DO,3,healthy,1
s10,tools/levelmount.jpg,acquisition,2,CS+,extinction,DO,7,healthy,1
s10,tools/broom.jpg,acquisition,7,CS+,extinction,DO,12,healthy,1
s10,tools/jumpercables.jpg,extinction,6,CS+,baseline,,21,healthy,0
s10,tools/campingstove.jpg,acquisition,1,CS+,baseline,DO,11,healthy,1
s10,tools/extensioncord.jpg,extinction,7,CS+,baseline,DO,19,healthy,1
s10,tools/chainsaw.jpg,extinction,6,CS+,baseline,DO,22,healthy,1
s10,tools/hammer.jpg,extinction,7,CS+,baseline,DO,6,healthy,1
s10,tools/camera.jpg,baseline,3,CS+,baseline,DO,5,healthy,1
s10,tools/workbench.jpg,baseline,3,CS+,baseline,MN,1,healthy,0
s10,tools/microwave.jpg,baseline,7,CS+,baseline,DO,7,healthy,1
s12,tools/extensioncord.jpg,acquisition,5,CS-,baseline,DO,7,healthy,1
s12,animals/aardvark.jpg,extinction,2,CS+,baseline,MO,11,healthy,0
s12,tools/mallet.jpg,baseline,4,CS-,extinction,MN,24,healthy,0
s12,tools/monkeywrench.jpg,extinction,6,CS-,baseline,MO,18,healthy,0
s12,tools/fan.jpg,acquisition,3,CS-,extinction,MO,12,healthy,0
