subject,encode_phase,response_phase,prop,mem_prop,_count,mem_count,cr,hr,group
113,acquisition,acquisition,-0.041666666666666685,-0.05555555555555558,-1,1,0.0625,0.125,ptsd
113,acquisition,extinction,-0.04166666666666663,0.1111111111111111,-1,1,0.0625,0.125,ptsd
113,extinction,baseline,0.08333333333333331,0.5,2,5,0.10416666666666663,0.16666666666666666,ptsd
113,extinction,acquisition,0.0,-0.25,0,0,0.10416666666666663,0.16666666666666666,ptsd
113,extinction,extinction,-0.08333333333333337,-0.25,-2,-1,0.10416666666666663,0.16666666666666666,ptsd
114,baseline,baseline,-0.08333333333333333,-0.1,-2,-1,0.0625,0.16666666666666669,ptsd
114,baseline,acquisition,0.16666666666666663,0.09999999999999998,4,5,0.0625,0.16666666666666669,ptsd
114,baseline,extinction,-0.08333333333333333,0.0,-2,0,0.0625,0.16666666666666669,ptsd
114,acquisition,baseline,-0.16666666666666666,0.0,-4,0,0.27083333333333337,0.37500000000000006,ptsd
114,acquisition,acquisition,0.41666666666666663,0.18181818181818177,10,11,0.27083333333333337,0.37500000000000006,ptsd
114,acquisition,extinction,-0.25,-0.18181818181818185,-6,-2,0.27083333333333337,0.37500000000000006,ptsd
114,extinction,baseline,-0.20833333333333331,0.0,-5,0,0.3541666666666666,0.45833333333333337,ptsd
114,extinction,acquisition,0.5,0.25,12,12,0.3541666666666666,0.45833333333333337,ptsd
114,extinction,extinction,-0.2916666666666667,-0.25,-7,-1,0.3541666666666666,0.45833333333333337,ptsd
116,baseline,baseline,-0.33333333333333337,0.0,-8,0,0.020833333333333343,0.04166666666666666,ptsd
116,baseline,acquisition,0.24999999999999994,-0.19999999999999996,6,0,0.020833333333333343,0.04166666666666666,ptsd
116,baseline,extinction,0.08333333333333334,0.2,2,1,0.020833333333333343,0.04166666666666666,ptsd
116,acquisition,baseline,-0.5416666666666666,0.0,-13,0,0.10416666666666667,0.12499999999999999,ptsd
116,acquisition,acquisition,0.5,0.0,12,3,0.10416666666666667,0.12499999999999999,ptsd
116,acquisition,extinction,0.04166666666666666,0.0,1,0,0.10416666666666667,0.12499999999999999,ptsd
116,extinction,baseline,-0.41666666666666663,0.0,-10,0,-0.02083333333333333,0.0,ptsd
116,extinction,acquisition,0.4166666666666667,0.0,10,0,-0.02083333333333333,0.0,ptsd
116,extinction,extinction,0.0,0.0,0,0,-0.02083333333333333,0.0,ptsd
117,baseline,baseline,0.125,0.0511363636363637,3,-1,-0.0625,-0.20833333333333331,ptsd
117,baseline,acquisition,0.0,-0.045454545454545525,0,-3,-0.0625,-0.20833333333333331,ptsd
117,baseline,extinction,-0.12500000000000003,-0.005681818181818149,-3,-1,-0.0625,-0.20833333333333331,ptsd
117,acquisition,baseline,0.2916666666666667,0.2807017543859649,7,5,0.10416666666666663,-0.04166666666666663,ptsd
117,acquisition,acquisition,-0.25000000000000006,-0.2953216374269006,-6,-6,0.10416666666666663,-0.04166666666666663,ptsd
117,acquisition,extinction,-0.04166666666666663,0.0146198830409357,-1,0,0.10416666666666663,-0.04166666666666663,ptsd
117,extinction,baseline,-0.12499999999999999,-0.0222222222222222,-3,-1,-0.020833333333333343,-0.16666666666666669,ptsd
117,extinction,acquisition,0.04166666666666663,-0.15555555555555556,1,-3,-0.020833333333333343,-0.16666666666666669,ptsd
117,extinction,extinction,0.08333333333333337,0.1777777777777778,2,0,-0.020833333333333343,-0.16666666666666669,ptsd
118,baseline,baseline,0.0,0.0,0,0,0.3333333333333333,0.3333333333333333,ptsd
118,baseline,acquisition,0.125,0.1515151515151516,3,7,0.3333333333333333,0.3333333333333333,ptsd
118,baseline,extinction,-0.125,-0.15151515151515146,-3,1,0.3333333333333333,0.3333333333333333,ptsd
118,acquisition,baseline,0.0,0.0,0,0,0.16666666666666669,0.16666666666666669,ptsd
118,acquisition,acquisition,0.3333333333333333,0.30000000000000004,8,5,0.16666666666666669,0.16666666666666669,ptsd
118,acquisition,extinction,-0.3333333333333333,-0.3,-8,-1,0.16666666666666669,0.16666666666666669,ptsd
118,extinction,baseline,0.0,0.0,0,0,0.16666666666666669,0.16666666666666669,ptsd
118,extinction,acquisition,0.08333333333333337,0.33333333333333337,2,4,0.16666666666666669,0.16666666666666669,ptsd
118,extinction,extinction,-0.08333333333333326,-0.33333333333333337,-2,0,0.16666666666666669,0.16666666666666669,ptsd
