subject,encode_phase,response_phase,prop,mem_prop,_count,mem_count,cr,hr,group
16,acquisition,baseline,-0.2916666666666667,-1.0,-7,-2,0.33333333333333337,0.33333333333333337,healthy
16,acquisition,acquisition,0.75,1.0,18,10,0.33333333333333337,0.33333333333333337,healthy
16,acquisition,extinction,-0.45833333333333337,0.0,-11,0,0.33333333333333337,0.33333333333333337,healthy
16,extinction,baseline,-0.25,-0.8,-6,0,0.16666666666666669,0.16666666666666666,healthy
16,extinction,acquisition,0.2916666666666667,0.6,7,3,0.16666666666666669,0.16666666666666666,healthy
16,extinction,extinction,-0.041666666666666685,0.2,-1,1,0.16666666666666669,0.16666666666666666,healthy
17,baseline,baseline,-0.20833333333333337,-0.2277777777777778,-5,-4,0.16666666666666674,0.08333333333333337,healthy
17,baseline,acquisition,0.25000000000000006,0.30000000000000004,6,7,0.16666666666666674,0.08333333333333337,healthy
17,baseline,extinction,-0.041666666666666685,-0.07222222222222222,-1,-1,0.16666666666666674,0.08333333333333337,healthy
17,acquisition,baseline,-0.33333333333333337,-0.2857142857142857,-8,-4,0.3333333333333334,0.25,healthy
17,acquisition,acquisition,0.4583333333333333,0.4190476190476191,11,12,0.3333333333333334,0.25,healthy
17,acquisition,extinction,-0.125,-0.13333333333333333,-3,-2,0.3333333333333334,0.25,healthy
17,extinction,baseline,-0.16666666666666669,-0.10416666666666666,-4,0,0.5,0.41666666666666663,healthy
17,extinction,acquisition,0.4583333333333333,0.5416666666666667,11,12,0.5,0.41666666666666663,healthy
17,extinction,extinction,-0.2916666666666667,-0.4375,-7,-2,0.5,0.41666666666666663,healthy
19,baseline,baseline,0.24999999999999994,0.381578947368421,6,7,0.041666666666666574,-0.04166666666666674,healthy
19,baseline,acquisition,-0.04166666666666666,-0.04473684210526316,-1,-1,0.041666666666666574,-0.04166666666666674,healthy
19,baseline,extinction,-0.20833333333333331,-0.3368421052631579,-5,-7,0.041666666666666574,-0.04166666666666674,healthy
19,acquisition,baseline,0.0,-0.09583333333333333,0,-2,0.04166666666666674,-0.04166666666666663,healthy
19,acquisition,acquisition,0.16666666666666666,0.2708333333333333,4,4,0.04166666666666674,-0.04166666666666663,healthy
19,acquisition,extinction,-0.16666666666666663,-0.175,-4,-3,0.04166666666666674,-0.04166666666666663,healthy
19,extinction,baseline,-0.08333333333333334,0.016666666666666663,-2,0,0.04166666666666674,-0.04166666666666663,healthy
19,extinction,acquisition,0.0,-0.11249999999999999,0,-2,0.04166666666666674,-0.04166666666666663,healthy
19,extinction,extinction,0.08333333333333331,0.09583333333333333,2,1,0.04166666666666674,-0.04166666666666663,healthy
21,baseline,baseline,-0.041666666666666685,0.0615384615384616,-1,0,0.12500000000000006,-0.08333333333333337,healthy
21,baseline,acquisition,0.20833333333333331,-0.025641025641025605,5,-1,0.12500000000000006,-0.08333333333333337,healthy
21,baseline,extinction,-0.16666666666666666,-0.03589743589743585,-4,-1,0.12500000000000006,-0.08333333333333337,healthy
21,acquisition,baseline,-0.12500000000000003,-0.20714285714285713,-3,-5,-0.04166666666666663,-0.25,healthy
21,acquisition,acquisition,0.3333333333333333,0.3357142857142857,8,2,-0.04166666666666663,-0.25,healthy
21,acquisition,extinction,-0.20833333333333337,-0.1285714285714286,-5,-3,-0.04166666666666663,-0.25,healthy
21,extinction,baseline,-0.4166666666666667,-0.16666666666666669,-10,-2,0.12500000000000006,-0.08333333333333331,healthy
21,extinction,acquisition,0.25,-0.041666666666666685,6,-1,0.12500000000000006,-0.08333333333333331,healthy
21,extinction,extinction,0.16666666666666669,0.20833333333333331,4,1,0.12500000000000006,-0.08333333333333331,healthy
101,baseline,baseline,-0.20833333333333331,-1.0,-5,-1,0.25,0.29166666666666663,ptsd
101,baseline,acquisition,0.2916666666666667,0.75,7,6,0.25,0.29166666666666663,ptsd
101,baseline,extinction,-0.08333333333333331,0.25,-2,2,0.25,0.29166666666666663,ptsd
101,acquisition,baseline,0.04166666666666667,0.0625,1,1,0.45833333333333326,0.5,ptsd
101,acquisition,acquisition,0.375,-0.125,9,10,0.45833333333333326,0.5,ptsd
101,acquisition,extinction,-0.41666666666666663,0.0625,-10,1,0.45833333333333326,0.5,ptsd
101,extinction,baseline,-0.041666666666666685,0.2727272727272727,-1,3,0.20833333333333331,0.25,ptsd
101,extinction,acquisition,0.08333333333333337,-0.2727272727272727,2,3,0.20833333333333331,0.25,ptsd
101,extinction,extinction,-0.041666666666666685,0.0,-1,0,0.20833333333333331,0.25,ptsd
102,baseline,baseline,0.04166666666666667,0.14285714285714285,1,2,0.04166666666666677,0.04166666666666674,ptsd
102,baseline,acquisition,-0.08333333333333334,-0.16483516483516486,-2,-2,0.04166666666666677,0.04166666666666674,ptsd
102,baseline,extinction,0.04166666666666663,0.02197802197802201,1,1,0.04166666666666677,0.04166666666666674,ptsd
102,acquisition,baseline,-0.25,-0.4,-6,-6,0.0,0.0,ptsd
102,acquisition,acquisition,-0.16666666666666669,-0.19999999999999998,-4,-3,0.0,0.0,ptsd
102,acquisition,extinction,0.4166666666666667,0.6000000000000001,10,9,0.0,0.0,ptsd
102,extinction,baseline,0.0,-0.08333333333333333,0,-1,-0.0833333333333333,-0.08333333333333331,ptsd
102,extinction,acquisition,0.0,0.1833333333333333,0,1,-0.0833333333333333,-0.08333333333333331,ptsd
102,extinction,extinction,0.0,-0.09999999999999998,0,-2,-0.0833333333333333,-0.08333333333333331,ptsd
103,baseline,baseline,-0.16666666666666669,0.0,-4,0,0.20833333333333331,0.0,ptsd
103,baseline,acquisition,0.16666666666666666,0.05263157894736842,4,1,0.20833333333333331,0.0,ptsd
103,baseline,extinction,0.0,-0.05263157894736842,0,-1,0.20833333333333331,0.0,ptsd
103,acquisition,baseline,0.0,0.016447368421052655,0,2,0.3333333333333333,0.125,ptsd
103,acquisition,acquisition,0.0,0.06578947368421051,0,2,0.3333333333333333,0.125,ptsd
103,acquisition,extinction,0.0,-0.08223684210526316,0,-1,0.3333333333333333,0.125,ptsd
103,extinction,baseline,-0.16666666666666669,-0.08771929824561403,-4,-4,-0.08333333333333333,-0.29166666666666663,ptsd
103,extinction,acquisition,0.0,0.10087719298245618,0,-1,-0.08333333333333333,-0.29166666666666663,ptsd
103,extinction,extinction,0.16666666666666669,-0.01315789473684209,4,-2,-0.08333333333333333,-0.29166666666666663,ptsd
104,baseline,baseline,0.0,-0.2272727272727273,0,0,0.10416666666666663,0.20833333333333331,ptsd
104,baseline,acquisition,0.16666666666666669,0.2272727272727273,4,5,0.10416666666666663,0.20833333333333331,ptsd
104,baseline,extinction,-0.16666666666666669,0.0,-4,0,0.10416666666666663,0.20833333333333331,ptsd
104,acquisition,baseline,0.04166666666666663,0.3333333333333333,1,2,0.020833333333333315,0.125,ptsd
104,acquisition,acquisition,-0.08333333333333337,-0.5,-2,0,0.020833333333333315,0.125,ptsd
104,acquisition,extinction,0.04166666666666663,0.16666666666666666,1,1,0.020833333333333315,0.125,ptsd
104,extinction,baseline,0.125,0.5,3,2,-0.020833333333333343,0.08333333333333333,ptsd
104,extinction,acquisition,-0.25000000000000006,-0.5,-6,0,-0.020833333333333343,0.08333333333333333,ptsd
104,extinction,extinction,0.125,0.0,3,0,-0.020833333333333343,0.08333333333333333,ptsd
105,baseline,baseline,-0.04166666666666663,0.0644257703081233,-1,3,0.0833333333333332,0.16666666666666663,ptsd
105,baseline,acquisition,0.125,0.14565826330532208,3,4,0.0833333333333332,0.16666666666666663,ptsd
105,baseline,extinction,-0.08333333333333334,-0.2100840336134454,-2,-3,0.0833333333333332,0.16666666666666663,ptsd
105,acquisition,baseline,0.3333333333333333,0.25454545454545463,8,6,0.08333333333333329,0.16666666666666669,ptsd
105,acquisition,acquisition,-0.16666666666666663,-0.1636363636363637,-4,-1,0.08333333333333329,0.16666666666666669,ptsd
105,acquisition,extinction,-0.16666666666666666,-0.09090909090909093,-4,-1,0.08333333333333329,0.16666666666666669,ptsd
105,extinction,baseline,0.25000000000000006,0.3076923076923077,6,4,-0.08333333333333334,0.0,ptsd
105,extinction,acquisition,0.0,-0.07692307692307693,0,-1,-0.08333333333333334,0.0,ptsd
105,extinction,extinction,-0.25,-0.23076923076923078,-6,-3,-0.08333333333333334,0.0,ptsd
106,baseline,baseline,0.3333333333333333,0.2833333333333334,8,4,-0.041666666666666685,0.08333333333333331,ptsd
106,baseline,acquisition,-0.20833333333333331,-0.26666666666666666,-5,-2,-0.041666666666666685,0.08333333333333331,ptsd
106,baseline,extinction,-0.12499999999999999,-0.016666666666666677,-3,0,-0.041666666666666685,0.08333333333333331,ptsd
106,acquisition,baseline,-0.041666666666666685,-0.41666666666666663,-1,0,0.08333333333333331,0.20833333333333331,ptsd
106,acquisition,acquisition,0.375,0.75,9,6,0.08333333333333331,0.20833333333333331,ptsd
106,acquisition,extinction,-0.3333333333333333,-0.3333333333333333,-8,-1,0.08333333333333331,0.20833333333333331,ptsd
106,extinction,baseline,0.20833333333333337,0.1333333333333333,5,2,0.04166666666666666,0.16666666666666669,ptsd
106,extinction,acquisition,0.25,0.4666666666666666,6,5,0.04166666666666666,0.16666666666666669,ptsd
106,extinction,extinction,-0.45833333333333337,-0.6,-11,-3,0.04166666666666666,0.16666666666666669,ptsd
107,baseline,baseline,0.04166666666666663,0.1025641025641025,1,1,-0.04166666666666663,-0.04166666666666663,ptsd
107,baseline,acquisition,0.16666666666666669,0.12179487179487175,4,1,-0.04166666666666663,-0.04166666666666663,ptsd
107,baseline,extinction,-0.20833333333333331,-0.2243589743589744,-5,-3,-0.04166666666666663,-0.04166666666666663,ptsd
107,acquisition,baseline,-0.125,-0.019047619047619035,-3,0,0.04166666666666674,0.04166666666666663,ptsd
107,acquisition,acquisition,-0.08333333333333337,-0.18095238095238098,-2,-2,0.04166666666666674,0.04166666666666663,ptsd
107,acquisition,extinction,0.20833333333333331,0.2,5,3,0.04166666666666674,0.04166666666666663,ptsd
107,extinction,baseline,-0.125,-0.2142857142857143,-3,-4,-0.08333333333333331,-0.08333333333333326,ptsd
107,extinction,acquisition,0.20833333333333331,0.2678571428571429,5,3,-0.08333333333333331,-0.08333333333333326,ptsd
107,extinction,extinction,-0.08333333333333334,-0.053571428571428575,-2,-1,-0.08333333333333331,-0.08333333333333326,ptsd
108,baseline,baseline,-0.08333333333333331,-0.06410256410256415,-2,0,0.16666666666666669,0.20833333333333337,ptsd
108,baseline,acquisition,-0.125,-0.18376068376068383,-3,-1,0.16666666666666669,0.20833333333333337,ptsd
108,baseline,extinction,0.20833333333333331,0.24786324786324787,5,6,0.16666666666666669,0.20833333333333337,ptsd
108,acquisition,baseline,-0.16666666666666666,-0.25,-4,-1,0.20833333333333331,0.25,ptsd
108,acquisition,acquisition,0.041666666666666685,-0.24999999999999994,1,1,0.20833333333333331,0.25,ptsd
108,acquisition,extinction,0.125,0.5,3,6,0.20833333333333331,0.25,ptsd
108,extinction,baseline,-0.08333333333333331,-0.02777777777777779,-2,-1,-0.16666666666666669,-0.125,ptsd
108,extinction,acquisition,0.0,-0.3888888888888889,0,-5,-0.16666666666666669,-0.125,ptsd
108,extinction,extinction,0.08333333333333331,0.41666666666666663,2,3,-0.16666666666666669,-0.125,ptsd
109,baseline,baseline,-0.2916666666666667,-0.3968253968253968,-7,-7,0.25,0.125,ptsd
109,baseline,acquisition,0.25,0.3333333333333333,6,8,0.25,0.125,ptsd
109,baseline,extinction,0.041666666666666685,0.06349206349206349,1,2,0.25,0.125,ptsd
109,acquisition,baseline,0.08333333333333333,0.05,2,1,0.25,0.125,ptsd
109,acquisition,acquisition,-0.16666666666666674,-0.08235294117647052,-4,1,0.25,0.125,ptsd
109,acquisition,extinction,0.08333333333333334,0.0323529411764706,2,1,0.25,0.125,ptsd
109,extinction,baseline,-0.125,-0.1176470588235294,-3,-2,0.16666666666666663,0.04166666666666663,ptsd
109,extinction,acquisition,-0.29166666666666663,-0.4281045751633987,-7,-7,0.16666666666666663,0.04166666666666663,ptsd
109,extinction,extinction,0.4166666666666667,0.545751633986928,10,10,0.16666666666666663,0.04166666666666663,ptsd
110,baseline,baseline,0.20833333333333337,0.13903743315508021,5,4,0.25,0.25000000000000006,ptsd
110,baseline,acquisition,0.04166666666666663,0.19786096256684488,1,5,0.25,0.25000000000000006,ptsd
110,baseline,extinction,-0.25,-0.3368983957219251,-6,-3,0.25,0.25000000000000006,ptsd
110,acquisition,baseline,0.041666666666666685,0.10457516339869281,1,2,0.04166666666666663,0.04166666666666663,ptsd
110,acquisition,acquisition,0.16666666666666669,0.21241830065359477,4,4,0.04166666666666663,0.04166666666666663,ptsd
110,acquisition,extinction,-0.20833333333333337,-0.3169934640522876,-5,-5,0.04166666666666663,0.04166666666666663,ptsd
110,extinction,baseline,0.041666666666666685,-0.10227272727272729,1,0,0.125,0.125,ptsd
110,extinction,acquisition,0.12500000000000003,0.3295454545454545,3,4,0.125,0.125,ptsd
110,extinction,extinction,-0.16666666666666669,-0.2272727272727273,-4,-1,0.125,0.125,ptsd
111,baseline,baseline,-0.08333333333333331,-0.20129870129870125,-2,-1,0.14583333333333326,0.33333333333333326,ptsd
111,baseline,acquisition,0.7083333333333334,0.7272727272727273,17,16,0.14583333333333326,0.33333333333333326,ptsd
111,baseline,extinction,-0.625,-0.525974025974026,-15,-7,0.14583333333333326,0.33333333333333326,ptsd
111,acquisition,baseline,-0.125,-0.040106951871657776,-3,0,0.020833333333333315,0.20833333333333326,ptsd
111,acquisition,acquisition,0.6666666666666666,0.6417112299465241,16,15,0.020833333333333315,0.20833333333333326,ptsd
111,acquisition,extinction,-0.5416666666666666,-0.6016042780748664,-13,-10,0.020833333333333315,0.20833333333333326,ptsd
111,extinction,baseline,-0.125,0.02834008097165991,-3,1,0.0625,0.25,ptsd
111,extinction,acquisition,0.75,0.7408906882591093,18,15,0.0625,0.25,ptsd
111,extinction,extinction,-0.625,-0.7692307692307693,-15,-10,0.0625,0.25,ptsd
112,baseline,baseline,-0.20833333333333337,-0.19580419580419578,-5,-2,0.062499999999999944,0.08333333333333331,ptsd
112,baseline,acquisition,0.3333333333333333,0.46853146853146876,8,7,0.062499999999999944,0.08333333333333331,ptsd
112,baseline,extinction,-0.125,-0.2727272727272727,-3,-3,0.062499999999999944,0.08333333333333331,ptsd
112,acquisition,baseline,-0.4166666666666667,-0.2,-10,-1,0.18750000000000006,0.20833333333333337,ptsd
112,acquisition,acquisition,0.625,0.4,15,7,0.18750000000000006,0.20833333333333337,ptsd
112,acquisition,extinction,-0.20833333333333331,-0.2,-5,-1,0.18750000000000006,0.20833333333333337,ptsd
112,extinction,baseline,-0.20833333333333337,-0.5,-5,-2,0.0625,0.08333333333333334,ptsd
112,extinction,acquisition,0.16666666666666663,0.16666666666666663,4,2,0.0625,0.08333333333333334,ptsd
112,extinction,extinction,0.041666666666666685,0.3333333333333333,1,2,0.0625,0.08333333333333334,ptsd
113,baseline,baseline,0.16666666666666663,0.19642857142857145,4,2,-0.020833333333333426,0.04166666666666663,ptsd
113,baseline,acquisition,-0.125,0.0892857142857143,-3,1,-0.020833333333333426,0.04166666666666663,ptsd
113,baseline,extinction,-0.041666666666666685,-0.2857142857142857,-1,-2,-0.020833333333333426,0.04166666666666663,ptsd
113,acquisition,baseline,0.08333333333333331,-0.05555555555555558,2,1,0.0625,0.125,ptsd
