onset	duration	trial_type
4.0169999999999995	15.316	animal
26.4	15.332999999999998	indoor
48.8	15.283	tool
71.15	15.332999999999998	outdoor
93.53299999999999	15.299999999999995	scrambled
111.833	6.0	rest
121.9	15.332999999999998	outdoor
144.283	15.317000000000007	animal
166.65	15.282999999999989	scrambled
189.0	15.300000000000011	tool
211.36700000000002	15.316000000000004	indoor
229.683	6.0	rest
239.75	15.317000000000007	scrambled
262.117	15.282999999999962	tool
284.467	15.316000000000033	indoor
306.85	15.31699999999995	animal
329.23400000000004	15.316000000000033	outdoor
347.55	6.0	rest
357.61699999999996	15.282999999999962	tool
379.95	15.283999999999994	scrambled
402.3	15.317000000000007	outdoor
424.684	15.332999999999972	indoor
447.06699999999995	15.317000000000007	animal
465.384	6.0	rest
