onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS+	animals/caterpillarpeacockmoth.jpg	Old	baseline	DO	H	H	1.982
11.099	3.0	CS+	animals/pelican.jpg	Old	baseline	MO	H	M	1.499
18.183	3.0	CS+	animals/earthworm.jpg	New	foil	MN	CR	CR	1.358
25.283	3.0	CS+	animals/beardeddragon.jpg	New	foil	MN	CR	CR	1.453
32.383	3.0	CS-	tools/microwave.jpg	Old	extinction	DN	M	M	1.757
40.483000000000004	3.0	CS-	tools/rollingpin.jpg	Old	baseline	MO	H	M	1.89
47.583	3.0	CS+	animals/tragopan.jpg	New	foil	MN	CR	CR	1.393
55.683	3.0	CS+	animals/mahimahi.jpg	Old	acquisition	MO	H	M	1.463
62.733000000000004	3.0	CS-	tools/flashlight.jpg	New	foil	MO	FA	CR	2.501
69.783	3.0	CS-	tools/clamp.jpg	New	foil	MO	FA	CR	1.935
77.883	3.0	CS-	tools/scratchawl.jpg	New	foil	MN	CR	CR	1.371
84.98299999999999	3.0	CS-	tools/carabiner.jpg	New	foil	MN	CR	CR	2.322
93.083	3.0	CS-	tools/ruler.jpg	Old	acquisition	DO	H	H	1.617
101.15	3.0	CS+	animals/hyena.jpg	Old	extinction	MO	H	M	1.496
108.23299999999999	3.0	CS-	tools/ropeandpulley.jpg	Old	baseline	MN	M	M	2.542
116.333	3.0	CS+	animals/malaysianjunglenymph.jpg	New	foil	MN	CR	CR	2.164
123.4	3.0	CS+	animals/flamingo.jpg	Old	extinction	MO	H	M	1.911
130.483	3.0	CS-	tools/levelmount.jpg	Old	acquisition	MN	M	M	2.053
137.566	3.0	CS-	tools/solderingtorch.jpg	Old	extinction	MO	H	M	2.12
145.65	3.0	CS+	animals/mink.jpg	Old	acquisition	MO	H	M	1.9409999999999998
152.75	3.0	CS+	animals/owl.jpg	New	foil	MO	FA	CR	1.482
159.833	3.0	CS+	animals/leafinsect.jpg	New	foil	MN	CR	CR	2.16
167.933	3.0	CS-	tools/thermometer.jpg	Old	acquisition		M	M	
175.0	3.0	CS-	tools/ladder.jpg	Old	baseline	MO	H	M	1.87
183.1	3.0	CS-	tools/snowbrush.jpg	New	foil	MN	CR	CR	1.796
190.166	3.0	CS+	animals/giraffe.jpg	Old	baseline	DO	H	H	2.026
197.25	3.0	CS+	animals/marlin.jpg	New	foil	MO	FA	CR	1.624
204.35	3.0	CS-	tools/telephone.jpg	New	foil	MO	FA	CR	1.851
212.45	3.0	CS+	animals/firebug.jpg	Old	acquisition	DO	H	H	1.253
219.55	3.0	CS-	tools/measuringtape.jpg	Old	extinction	MO	H	M	1.9369999999999998
227.65	3.0	CS+	animals/dramaderry.jpg	Old	acquisition	MO	H	M	2.155
235.75	3.0	CS-	tools/camera.jpg	Old	extinction	MO	H	M	1.7480000000000002
243.8	3.0	CS-	tools/pick.jpg	New	foil	MN	CR	CR	1.983
251.86599999999999	3.0	CS-	tools/scissors.jpg	Old	baseline	MO	H	M	1.632
259.95	3.0	CS-	tools/laptop.jpg	New	foil	MN	CR	CR	1.422
268.05	3.0	CS-	tools/broom.jpg	Old	acquisition	MN	M	M	1.629
275.116	3.0	CS+	animals/orangutan.jpg	New	foil	DN	CR	CR	1.7990000000000002
282.2	3.0	CS+	animals/caterpillarhawkmoth.jpg	Old	extinction	MO	H	M	1.761
289.26599999999996	3.0	CS+	animals/cricket.jpg	Old	extinction	MO	H	M	1.758
296.35	3.0	CS+	animals/boar.jpg	Old	baseline	MO	H	M	1.883
