onset	duration	trial_type	stimulus	response
8.017000000000001	5.0	CS+	stims2/animals/chicken.jpg	2
19.05	5.0	CS-	stims2/tools/hoe.jpg	2
29.1	4.0	CS+	stims2/animals/hippo.jpg	1
39.15	4.5	CS+	stims2/animals/moth.jpg	2
48.7	5.0	CS-	stims2/tools/trowel.jpg	2
59.75	5.0	CS-	stims2/tools/generator.jpg	2
70.8	4.0	CS+	stims2/animals/dolphin.jpg	1
81.85	4.5	CS-	stims2/tools/saw.jpg	2
91.4	4.5	CS-	stims2/tools/ducttape.jpg	2
100.95	4.5	CS+	stims2/animals/rosechafer.jpg	2
112.5	5.0	CS+	stims2/animals/springhare.jpg	1
122.55	4.0	CS-	stims2/tools/computermouse.jpg	2
132.6	4.5	CS+	stims2/animals/donkey.jpg	2
142.15	4.0	CS-	stims2/tools/coathanger.jpg	2
151.2	4.0	CS+	stims2/animals/peacock.jpg	1
162.25	4.5	CS-	stims2/tools/glove.jpg	2
172.8	4.0	CS-	stims2/tools/handdrill.jpg	2
183.833	4.5	CS+	stims2/animals/sparrow.jpg	1
194.36700000000002	4.5	CS-	stims2/tools/circularsaw.jpg	2
204.917	4.0	CS+	stims2/animals/dog.jpg	2
215.967	4.0	CS-	stims2/tools/drill.jpg	2
227.017	5.0	CS+	stims2/animals/bluejay.jpg	2
239.067	5.0	CS+	stims2/animals/koi.jpg	2
249.11700000000002	5.0	CS-	stims2/tools/loom.jpg	2
