onset	duration	trial_type	stimulus	response
8.033	4.0	CS-	stims2/animals/springhare.jpg	2
18.083	4.0	CS+	stims2/tools/circularsaw.jpg	1
29.116	4.0	CS+	stims2/tools/hoe.jpg	2
40.166	4.5	CS+	stims2/tools/computermouse.jpg	2
49.716	4.0	CS-	stims2/animals/peacock.jpg	2
59.766000000000005	5.0	CS-	stims2/animals/rosechafer.jpg	2
71.816	4.0	CS+	stims2/tools/trowel.jpg	2
80.84899999999999	4.0	CS-	stims2/animals/dog.jpg	2
89.899	5.0	CS-	stims2/animals/hippo.jpg	2
99.949	4.5	CS+	stims2/tools/ducttape.jpg	2
110.499	4.5	CS+	stims2/tools/drill.jpg	2
122.04899999999999	5.0	CS-	stims2/animals/chicken.jpg	2
134.083	4.0	CS+	stims2/tools/glove.jpg	2
144.116	4.5	CS-	stims2/animals/sparrow.jpg	2
153.649	4.5	CS+	stims2/tools/saw.jpg	2
163.19899999999998	4.5	CS-	stims2/animals/moth.jpg	2
173.74900000000002	5.0	CS-	stims2/animals/donkey.jpg	2
184.799	5.0	CS+	stims2/tools/loom.jpg	2
194.84900000000002	4.5	CS-	stims2/animals/bluejay.jpg	2
206.399	5.0	CS+	stims2/tools/coathanger.jpg	2
217.449	4.0	CS-	stims2/animals/dolphin.jpg	2
226.49900000000002	5.0	CS+	stims2/tools/handdrill.jpg	2
238.549	5.0	CS+	stims2/tools/generator.jpg	2
250.59900000000002	4.5	CS-	stims2/animals/koi.jpg	2
