onset	duration	trial_type
4.0169999999999995	15.316	animal
26.4	15.332999999999998	indoor
48.8	15.25	tool
71.117	15.316000000000004	outdoor
93.48299999999999	15.266999999999996	scrambled
111.75	6.0	rest
121.81700000000001	15.316000000000017	outdoor
144.2	15.25	animal
166.5	15.266999999999996	scrambled
188.817	15.25	tool
211.11700000000002	15.332999999999998	indoor
229.45	6.0	rest
239.5	15.266999999999996	scrambled
261.817	15.283000000000017	tool
284.16700000000003	15.333000000000027	indoor
306.55	15.300000000000011	animal
328.917	15.333000000000027	outdoor
347.25	6.0	rest
357.3	15.23399999999998	tool
379.584	15.26600000000002	scrambled
401.917	15.317000000000007	outdoor
424.3	15.283999999999994	indoor
446.634	15.265999999999964	animal
464.9	6.0	rest
