onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.034	3.0	CS+	tools/gong.jpg	Old	baseline	DO	H	H	1.206
11.117	3.0	CS+	tools/caulkinggun.jpg	New	foil	DO	FA	FA	1.22
18.2	3.0	CS+	tools/reflexhammer.jpg	Old	baseline	DO	H	H	0.8009999999999999
26.267	3.0	CS-	animals/aardvark.jpg	Old	extinction	MO	H	M	1.665
34.317	3.0	CS+	tools/carpetblower.jpg	Old	extinction	MO	H	M	1.527
42.4	3.0	CS-	animals/catfish.jpg	Old	acquisition	DO	H	H	1.3769999999999998
50.483999999999995	3.0	CS-	animals/zebra.jpg	Old	extinction	DO	H	H	1.141
58.583999999999996	3.0	CS+	tools/keys.jpg	New	foil	MN	CR	CR	1.656
66.684	3.0	CS+	tools/whisk.jpg	New	foil	DN	CR	CR	1.4880000000000002
73.78399999999999	3.0	CS+	tools/engine.jpg	New	foil	DN	CR	CR	2.186
81.884	3.0	CS-	animals/reindeer.jpg	Old	extinction	DO	H	H	1.2229999999999999
89.984	3.0	CS-	animals/seaslug.jpg	New	foil	MO	FA	CR	1.83
98.051	3.0	CS+	tools/bucket.jpg	Old	extinction	DN	M	M	1.541
105.15100000000001	3.0	CS-	animals/dragonfly.jpg	Old	baseline	DO	H	H	1.216
112.21700000000001	3.0	CS-	animals/hermitcrab.jpg	New	foil	MN	CR	CR	1.87
120.301	3.0	CS-	animals/duck.jpg	Old	acquisition	MN	M	M	1.859
128.401	3.0	CS+	tools/sander.jpg	Old	acquisition	DO	H	H	1.639
136.501	3.0	CS-	animals/stickinsect.jpg	New	foil	MO	FA	CR	1.631
143.55100000000002	3.0	CS-	animals/crane.jpg	New	foil	DN	CR	CR	1.252
151.651	3.0	CS+	tools/tubeflaring.jpg	Old	acquisition	DO	H	H	2.1830000000000003
158.717	3.0	CS+	tools/level.jpg	New	foil	DO	FA	FA	1.499
166.801	3.0	CS+	tools/electricbreaker.jpg	Old	baseline	DO	H	H	0.934
173.90099999999998	3.0	CS-	animals/snail.jpg	Old	acquisition	DO	H	H	1.273
182.00099999999998	3.0	CS-	animals/waterdragon.jpg	New	foil	DO	FA	FA	1.3219999999999998
189.101	3.0	CS+	tools/campingstove.jpg	Old	extinction	DN	M	M	1.286
196.201	3.0	CS-	animals/palmcockatoo.jpg	Old	acquisition	DO	H	H	0.934
203.25	3.0	CS+	tools/dremel.jpg	New	foil	MN	CR	CR	1.903
210.351	3.0	CS-	animals/flounder.jpg	New	foil	DO	FA	FA	1.642
217.43400000000003	3.0	CS+	tools/screwdriver.jpg	Old	extinction	MO	H	M	1.641
225.517	3.0	CS-	animals/elephantafrican.jpg	Old	extinction	DO	H	H	1.416
232.601	3.0	CS-	animals/flea.jpg	Old	baseline	DO	H	H	1.158
240.701	3.0	CS-	animals/pike.jpg	Old	baseline	DO	H	H	1.5130000000000001
248.767	3.0	CS+	tools/burnisher.jpg	New	foil	DN	CR	CR	1.6480000000000001
255.851	3.0	CS+	tools/pruner.jpg	Old	acquisition	DO	H	H	1.5519999999999998
263.95099999999996	3.0	CS-	animals/tortoise.jpg	New	foil	DO	FA	FA	0.93
272.017	3.0	CS-	animals/prayingmantis.jpg	Old	baseline	DO	H	H	0.905
280.084	3.0	CS+	tools/transmissionwrench.jpg	Old	baseline	DO	H	H	1.496
287.151	3.0	CS-	animals/octopus.jpg	New	foil	DN	CR	CR	1.399
294.217	3.0	CS+	tools/viceclamp.jpg	Old	acquisition	DO	H	H	1.5219999999999998
301.301	3.0	CS+	tools/lantern.jpg	New	foil	MN	CR	CR	2.622
308.401	3.0	CS+	tools/treadmill.jpg	Old	extinction	DN	M	M	1.288
316.501	3.0	CS+	tools/microscope.jpg	New	foil	DO	FA	FA	1.6269999999999998
323.584	3.0	CS+	tools/beaker.jpg	Old	acquisition	MO	H	M	2.7710000000000004
331.667	3.0	CS-	animals/koala.jpg	New	foil	DN	CR	CR	1.931
339.751	3.0	CS-	animals/monkey.jpg	New	foil	DO	FA	FA	0.9890000000000001
347.834	3.0	CS+	tools/mallet.jpg	Old	acquisition	DN	M	M	1.545
354.901	3.0	CS-	animals/baldeagle.jpg	Old	acquisition	DO	H	H	1.2309999999999999
362.967	3.0	CS+	tools/mellonballer.jpg	New	foil	DN	CR	CR	1.4809999999999999
370.034	3.0	CS+	tools/padlock.jpg	Old	extinction	MN	M	M	1.557
377.11699999999996	3.0	CS-	animals/ladybug.jpg	New	foil	DO	FA	FA	1.093
384.20099999999996	3.0	CS-	animals/llama.jpg	Old	extinction	DO	H	H	1.345
392.267	3.0	CS-	animals/angelfish.jpg	Old	baseline	DO	H	H	1.5
400.31800000000004	3.0	CS+	tools/plunger.jpg	Old	baseline	MO	H	M	1.7890000000000001
407.418	3.0	CS-	animals/highlandcow.jpg	New	foil	DO	FA	FA	1.472
415.51800000000003	3.0	CS+	tools/wateringcan.jpg	New	foil	DO	FA	FA	2.237
423.601	3.0	CS+	tools/cheesegrater.jpg	Old	baseline	DN	M	M	1.536
430.684	3.0	CS-	animals/shark.jpg	Old	acquisition	DO	H	H	1.43
437.767	3.0	CS+	tools/magnet.jpg	New	foil	MN	CR	CR	1.818
444.86800000000005	3.0	CS-	animals/rhino.jpg	Old	extinction	DO	H	H	1.107
451.968	3.0	CS-	animals/ostrich.jpg	Old	baseline	DO	H	H	1.578
459.06800000000004	3.0	CS-	animals/tiger.jpg	Old	baseline	MO	H	M	1.78
467.134	3.0	CS+	tools/beadingtool.jpg	Old	baseline	DO	H	H	1.6569999999999998
474.218	3.0	CS+	tools/bolt.jpg	New	foil	DN	CR	CR	1.3519999999999999
481.31800000000004	3.0	CS-	animals/skunk.jpg	Old	extinction	MO	H	M	1.5630000000000002
489.384	3.0	CS+	tools/extensioncord.jpg	Old	extinction	DO	H	H	2.0709999999999997
497.468	3.0	CS-	animals/crow.jpg	Old	baseline	DO	H	H	1.04
505.56800000000004	3.0	CS+	tools/grapplinghook.jpg	New	foil	DN	CR	CR	1.642
513.668	3.0	CS-	animals/woodlouse.jpg	New	foil	DN	CR	CR	1.183
521.734	3.0	CS-	animals/panda.jpg	New	foil	DO	FA	FA	0.968
528.8009999999999	3.0	CS+	tools/vegetablepeeler.jpg	Old	acquisition	DO	H	H	1.3730000000000002
535.884	3.0	CS+	tools/paintbrush.jpg	Old	extinction	MO	H	M	1.464
542.9680000000001	3.0	CS+	tools/drillbit.jpg	Old	baseline	MN	M	M	1.788
551.0509999999999	3.0	CS+	tools/electricdrill.jpg	New	foil	MN	CR	CR	1.8159999999999998
558.118	3.0	CS-	animals/balloonfish.jpg	New	foil	DO	FA	FA	1.632
565.184	3.0	CS-	animals/assassinbug.jpg	Old	acquisition	MN	M	M	1.9180000000000001
572.268	3.0	CS-	animals/ant.jpg	Old	acquisition	MO	H	M	2.286
580.351	3.0	CS-	animals/finch.jpg	Old	extinction	DO	H	H	1.115
587.418	3.0	CS+	tools/whistle.jpg	New	foil	DN	CR	CR	1.7730000000000001
595.501	3.0	CS-	animals/bullfrog.jpg	New	foil	MO	FA	CR	1.879
603.567	3.0	CS+	tools/benchdogs.jpg	Old	acquisition	DN	M	M	2.2319999999999998
