onset	duration	trial_type
4.05	15.467	animal
26.616999999999997	15.482999999999999	indoor
49.217	15.483000000000004	tool
71.8	15.467	outdoor
94.367	15.465999999999996	scrambled
112.833	6.0	rest
122.93299999999999	15.467	outdoor
145.5	15.467000000000011	animal
168.067	15.465999999999982	scrambled
190.63299999999998	15.466999999999983	tool
213.2	15.467000000000011	indoor
231.667	6.0	rest
241.767	15.466999999999983	scrambled
264.334	15.466000000000006	tool
286.9	15.467000000000038	indoor
309.467	15.467000000000038	animal
332.034	15.466000000000006	outdoor
350.5	6.0	rest
360.6	15.466999999999983	tool
383.167	15.467000000000038	scrambled
405.73400000000004	15.466000000000006	outdoor
428.3	15.466999999999983	indoor
450.86699999999996	15.48399999999998	animal
469.351	6.0	rest
