onset	duration	trial_type	stimulus	response
8.017000000000001	4.5	CS-	stims2/tools/drill.jpg	1
17.55	4.5	CS+	stims2/animals/dolphin.jpg	2
27.1	4.0	CS+	stims2/animals/rosechafer.jpg	1
36.133	4.5	CS+	stims2/animals/bluejay.jpg	2
46.683	4.5	CS-	stims2/tools/generator.jpg	2
57.233000000000004	4.5	CS-	stims2/tools/coathanger.jpg	2
68.783	5.0	CS+	stims2/animals/sparrow.jpg	2
78.833	5.0	CS-	stims2/tools/ducttape.jpg	2
89.883	4.5	CS-	stims2/tools/saw.jpg	2
100.43299999999999	4.0	CS+	stims2/animals/springhare.jpg	2
111.48299999999999	5.0	CS+	stims2/animals/donkey.jpg	2
122.53299999999999	4.0	CS-	stims2/tools/glove.jpg	2
131.583	5.0	CS+	stims2/animals/chicken.jpg	2
143.61700000000002	5.0	CS-	stims2/tools/hoe.jpg	2
155.65	4.5	CS+	stims2/animals/peacock.jpg	2
167.2	4.0	CS-	stims2/tools/circularsaw.jpg	2
176.233	5.0	CS-	stims2/tools/trowel.jpg	2
188.283	5.0	CS+	stims2/animals/dog.jpg	2
200.333	4.0	CS-	stims2/tools/handdrill.jpg	1
210.38299999999998	4.0	CS+	stims2/animals/moth.jpg	2
220.433	4.0	CS-	stims2/tools/loom.jpg	2
230.483	4.5	CS+	stims2/animals/koi.jpg	2
242.033	4.0	CS+	stims2/animals/hippo.jpg	2
251.083	5.0	CS-	stims2/tools/computermouse.jpg	2
