stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
tools/blackboard.jpg	3	6	CS-	extinction		1
animals/horse.jpg	3	7	CS+	baseline	DN	10
animals/partridge.jpg	3	1	CS+	extinction	MO	7
animals/elephantafrican.jpg	2	7	CS+	baseline	DO	3
animals/perch.jpg	1	7	CS+	baseline	DO	12
tools/wheelbarrow.jpg	2	7	CS-	acquisition	DO	15
tools/fan.jpg	1	7	CS-	extinction	DO	11
animals/cricket.jpg	1	5	CS+	baseline	DO	11
tools/plow.jpg	2	3	CS-	acquisition	DO	7
animals/mouse.jpg	3	4	CS+	extinction	DO	18
tools/toaster.jpg	3	6	CS-	baseline	DO	1
tools/hairdryer.jpg	3	7	CS-	acquisition	DO	2
tools/treadmill.jpg	3	7	CS-	baseline	DO	8
tools/transmissionwrench.jpg	3	3	CS-	acquisition	DO	6
animals/marmot.jpg	2	2	CS+	baseline	DO	20
animals/chipmunk.jpg	2	2	CS+	extinction	DN	3
tools/weedeater.jpg	2	6	CS-	extinction	DO	7
tools/campingstove.jpg	2	2	CS-	baseline	DN	22
tools/stove.jpg	1	7	CS-	acquisition	DO	16
animals/dramaderry.jpg	3	7	CS+	extinction	DO	11
animals/halibut.jpg	1	4	CS+	baseline	MO	19
animals/quail.jpg	2	5	CS+	acquisition	DO	20
animals/anteater.jpg	2	4	CS+	extinction	DO	19
tools/ropeandpulley.jpg	3	3	CS-	acquisition	DO	22
tools/workbench.jpg	3	2	CS-	baseline	DO	21
animals/leopard.jpg	3	5	CS+	acquisition	DO	15
animals/rhino.jpg	2	4	CS+	baseline	DO	9
animals/porcupine.jpg	1	5	CS+	acquisition	DO	24
tools/levelmount.jpg	1	6	CS-	extinction	DO	2
tools/gardenhose.jpg	3	7	CS-	acquisition	DO	8
animals/firebug.jpg	2	5	CS+	extinction	DO	23
animals/mahimahi.jpg	3	1	CS+	extinction	MO	4
tools/bucket.jpg	3	7	CS-	baseline	DN	3
tools/viceclamp.jpg	3	2	CS-	extinction	DN	22
animals/pelican.jpg	2	4	CS+	acquisition	DO	12
tools/carpetblower.jpg	3	3	CS-	baseline		5
tools/hammer.jpg	3	7	CS-	baseline	DN	11
animals/dragonfly.jpg	2	3	CS+	acquisition	DO	7
tools/sparkplug.jpg	3	2	CS-	extinction	DO	3
tools/screwdriver.jpg	1	7	CS-	baseline	MN	2
animals/canary.jpg	1	7	CS+	baseline	MN	18
animals/flea.jpg	3	1	CS+	acquisition	DO	17
tools/scissors.jpg	3	7	CS-	acquisition	MO	13
animals/snapper.jpg	2	4	CS+	acquisition	DO	8
animals/carp.jpg	1	7	CS+	extinction	DO	22
