onset	duration	trial_type	stimulus	response	response_time	recognition_memory
4.034	4.0	CS+	tools/measuringtape.jpg	1	0.843	DO
15.05	4.5	CS-	animals/caterpillarhawkmoth.jpg	2	1.466	DO
26.467	5.0	CS+	tools/bucket.jpg	1	0.897	DO
38.384	4.0	CS+	tools/blower.jpg	1	0.9279999999999999	DO
48.317	5.0	CS-	animals/elephantafrican.jpg	2	0.87	DO
58.266999999999996	4.0	CS-	animals/horse.jpg	2	1.3769999999999998	MN
68.2	5.0	CS+	tools/chainsaw.jpg	1	1.435	DO
79.134	4.0	CS-	animals/cat.jpg	2	1.659	DO
90.05	4.5	CS+	tools/microwave.jpg	2	1.331	MN
99.5	4.0	CS-	animals/cricket.jpg	2	0.946	MN
108.45	5.0	CS-	animals/hyena.jpg	2	1.104	DN
119.384	5.0	CS+	tools/edger.jpg	2	0.978	MO
129.334	4.5	CS-	animals/starfish.jpg	2	1.176	MO
140.75	5.0	CS+	tools/squeegee.jpg	2	1.114	DO
151.684	5.0	CS-	animals/rhino.jpg	2	0.9259999999999999	DO
163.6	4.5	CS+	tools/carpetblower.jpg	2	1.0090000000000001	MO
174.03400000000002	4.5	CS+	tools/extensioncord.jpg	2	1.051	DO
185.45	4.5	CS-	animals/shrimp.jpg	2	1.212	MO
194.9	4.5	CS+	tools/jumpercables.jpg	2	0.968	DO
206.317	4.0	CS-	animals/finch.jpg	2	0.9259999999999999	MN
216.25	4.5	CS+	tools/duffelbag.jpg	2	1.075	DO
225.7	5.0	CS-	animals/salmon.jpg	2	0.894	MN
235.65	4.5	CS-	animals/reindeer.jpg	2	1.287	MO
247.067	5.0	CS+	tools/treadmill.jpg	2	1.053	DO
258.98400000000004	4.0	CS+	tools/camera.jpg	2	1.6580000000000001	DO
269.9	4.5	CS-	animals/goldfish.jpg	2	1.075	DO
279.35	4.0	CS+	tools/hammer.jpg	2	0.993	MO
288.3	4.0	CS+	tools/campingstove.jpg	2	1.204	MN
297.25	4.5	CS-	animals/cranebug.jpg	2	1.261	MO
307.684	4.0	CS-	animals/marmot.jpg	2	1.101	DO
318.6	5.0	CS+	tools/padlock.jpg	2	1.089	DO
330.517	5.0	CS-	animals/halibut.jpg	2	0.9129999999999999	MO
340.467	4.0	CS+	tools/screwdriver.jpg	2	1.071	MO
350.4	4.5	CS-	animals/aardvark.jpg	2	0.758	MO
360.834	4.5	CS+	tools/airpump.jpg	2	0.775	DO
371.267	4.0	CS-	animals/racoon.jpg	2	0.997	MO
381.2	5.0	CS-	animals/llama.jpg	2	1.317	MO
393.11699999999996	4.0	CS+	tools/workbench.jpg	2	1.006	DN
403.05	5.0	CS+	tools/paintbrush.jpg	2	1.053	MO
413.0	4.0	CS-	animals/perch.jpg	2	0.9229999999999999	MN
423.917	4.0	CS-	animals/canary.jpg	2	1.001	DO
432.86699999999996	4.0	CS+	tools/videogamecontroller.jpg	2	1.1079999999999999	DO
441.81699999999995	5.0	CS-	animals/skunk.jpg	2	1.5659999999999998	MN
452.75	5.0	CS+	tools/toaster.jpg	2	0.9620000000000001	MN
462.7	5.0	CS-	animals/flamingo.jpg	2	0.922	DN
473.634	4.5	CS+	tools/solderingtorch.jpg	2	0.9690000000000001	DO
483.084	4.5	CS-	animals/zebra.jpg	2	1.011	DO
494.517	4.5	CS+	tools/monkeywrench.jpg	2	0.848	DO
