onset	duration	trial_type
4.034	15.283	animal
26.384	15.332999999999998	indoor
48.783	15.316999999999993	tool
71.167	15.332999999999998	outdoor
93.56700000000001	15.266000000000005	scrambled
111.833	6.0	rest
121.9	15.332999999999998	outdoor
144.283	15.300000000000011	animal
166.65	15.25	scrambled
188.95	15.283000000000017	tool
211.3	15.332999999999998	indoor
229.63299999999998	6.0	rest
239.7	15.300000000000011	scrambled
262.05	15.332999999999972	tool
284.45	15.333000000000027	indoor
306.85	15.332999999999972	animal
329.25	15.333000000000027	outdoor
347.583	6.0	rest
357.63300000000004	15.300000000000011	tool
380.0	15.26600000000002	scrambled
402.333	15.332999999999972	outdoor
424.733	15.332999999999972	indoor
447.13300000000004	15.300000000000011	animal
465.43300000000005	6.0	rest
